count_idx,delay_ns,loop_gap_ns,recv_block_ns
51,36848,8126,3818
52,33801,11858,4472
53,43395,10936,23667
54,37348,30627,4759
55,32119,11270,4664
56,28141,9774,9108
57,146410,14141,164301
58,73750,194882,12336
59,48351,20193,13257
60,31057,19404,8924
61,168714,14045,195235
62,106189,231602,15030
63,95978,28128,6258
64,89143,14564,6046
65,40098,13346,15018
66,23081,25549,10496
67,44523,18475,45656
68,38007,57554,7010
69,31634,13900,9873
70,147220,15873,141333
71,121260,180595,14515
72,114559,22108,6934
73,106000,11908,4145
74,101994,11574,4137
75,91878,8114,4121
76,86664,8308,3687
77,114693,7776,36437
78,112279,43682,4508
79,104962,8519,3870
80,98373,7829,4022
81,92502,8155,3754
82,88205,9639,4895
83,82777,8908,4711
84,76602,8714,3869
85,68840,7892,3930
86,62065,7775,4027
87,92019,8041,48592
88,74405,53079,3566
89,64044,7556,3554
90,66202,15446,10157
91,191225,15356,144169
92,113761,177044,39793
93,52005,51906,6723
94,35307,14974,6356
95,40425,13662,17369
96,34286,24871,7830
97,29659,16253,8146
98,22429,14904,8867
99,121296,13109,117733
100,82327,146205,12729
101,31802,23033,7275
102,40236,14783,22009
103,38573,30082,6873
104,39442,13652,6689
105,37548,14816,6776
106,40359,16942,6193
107,40428,14449,6144
108,39313,14154,6153
109,38695,13515,6393
110,39335,14650,6406
111,40032,14735,6777
112,40672,15150,6395
113,41929,14674,6758
114,43991,17163,6563
115,42182,14686,6210
116,42419,14263,6822
117,41822,14452,6335
118,40438,14669,6499
119,40285,14794,5973
120,77506,14064,43026
121,78000,51304,6949
122,76972,17813,6399
123,80005,14975,5996
124,55182,13120,6311
125,53116,13487,5389
126,52823,12799,6371
127,53208,14480,6719
128,37820,14780,8219
129,36944,16240,6207
130,39844,16304,6587
131,54162,15160,20364
132,36099,28741,12768
133,58819,21037,55733
134,64103,73290,9281
135,65941,18824,6805
136,65341,14342,6761
137,66649,14833,8265
138,69196,18039,6525
139,69711,14988,6337
140,69983,14503,7309
141,71604,16585,6404
142,72300,15255,6465
143,72742,14871,6486
144,72866,14259,6807
145,72749,15129,6608
146,76710,16729,7961
147,75767,16380,5659
148,73814,13930,6024
149,74385,14400,6696
150,67659,14831,6204
151,67225,14458,6133
152,95567,14143,38785
153,97430,47092,6877
154,101804,16954,5922
155,104667,13705,5127
156,108299,13382,5977
157,111774,13693,6517
158,117381,14946,7942
159,97030,16222,7434
160,64147,15672,6300
161,55029,13644,6137
162,55688,17286,7645
163,54297,15789,7696
164,54289,15745,6491
165,54907,14467,7328
166,54600,15092,6730
167,53994,14483,6675
168,55458,14556,7722
169,55523,15465,7239
170,58879,17287,6975
171,56806,14446,7078
172,58297,14780,8518
173,55328,15964,6320
174,54776,13935,6886
175,53221,14978,6112
176,76993,14051,31529
177,67187,39354,6524
178,66183,15838,6949
179,57995,15537,6079
180,45373,14457,6552
181,42392,14383,6991
182,40260,14706,7413
183,40761,14984,6869
184,41119,14479,7752
185,37978,15018,5788
186,44066,15432,11353
187,34000,19942,14130
188,28988,22642,6844
189,28394,14607,7017
190,28986,14853,7005
191,29099,14718,6776
192,30709,14389,7153
193,31124,14961,6925
194,33322,17250,6674
195,33379,14017,6975
196,33388,14659,6821
197,33212,14583,6886
198,33681,14849,7235
199,33617,14909,7034
200,33863,14686,7059
201,35078,14850,7343
202,79794,54369,12367
203,86069,28272,7053
204,86107,15419,6148
205,83884,12980,5483
206,82832,12300,6026
207,81030,12363,5589
208,106247,12411,32514
209,107917,40769,6368
210,109328,16700,7123
211,105625,15009,6077
212,104100,13796,6335
213,99972,13648,5098
214,66526,12949,6253
215,59097,14123,6932
216,33712,14764,8136
217,37798,16218,17590
218,34694,28178,12319
219,26011,20670,11808
220,148175,19190,140176
221,77488,180074,16144
222,62798,26699,7329
223,56418,15354,9870
224,50641,17236,6171
225,41653,13486,6007
226,33495,15697,6594
227,37737,12852,19090
228,33829,26082,11953
229,100332,16756,93698
230,38802,116506,10118
231,32143,18625,7040
232,31235,13567,5880
233,27662,12126,5406
234,27673,13981,5691
235,25432,11795,5661
236,25597,12291,6488
237,25188,13229,6796
238,45744,12898,29309
239,43334,36325,5860
240,43057,12557,7220
241,31040,14249,11134
242,31567,20156,13281
243,30245,20727,33405
244,27869,41672,13036
245,33403,20148,24392
246,76592,32085,103058
247,86324,116043,103990
248,46832,122606,15042
249,151478,26533,114443
250,95122,152341,13849
251,80627,23864,5661
252,71787,13482,5701
253,59595,13833,5500
254,48003,12442,14686
255,248820,21698,255547
256,202023,292227,17857
257,197703,28130,6883
258,169660,18059,6445
259,156830,12082,4246
260,144137,8648,3554
261,131678,8051,3940
262,118945,8162,3529
263,108588,8417,5513
264,100381,12836,5703
265,110277,12600,34454
266,56516,43026,6582
267,35891,13505,6341
268,30527,13669,6569
269,30041,13473,6468
270,42405,14774,18036
271,34351,27084,14010
272,35234,21894,15124
273,40267,23371,14475
274,36595,25539,6668
275,34130,13861,11667
276,32673,19042,12399
277,28319,20280,13107
278,25719,21668,13218
279,19665,21606,11664
280,38598,20558,35892
281,46690,43968,38779
282,40835,52618,7319
283,40917,15477,14430
284,41479,22649,14487
285,41909,22209,14671
286,35362,22475,8210
287,31848,16305,10247
288,30872,18866,12540
289,113044,20029,152820
290,76892,180855,10476
291,68272,19918,6817
292,61826,14845,7246
293,52407,13532,5441
294,39636,11825,5685
295,51697,12549,28387
296,42302,36431,6598
297,34264,14421,12493
298,31807,22003,12769
299,40327,20051,47022
300,28006,58104,11526
301,23427,18966,11883
302,40226,17696,32256
303,34248,41949,14139
304,23412,20982,11927
305,37190,18916,30661
306,170972,42229,182378
307,112716,213517,14781
308,102090,26450,6534
309,96545,16164,6180
310,92351,15035,6016
311,87066,15147,5734
312,80367,14245,5872
313,72262,14078,5582
314,65901,16295,5683
315,55027,13405,4973
316,56588,12314,18769
317,39490,26245,35326
318,26234,46336,10851
319,35773,18866,29612
320,27067,40543,11409
321,21514,19648,10675
322,35189,19604,29854
323,24608,40661,11242
324,18937,19959,10430
325,105733,17946,146810
326,96724,177135,33071
327,56658,44646,13756
328,30276,20510,10476
329,22636,16932,11771
330,45217,18112,38232
331,38856,49030,12512
332,33637,19317,13384
333,28058,20496,12620
334,37405,19224,31819
335,33877,42136,12141
336,126723,19144,149810
337,56630,175645,11109
338,48447,24087,7978
339,45932,17624,7720
340,38796,15877,6325
341,34255,13195,7699
342,34554,15218,14848
343,24639,19760,8531
344,98496,13008,98055
345,22092,113764,14239
346,20555,23778,10852
347,50139,19314,44979
348,36257,54241,6908
349,32661,12891,11209
350,30088,18624,10724
351,24965,17018,11616
352,44602,19269,36855
353,39952,47054,14415
354,34546,22284,9959
355,22277,17112,11154
356,133219,17978,138821
357,54297,165004,10306
358,29925,17788,8966
359,19575,14013,7529
360,20080,11979,22510
361,27686,26977,25567
362,19003,32709,8517
363,26428,12902,23075
364,22564,30292,10252
365,121626,14569,157565
366,87054,190223,13241
367,81861,23239,19494
368,39499,28650,17040
369,21031,25268,12042
370,49344,20701,45735
371,40064,57150,13012
372,30503,19886,10835
373,248245,16705,401042
374,69168,440110,72487
375,51894,86468,8826
376,51308,16852,5875
