count_idx,delay_ns,loop_gap_ns,recv_block_ns
51,19945,3517,3219
52,18333,6413,5655
53,22692,9941,13405
54,84261,18591,69312
55,53936,82461,5304
56,43016,8837,2099
57,31224,4621,1698
58,23627,3865,1815
59,19659,3584,6025
60,13431,8324,3586
61,56535,5511,60646
62,31752,70521,4807
63,29281,10935,4350
64,28175,8438,3164
65,28461,6500,3179
66,28704,7427,2941
67,28395,6354,3232
68,27551,6491,2683
69,26042,6070,2560
70,38378,5841,15792
71,37944,19369,2613
72,37995,6060,2549
73,40057,5751,2781
74,43363,7022,2609
75,46112,6003,2738
76,49236,6471,2924
77,43963,6414,3005
78,42360,6493,2902
79,42099,6306,2781
80,41384,6245,2696
81,41253,6015,3294
82,36767,7572,2669
83,33480,6136,2672
84,29174,6218,2474
85,30221,5872,7927
86,71868,10934,46750
87,39057,58413,7245
88,20819,12009,9351
89,41285,13448,32197
90,77379,40247,58283
91,46897,73767,5578
92,36499,9840,3096
93,33894,6355,2179
94,32516,5039,2339
95,28308,5242,2169
96,23025,4504,2190
97,76576,4985,60401
98,79102,68795,4849
99,79767,9221,7921
100,86638,10535,59882
101,68959,85599,12164
102,62886,18500,4280
103,55665,7360,2438
104,49773,5429,2476
105,42083,4904,2014
106,35971,5455,2425
107,27814,5643,2720
108,32787,4912,13227
109,25933,15875,2387
110,22224,5036,5453
111,17274,8735,4875
112,46983,6801,41020
113,77008,47682,51159
114,48888,65758,5820
115,41639,9874,4326
116,30333,7540,2382
117,37024,5247,15108
118,36339,18160,14270
119,15437,17502,4962
120,11708,7850,4257
121,10751,6930,4436
122,11703,8287,4652
123,11244,7111,4296
124,11560,6994,4562
125,11988,7177,4745
126,11749,7355,4455
127,12143,6918,5083
128,12057,7728,4520
129,25168,7958,17925
130,20021,22818,5092
131,15251,7842,4399
132,11541,7610,4388
133,49125,6914,40879
134,31869,51940,3977
135,24643,6779,1974
136,20888,3969,1877
137,17661,3744,1615
138,14922,4277,1913
139,24001,3650,13844
140,19963,15783,1605
141,20992,3422,5668
142,17942,8938,2689
143,16802,6245,4251
144,17501,7454,5324
145,14832,8406,4777
146,15124,8742,4832
147,13050,7732,4480
148,11137,7560,4843
149,12427,7927,5097
150,10709,7689,3791
151,9041,5602,3314
152,31477,5042,27057
153,20379,32840,4823
154,33873,9028,26512
155,54679,32188,41960
156,38890,47839,26112
157,58699,31777,46526
158,22157,53741,4123
159,15601,8177,3390
160,14919,6965,2893
161,18959,6526,7895
162,19733,12658,2866
163,18864,6325,2867
164,17753,6305,2765
165,17319,6236,2830
