count_idx,delay_ns,loop_gap_ns,recv_block_ns
51,99658,5662,2639
52,104310,7765,2826
53,112999,7116,7969
54,116248,12125,2925
55,121383,7234,4225
56,112174,8254,2606
57,111879,6427,2756
58,111802,6403,2911
59,111503,6578,2640
60,111384,6596,2824
61,109621,6503,3573
62,109789,7895,2573
63,105786,7122,2811
64,102684,6764,2959
65,97902,6746,2364
66,95474,7236,3446
67,90422,6947,3349
68,86521,6817,3243
69,84616,6838,3145
70,80138,6548,3349
71,75957,6848,3081
72,71121,6761,3139
73,66318,6920,2770
74,66081,7233,2753
75,65175,6497,2558
76,64805,6182,2783
77,64265,6451,2655
78,63972,6141,2804
79,64572,6207,3785
80,64149,7531,2675
81,63917,6169,2869
82,61449,6936,2876
83,52764,6217,3158
84,49330,6948,3026
85,45392,6544,2674
86,41933,6283,2762
87,37140,6251,2819
88,32632,6349,3154
89,27944,6910,2862
90,28962,7122,11515
91,24218,15047,3033
92,16485,6533,4536
93,13798,8112,5488
94,141148,8495,156875
95,111458,168972,5658
96,103072,9301,2081
97,94224,4358,1847
98,86683,4728,1633
99,76973,3454,1663
100,66068,3496,2310
101,58213,4099,1857
102,51401,3619,1603
103,43016,3358,1593
104,33874,3392,1743
105,23632,3475,1734
106,31278,4456,17105
107,19668,19040,1899
108,12988,3685,3988
109,41566,5814,54447
110,25986,63248,4401
111,21142,9462,3264
112,18289,7396,2903
113,21609,6768,10372
114,18324,14805,2851
115,16451,5895,5349
116,14481,9126,4918
117,14458,8488,6019
118,17233,9599,16251
119,16591,21208,5801
120,17295,9003,12946
121,15307,17889,5508
122,13898,10360,5152
123,11698,8796,5397
124,76179,8793,87479
125,42449,103899,7323
126,31717,12294,2836
127,30005,6044,2341
128,39837,5318,13222
129,40514,16918,5191
130,35902,9146,35970
131,26480,43608,4244
132,19729,8748,2772
133,17998,5646,7846
134,14377,11055,5446
135,18570,8310,14864
136,11887,19111,5353
137,19433,8257,15800
138,15409,21477,5356
139,10122,8255,4876
140,86239,8435,81407
141,58461,98107,7265
142,51948,12257,3200
143,50601,7149,2549
144,49435,5343,2399
145,48066,5531,2630
146,48301,6705,2789
147,43325,5807,2498
148,39831,5619,2715
149,34587,5874,2729
150,29895,5357,3230
151,24103,6108,2260
152,18134,4775,2394
153,25712,5161,14917
154,19857,20153,4344
155,10167,6382,5662
156,56772,7741,57520
157,26327,66900,3673
158,18712,6520,1753
159,13871,3861,2122
160,22526,3934,13325
161,18510,15237,1695
162,17360,4525,2721
163,12537,4497,3753
164,10606,5677,3911
165,6753,5724,3749
166,8396,5582,7705
167,17264,9486,13975
168,9641,16978,3582
169,56035,5409,54018
170,24071,64416,4206
171,17068,7980,5361
172,15430,9474,5600
173,10726,9158,4564
174,114803,7370,110338
175,86110,124569,6435
176,80911,11159,2624
177,78164,5929,2784
178,82000,7185,6125
179,81403,9252,2541
180,74518,6208,2434
181,67690,5425,2646
182,44689,5610,2695
183,35750,5283,2376
184,33703,5217,3079
185,32873,6168,2592
186,32128,6696,2537
187,30504,5545,2394
188,28246,5585,2386
189,27203,5647,2510
190,25397,5494,2462
191,37508,5456,21339
192,24327,24802,6733
193,12171,9592,5001
194,11460,9028,4383
195,12709,7586,5337
196,11996,8272,5059
197,11624,8498,4657
198,15047,7860,14251
199,143423,16501,154726
200,128317,167024,5024
201,119789,8703,2263
202,113598,5641,1831
203,104033,3668,1799
204,82683,3716,1650
205,75936,3606,1752
206,72122,3543,1571
207,69007,3295,1751
208,65899,3534,2083
209,62143,3840,1976
210,59055,4630,1669
211,55863,3475,1675
212,52646,3405,1585
213,49414,3317,1764
214,45081,3512,1592
215,41950,3345,1757
216,38525,3455,2015
217,35037,3791,2134
218,31196,4905,1667
219,27800,3449,1766
220,24314,4109,1689
221,20751,3486,1802
222,16227,3569,1613
223,36288,3356,25531
224,33882,28783,2580
225,31741,5816,2588
226,29013,6617,2210
227,26669,5453,6658
228,12708,9788,5077
229,40572,7953,38402
230,14828,42587,5239
231,10276,8364,5140
232,10821,8205,9348
233,99812,12874,104694
234,90425,118011,5250
235,85482,8897,2239
236,77261,4695,1720
237,69524,3631,1828
238,44469,3606,1804
239,35212,3544,1951
240,30156,3721,1652
241,27336,3414,1773
242,24476,4835,1711
243,21004,3434,1804
244,16987,3601,1523
245,13591,3246,1755
246,17171,3475,9360
247,17523,11274,6272
248,51978,8151,70854
249,39732,81836,5102
250,32695,10575,2864
251,27826,6398,2726
252,24095,6182,3655
253,16500,5806,1888
254,12966,3681,1953
255,24383,3682,16314
256,19214,18241,1743
257,15561,3528,1767
258,12184,4733,3665
259,10623,5909,3729
260,11293,5793,9246
261,13968,11125,11687
262,40532,14827,36461
263,39220,42730,32495
264,16104,38969,4548
265,63455,7005,59899
266,35407,72130,4880
267,30744,9767,3054
268,28322,6303,2773
269,26933,5654,2677
270,26549,6058,2714
271,25113,5882,2397
272,23144,5162,2247
273,21559,5334,2447
274,20714,6117,2651
275,19311,5813,2531
276,17888,6001,2630
277,16459,5767,2460
278,14825,5632,3549
279,19222,5639,9340
280,16590,11396,3889
281,11543,5815,2824
282,9360,5567,3557
283,40464,5420,38985
284,14741,47518,6867
285,40862,12887,36565
286,24565,44156,4900
287,20975,9663,2892
288,21442,6048,6256
289,16164,9518,4753
290,41082,9614,45239
291,45402,52320,57905
292,26435,67330,7372
293,42627,11314,43425
294,18888,50454,3679
295,14653,6290,4715
296,12640,6869,3250
297,10428,5129,3549
298,7728,6793,3419
299,27510,5266,24899
300,47828,30692,50891
301,28004,60781,3824
302,17584,6326,6809
303,12775,10063,5011
304,43246,7711,55387
305,52353,62809,48552
306,19091,58638,5156
307,10038,7681,3376
308,56218,5481,53844
309,26821,65687,5483
310,24656,11498,8090
311,18941,12739,3007
312,14466,5684,4873
313,14424,7680,10177
314,38203,14019,49297
315,25100,58098,4857
316,22226,9064,3113
317,20633,6598,9513
318,19017,12845,5271
319,15255,8313,4143
320,12440,6987,4822
321,12384,8171,9759
322,10880,13598,4348
323,11406,7713,4696
324,11936,8009,5056
325,11386,8250,4784
326,17598,7776,13774
327,11856,17793,5264
328,15905,8553,12328
329,14738,17424,5507
330,9489,8916,5136
331,10137,8220,4767
332,11040,7762,4772
333,10459,8248,5455
334,58820,8620,56352
335,28454,69225,6777
336,24055,11809,10661
337,18403,14366,2749
338,16468,5997,5480
339,12751,8703,5412
340,19699,8752,15458
341,144263,18809,155814
342,118965,171039,6340
343,112525,11255,2819
344,106734,6263,2477
345,99352,5787,2535
346,69222,6057,2440
347,58305,5546,2715
348,50446,6073,2573
349,43772,5601,2558
350,41934,5674,5846
351,40673,9148,2619
352,40734,5879,2649
353,38044,6260,2156
354,35878,4128,2562
355,32834,4461,1732
356,28605,3645,1813
357,24306,3666,1671
358,19701,3524,2079
359,15436,3951,1695
