count_idx,delay_ns,loop_gap_ns
462,39675,3419
463,32305,14790
464,16526,3610
465,148397,5641
466,120860,160703
467,111381,8263
468,104773,3823
469,98633,3329
470,91283,3360
471,84823,3186
472,80118,3148
473,92398,3144
474,250422,19020
475,38696,170118
476,33039,9827
477,33239,6944
478,32740,7736
479,33821,6135
480,32527,6763
481,32239,6043
482,31506,5450
483,34153,4860
484,212498,9671
485,105297,191806
486,97126,8049
487,94194,3818
488,92072,3405
489,88949,3330
490,86413,3192
491,84349,3171
492,93263,3222
493,248085,14539
494,114352,170556
495,78013,11534
496,70045,4216
497,65199,3430
498,58086,3781
499,51903,3281
500,46067,3250
501,82705,3135
502,96509,50228
503,79476,20248
504,197905,82575
505,130701,169697
506,127374,10717
507,127555,5800
508,126661,5589
509,125229,5193
510,124628,5054
511,117903,4680
512,141748,3351
513,178396,39756
514,158807,43688
515,134225,157017
516,131131,10506
517,130000,5602
518,129494,4882
519,127735,5545
520,128070,6401
521,230654,101422
522,280655,15937
523,286937,53839
524,83360,9806
525,57885,84450
526,52466,8010
527,46782,3574
528,44150,3304
529,45291,3299
530,43182,7497
531,40238,3327
532,43811,3194
533,236462,9041
534,100992,207967
535,83515,10252
536,83177,5783
537,84128,7680
538,89090,13044
539,88460,5035
540,87529,5425
541,121930,5329
542,127537,42242
543,91967,9628
544,74285,96242
545,71081,10495
546,76937,12747
547,76775,5531
548,76329,6009
549,75414,6530
550,75364,6565
551,116489,6307
552,127493,51197
553,32776,13879
554,18330,24159
555,12744,8592
556,14083,7458
557,14374,8099
558,12137,8406
559,11139,4537
560,9191,5633
561,12548,5286
562,187990,9907
563,107125,193518
564,90159,11194
565,88371,5677
566,87049,6008
567,86654,4896
568,86110,6671
569,86265,5131
570,116093,5234
571,122772,41523
572,65886,8381
573,43133,64910
574,38362,7880
575,34587,3885
576,32127,3432
577,29188,3605
578,26068,3318
579,26692,6121
580,46116,3309
581,53988,28787
582,67256,12725
583,44093,72510
584,41633,10553
585,42827,8904
586,41612,7833
587,43864,9811
588,39068,5461
589,35111,4855
590,29472,4947
591,35354,5189
592,109286,12145
593,69733,89214
594,53906,11115
595,54350,6399
596,54543,9174
597,53722,6444
598,53630,5921
599,54105,6005
600,101784,5899
601,193115,56367
602,78820,98275
603,49449,73969
604,53433,17715
605,52471,6855
606,50030,3820
607,47153,3766
608,44552,3233
609,41859,3226
610,51656,3231
611,214887,15297
612,102321,187618
613,75144,11246
614,71463,5827
615,69829,5434
616,68499,5526
617,66561,4962
618,65722,5549
619,99792,5192
620,108495,44225
621,187528,9375
622,37643,188922
623,34565,11035
624,31813,6037
625,29496,3811
626,26651,3261
627,23665,3261
628,27001,3385
629,52468,10214
630,54185,35095
631,70478,9105
632,52948,75247
633,50290,12886
634,48778,7306
635,41233,6445
636,41170,6108
637,47133,11950
638,47393,6089
639,81733,5933
640,87993,42939
641,54420,9493
642,26639,51289
643,23654,7782
644,21086,5749
645,25410,9187
646,24783,5763
647,23969,5714
648,22976,5337
649,27854,5020
650,207943,10233
651,93028,193169
652,73664,8310
653,125611,57250
654,126108,9470
655,123427,4276
656,120589,3327
657,117717,3152
658,149671,3204
659,190526,40669
660,87006,48124
661,57418,83026
662,50816,14587
663,49938,7213
664,50319,6143
665,49887,6315
666,48965,5968
667,48280,5254
668,52086,5423
669,140680,9387
670,42358,104637
671,19581,7965
672,15709,3548
673,15074,5351
674,13699,5359
675,13290,5260
676,31523,5801
677,30225,24325
678,34136,7553
679,233942,7698
680,49375,226576
681,41461,8958
682,36330,3953
683,31370,3611
684,24885,3480
685,22016,3477
686,22923,5124
687,57045,8663
688,68466,43750
689,94452,15724
690,68090,100399
691,62819,8140
692,59985,3747
693,57926,3213
694,54795,3516
695,55909,7594
696,52113,3392
697,77501,3120
698,94091,34806
699,62614,21290
700,37563,58227
701,31058,6288
702,26708,3529
703,28709,8811
704,26476,3398
705,23573,3410
706,20308,3326
707,39815,3107
708,50416,28671
709,63021,15068
710,29767,66017
711,28812,10977
712,25794,3952
713,24673,3578
714,21426,4298
715,18972,3309
716,16362,3518
717,20821,3246
718,312416,10308
719,36876,304125
720,26658,13693
721,25384,5621
722,21617,11576
723,19653,7518
724,11831,8382
725,10668,7379
726,10935,7081
727,12022,7757
728,14265,11840
729,16433,5484
730,15030,9118
731,13785,5368
732,16443,5407
733,15028,9061
734,17266,5412
735,15772,8635
736,18312,9733
737,17338,5823
738,13845,5287
739,15779,5656
740,17175,7739
741,15442,8405
742,11877,7247
743,10223,5005
744,10913,7887
745,9037,5436
746,13703,4946
747,38903,11254
748,155443,37911
749,193079,219757
750,184320,10814
751,181613,5666
752,190250,5483
753,188889,15139
754,185957,4721
755,183523,3141
756,214539,3240
757,291668,39398
758,59830,87895
759,35157,7614
760,29467,4323
761,31906,8544
762,29350,3779
763,27046,3284
764,24057,3553
765,20914,3216
766,23024,3314
767,272675,8006
768,97411,264638
769,80463,14275
770,74438,4057
771,72281,3434
772,68918,3793
773,65756,3238
774,59839,3145
775,96118,3105
776,322294,45886
777,76287,247825
778,48985,11392
779,45619,5980
780,44894,5565
781,36806,6055
782,35204,5379
783,32270,4518
784,74810,4834
785,133620,51847
786,57604,66829
787,33261,7252
788,29014,4294
789,26280,3442
790,23535,3527
791,21255,3308
792,18408,3690
793,15234,3295
794,24622,11670
795,168209,8437
796,44515,157697
797,24054,8277
798,18304,4067
799,14483,3498
800,14746,3633
801,13043,6802
802,13871,10960
803,10465,5192
804,50462,5015
805,41894,55361
806,21952,8705
807,17810,5911
808,15185,5678
809,14981,5566
810,19375,10578
811,20089,6219
812,74798,7010
813,86657,64176
814,244060,14986
815,28901,168343
816,18273,8340
817,15733,3628
818,16660,3446
819,13449,7314
820,13246,3615
821,12694,5922
822,8912,5421
823,339289,4982
824,113730,345228
825,91801,8162
826,86129,3904
827,88403,9123
828,85100,3604
829,82349,3307
830,79323,3198
831,115608,3164
832,157170,45249
833,62222,47943
834,31549,63657
835,31306,12280
836,28005,4320
837,25862,3321
838,23666,3526
839,20738,3270
840,17867,3488
841,22157,3225
842,126442,11115
843,87838,124977
844,42538,8580
845,33518,3925
846,29973,3397
847,23614,5340
848,29334,3427
849,64003,15221
850,28137,49409
851,26484,6048
852,159034,8724
853,35029,145673
854,14066,8745
855,9806,5563
856,12340,5379
857,9518,9309
858,30741,5577
859,47199,31420
860,22484,41680
861,13840,5781
862,11733,3710
863,10943,4403
864,31119,5490
865,53407,31174
866,18271,43542
867,13230,5313
868,12890,7086
869,10801,4473
870,16450,5177
871,12594,13873
872,10232,4962
873,30597,5288
874,168598,30672
875,45961,158777
876,21569,38971
877,14972,5555
878,12538,3639
879,12944,3576
880,12615,6668
881,8983,5473
882,10497,5980
883,17117,8057
884,173361,13949
885,133927,175704
886,114740,20054
887,109663,3773
888,106471,3429
889,103467,3353
890,100490,3216
891,97760,3168
892,134201,3155
893,140758,47223
894,56525,8640
895,32824,60636
896,27708,6968
897,24731,3952
898,21845,3915
899,19485,3494
900,16772,3488
901,18135,7446
902,23009,3496
903,99092,11351
904,40911,89518
905,16896,7519
906,13847,5548
907,36898,5890
908,38686,31545
909,40115,9554
910,38338,4802
911,35763,3466
912,36033,3173
913,135208,5681
914,62266,112503
915,40080,7142
916,36691,3759
917,79820,5086
918,83195,52351
919,82679,8029
920,80254,3799
921,104399,3224
922,118334,33390
923,104093,19243
924,18526,98412
925,15190,5809
926,15262,9514
927,14735,3696
928,12770,5826
929,11845,4855
930,9245,5047
931,30288,4985
932,66811,30983
933,42091,63099
934,42035,13315
935,39187,4088
936,36329,3425
937,33244,3614
938,30755,3257
939,28575,3177
940,38251,3270
941,277031,15627
942,63950,253837
943,36824,17623
944,29852,6637
945,26905,5359
946,62670,9240
947,28443,52152
948,19619,6611
949,15515,3748
950,12952,3536
951,14527,7595
952,10156,5573
953,48365,5166
954,37395,51812
955,19191,9047
956,14488,6033
957,13026,3778
958,15435,6817
959,16185,12911
960,16469,6102
961,15319,7747
962,18377,6224
963,121905,15024
964,67006,119938
965,24066,43098
966,17551,6603
967,17440,6687
968,15212,4069
969,18067,3406
970,15425,9441
971,14259,3610
972,12078,5051
973,16577,4880
974,19391,13745
975,13667,12917
976,10839,7147
977,14404,5197
978,11496,12299
979,31594,5299
980,50568,31286
981,24965,41658
982,21486,7879
983,20089,6546
984,22397,9666
985,19436,3916
986,16264,3494
987,15945,3281
988,59646,5977
989,136975,54325
990,35576,122475
991,14060,15748
992,15953,11749
993,14364,7418
994,13456,5874
995,11593,5031
996,9379,5093
997,36098,5192
998,22751,37285
999,49582,36225
1000,55441,16765
1001,38249,7508
1002,32472,5691
1003,27215,4447
1004,23679,3345
1005,19326,3412
1006,36131,3353
1007,69889,27259
1008,46350,42335
1009,18567,36289
1010,14452,6664
1011,12266,5526
1012,31536,4949
1013,45148,30485
1014,19764,35699
1015,14851,7558
1016,14069,5747
1017,16478,8275
1018,15583,5575
1019,12604,4436
1020,13481,3505
1021,14974,7766
1022,184054,8110
1023,26545,180705
1024,26006,10864
1025,13005,13764
1026,24056,6162
1027,20032,21977
1028,10452,4535
1029,15215,5684
1030,11849,12810
1031,9762,5015
1032,10532,7005
1033,9258,5644
1034,91308,5121
1035,46004,92101
1036,20315,35875
1037,15618,8009
1038,13690,5804
1039,11681,4689
1040,33685,5446
1041,55832,33834
1042,30120,46437
1043,25537,7912
1044,23797,5931
1045,22939,5756
1046,20018,3938
1047,16939,3233
1048,18444,3564
1049,60511,51549
1050,59260,8429
1051,58003,5124
1052,56490,5646
1053,55815,5538
1054,54841,5254
1055,53617,4445
1056,52352,4764
1057,94762,19468
1058,104545,37501
1059,88817,14429
1060,68081,84457
1061,65349,11259
1062,31160,4761
1063,28787,3877
1064,26862,4287
1065,32320,8192
1066,28882,6954
1067,30136,3173
1068,232360,7529
1069,90270,216345
1070,68456,8386
1071,64100,3856
1072,62168,3595
1073,59170,3742
1074,61644,8793
1075,59147,3261
1076,95868,3146
1077,107473,45202
1078,164968,15348
1079,140615,168493
1080,134581,8574
1081,128685,3843
1082,128769,8995
1083,122174,3600
1084,115997,3178
1085,109580,3151
1086,139214,3162
1087,197967,44021
1088,53568,68311
1089,18069,38970
1090,15562,8958
1091,13081,3935
1092,11162,3756
1093,10138,4646
1094,29860,5338
1095,20765,31081
1096,15429,8917
1097,144963,4639
1098,44943,143280
1099,26138,14173
1100,16755,4298
1101,15243,3682
1102,15379,8798
1103,13869,7096
1104,13585,6728
1105,15122,7426
1106,14579,8724
1107,154700,10505
1108,121452,155358
1109,98721,11391
1110,94965,5511
1111,94902,5173
1112,94132,5528
1113,93858,5229
1114,94328,5026
1115,133994,11068
1116,189430,42971
1117,66439,64264
1118,32640,53556
1119,26604,9273
1120,22981,6714
1121,25219,5956
1122,22750,12507
1123,29342,26578
1124,24667,5583
1125,22239,8614
1126,119488,7866
1127,92158,118854
1128,72988,8430
1129,67122,3859
1130,61744,4065
1131,58763,3265
1132,52607,8992
1133,44859,3298
1134,83814,3119
1135,73790,53678
1136,164173,13926
1137,131288,165523
1138,125015,8360
1139,122647,3749
1140,126226,8899
1141,123541,3555
1142,120531,3228
1143,117736,3115
1144,153871,3181
1145,165007,44586
1146,96068,15161
1147,71235,101161
1148,76115,17130
1149,76547,7185
1150,75383,6976
1151,74006,4527
1152,73232,5179
1153,72605,5350
1154,83206,5250
1155,152587,15933
1156,23682,80038
1157,16490,6903
1158,13729,4776
1159,13843,3718
1160,13309,6358
1161,9912,5226
1162,16367,5114
1163,12549,14333
1164,11534,5514
1165,34245,6693
1166,56406,32858
1167,30168,48745
1168,17695,6414
1169,13919,3839
1170,12352,3592
1171,11417,4683
1172,16344,5536
1173,15124,16843
1174,11183,5003
1175,37849,5107
1176,31042,38517
1177,12239,14651
1178,29783,5830
1179,19526,30470
1180,15880,8440
1181,13870,8914
1182,10916,4927
1183,31330,5221
1184,19253,30838
1185,162772,7415
1186,44266,162040
1187,38473,8882
1188,34186,3995
1189,35990,9052
1190,32186,3790
1191,29648,3256
1192,26233,3128
1193,54771,3218
1194,85974,37869
1195,45377,38047
1196,20482,33081
1197,17663,8460
1198,15558,7944
1199,13163,6099
1200,12496,5099
1201,31692,4879
1202,62832,73806
1203,47937,12035
1204,44768,6564
1205,42060,5499
1206,42405,6070
1207,39617,3670
1208,37135,3596
1209,33660,3083
1210,35246,3076
1211,126990,7235
1212,35553,105587
1213,15018,9013
1214,11642,9327
1215,9938,4724
1216,13059,5381
1217,23806,10650
1218,16563,21171
1219,39447,5931
1220,46707,37454
1221,46842,36123
1222,66788,82774
1223,49429,10139
1224,40759,4246
1225,36755,3601
1226,37748,6411
1227,20271,34398
1228,12985,7227
1229,35343,5312
1230,56556,36152
1231,55817,48358
1232,53041,45764
1233,17868,43647
1234,11972,5025
1235,10946,4436
1236,14232,5254
1237,12516,12461
1238,9888,4858
1239,33783,6980
1240,69385,32898
1241,40576,63285
1242,18996,11948
1243,10944,8472
1244,13975,6112
1245,13117,12931
1246,11283,5659
1247,14528,10720
1248,15460,6982
1249,70974,7894
1250,52091,72836
1251,28475,10780
1252,22797,5997
1253,20522,5922
1254,17215,8162
1255,18742,14480
1256,16163,8538
1257,26687,8206
1258,64932,21719
1259,34026,58593
1260,21617,11148
1261,18615,18594
1262,16594,8776
1263,17980,8543
1264,15861,12053
1265,13757,8288
1266,19595,7871
1267,16589,17094
1268,22331,7955
1269,17386,17357
1270,15670,8275
1271,16451,7976
1272,15187,13892
1273,55472,8084
1274,39561,57138
1275,17841,7205
1276,13520,3637
1277,11363,3912
1278,10500,4801
1279,16747,5414
1280,19073,19022
1281,13912,7026
1282,11637,3822
1283,135986,4838
1284,59615,138006
1285,37260,7258
1286,32210,4033
1287,29195,3700
1288,30589,7210
1289,27388,3573
1290,24436,3168
1291,49389,3150
1292,100590,33816
1293,71937,56956
1294,41713,76503
1295,32958,9762
1296,29565,4219
1297,22782,7120
1298,16684,3588
1299,15838,3438
1300,13360,7282
1301,35258,4614
1302,47410,40081
1303,52177,35522
1304,18718,42396
1305,12612,9623
1306,35813,5259
1307,25367,37399
1308,16763,17410
1309,20549,8198
1310,17866,16691
1311,14424,7846
1312,59339,7081
1313,46334,66727
1314,25189,7263
1315,21511,4895
1316,19608,5267
1317,18746,5151
1318,17659,5366
1319,17062,4452
1320,12387,5626
1321,45769,4627
1322,42117,49994
1323,36079,4260
1324,33162,3527
1325,27432,3227
1326,23877,3420
1327,20960,3184
1328,18156,3677
1329,35441,3136
1330,74696,29573
1331,55113,44117
1332,18773,51505
1333,14379,6221
1334,13527,5935
1335,9791,5335
1336,17403,5422
1337,13781,15380
1338,16214,12243
1339,13711,3702
1340,118638,5051
1341,54190,119230
1342,27033,8412
1343,15128,6957
1344,138975,5451
1345,108171,144341
1346,87181,14034
1347,81306,4124
1348,77471,3366
1349,75011,3390
1350,72812,3197
1351,69975,3153
1352,104758,3143
1353,120519,44329
1354,65174,20950
1355,36926,70866
1356,34676,10182
1357,31811,5313
1358,31593,4338
1359,30503,5453
1360,29607,5195
1361,28384,4727
1362,34695,5049
1363,84407,16285
1364,49574,54524
1365,50864,38926
1366,21217,38727
1367,15038,6739
1368,10535,4738
1369,17313,5270
1370,14564,15097
1371,15837,9997
1372,13151,6032
1373,12417,4914
1374,9886,5150
1375,99658,4996
1376,51298,105949
1377,30780,8465
1378,25959,3931
1379,27525,7323
1380,25391,3834
1381,22420,3279
1382,19928,3251
1383,17074,3370
1384,19734,3075
1385,206223,8657
1386,33641,200025
1387,35339,10364
1388,33010,12053
1389,31920,5600
1390,30527,4760
1391,30050,4898
1392,28570,5830
1393,53533,5248
1394,55864,36808
1395,47913,10747
1396,22592,47018
1397,17454,6656
1398,15008,4381
1399,12978,3716
1400,13434,4436
1401,37212,7351
1402,46797,37680
1403,18368,33992
1404,13434,7196
1405,12231,3716
1406,11352,4581
1407,13954,5321
1408,13277,12489
1409,17102,5433
1410,90048,12042
1411,69534,90070
1412,30146,12320
1413,24939,4149
1414,22549,3484
1415,19932,3342
1416,17266,3412
1417,14289,3199
1418,12647,3404
1419,11790,4515
1420,85095,5786
1421,43155,89678
1422,24545,9068
1423,21458,5770
1424,15752,5658
1425,19780,6224
1426,18885,12104
1427,18368,6020
1428,17355,6069
1429,19486,8499
1430,22709,6325
1431,116117,9004
1432,72267,108684
1433,53940,11684
1434,50809,6465
1435,51142,5846
1436,50437,6573
1437,57007,12375
1438,56875,5966
1439,98113,5885
1440,106537,50253
1441,65125,10105
1442,43614,66814
1443,35115,10548
1444,32058,4129
1445,34088,9063
1446,31108,3627
1447,27634,3185
1448,24392,3074
1449,47258,3078
1450,56773,32439
1451,51292,14639
1452,24009,48728
1453,64599,6439
1454,66795,53174
1455,65602,7083
1456,62866,4402
1457,60373,3415
1458,57859,3117
1459,62493,3096
1460,234680,10450
1461,53940,185885
1462,41779,15032
1463,36658,6248
1464,33214,4169
1465,30881,3524
1466,28084,3315
1467,25266,3237
1468,22305,3108
1469,23283,3159
1470,71597,10284
1471,46617,56043
1472,62446,34579
1473,37403,54214
1474,19029,8286
1475,16275,5415
1476,14597,5213
1477,13262,4680
1478,16743,9569
1479,14911,5334
1480,14209,4972
1481,19887,4943
1482,89023,12993
1483,44266,81148
1484,16410,11722
1485,14097,8145
1486,18375,7808
1487,14340,11009
1488,11570,4378
1489,11046,4706
1490,8689,5583
1491,17362,5076
1492,124927,16055
1493,40778,123624
1494,23310,9958
1495,29075,14869
1496,27101,5908
1497,27087,5249
1498,26275,5423
1499,25013,4863
1500,24286,4803
1501,29927,5183
1502,77611,12418
1503,33571,61735
1504,18115,10372
1505,23203,8544
1506,17919,20131
1507,11885,5392
1508,8950,5557
1509,13947,4877
1510,13074,12683
1511,12711,7998
1512,10653,5273
1513,14194,4885
1514,13064,12276
1515,10324,5426
1516,13875,4992
1517,12925,11770
1518,10009,5419
1519,15700,5011
1520,16833,13797
1521,13158,7701
1522,12659,3620
1523,10773,5566
1524,14430,5048
1525,13141,12364
1526,10343,5538
1527,14111,4806
1528,14694,14305
1529,12006,5040
1530,18290,5086
1531,14656,15575
1532,10486,5377
1533,14975,5224
1534,17950,13903
1535,14800,9084
1536,16661,7935
1537,15765,5914
1538,18071,5397
1539,16798,9528
1540,15768,5772
1541,15337,5705
1542,17156,7821
1543,13858,8903
1544,13485,5881
1545,11077,3518
1546,10353,4380
1547,43224,5202
1548,30909,44640
1549,18730,7078
1550,13705,13477
1551,11244,5176
1552,21569,5632
1553,17504,18623
1554,14793,8381
1555,12854,6944
1556,13805,7497
1557,13744,8538
1558,10990,5692
1559,14966,5337
1560,61656,12405
1561,33653,63013
1562,27076,6014
1563,22788,3670
1564,20187,3342
1565,17900,3367
1566,14896,3902
1567,12616,3235
1568,33796,3942
1569,90267,33736
1570,79664,60824
1571,37384,77701
1572,29431,8761
1573,24226,5704
1574,23619,6188
1575,18306,9546
1576,27246,8140
1577,25123,22704
1578,21491,13403
1579,18925,7917
1580,15100,8183
1581,19627,8166
1582,61677,17484
1583,28305,55993
1584,21611,5634
1585,18229,3675
1586,69589,54241
1587,68231,7635
1588,64688,4027
1589,61632,3279
1590,82620,3114
1591,94738,30066
1592,61693,20419
1593,36820,58659
1594,19381,15209
1595,27168,8652
1596,55624,22218
1597,57244,46911
1598,24527,45187
1599,18634,9735
1600,15427,8911
1601,13342,8164
1602,24943,10999
1603,20217,20729
1604,16959,8492
1605,73676,8044
1606,47709,75949
1607,41014,10213
1608,37731,6334
1609,33583,5433
1610,38289,5330
1611,34908,14180
1612,30652,5595
1613,67845,5773
1614,84010,49289
1615,59206,23956
1616,32154,55900
1617,25297,6351
1618,20928,3545
1619,24617,9582
1620,21606,3426
1621,18286,3296
1622,25357,3167
1623,22242,13865
1624,17329,3725
1625,50503,5031
1626,48982,45478
1627,72036,40847
1628,38742,63485
1629,19124,8967
1630,20235,5326
1631,19379,11218
1632,17028,5349
1633,17530,5413
1634,17546,8711
1635,17261,12650
1636,67444,7710
1637,41139,66194
1638,19563,11421
1639,61387,8050
1640,32572,60838
1641,14631,7486
1642,20250,5752
1643,19086,17115
1644,44928,8882
1645,45855,37383
1646,73159,35209
1647,51721,68058
1648,46786,8832
1649,42719,4029
1650,37152,3351
1651,31001,4666
1652,30988,8704
1653,25036,3347
1654,49474,3147
1655,92786,36896
1656,38144,58791
1657,14770,17103
1658,10269,6565
1659,19909,5495
1660,20328,20931
1661,32327,5884
1662,20469,34626
1663,14176,8032
1664,32259,5438
1665,59256,32916
1666,36080,53298
1667,30030,8622
1668,27295,9412
1669,21339,3869
1670,20262,3169
1671,16572,8133
1672,151904,5639
1673,124282,160624
1674,98289,11470
1675,90186,6361
1676,93310,6055
1677,91792,11810
1678,51905,5120
1679,44578,4933
1680,84863,5083
1681,105229,50798
1682,68300,26526
1683,39186,68017
1684,33627,9016
1685,37800,10598
1686,37414,5508
1687,36435,5425
1688,35337,5029
1689,33216,4431
1690,62835,4550
1691,188561,40419
1692,65358,130343
1693,33899,68662
1694,27716,6783
1695,24393,3926
1696,21858,3455
1697,19503,3207
1698,16358,3378
1699,17494,3191
1700,16212,6958
1701,36388,7806
1702,106693,36505
1703,38917,100784
1704,19262,10435
1705,14877,7417
1706,13880,8672
