count_idx,send_a_block_ns,send_b_block_ns,send_gap_ab_ns
1,39927,14864,42589
2,3590,1716,4459
3,3002,2486,3412
4,2197,2093,2607
5,2208,2345,2574
6,5926,11983,6732
7,11841,12126,13184
8,12021,11613,13376
9,2756,2440,3682
10,1278,2231,1743
11,1679,2679,2017
12,4197,2441,4554
13,2651,2288,3012
14,2297,2085,2644
15,1942,2037,2296
16,1970,2126,2352
17,1729,1623,2129
18,1653,1369,1995
19,1452,1438,1814
20,1485,1390,1830
21,9077,1596,9424
22,1555,1374,1899
23,1657,1513,2001
24,1743,1450,2100
25,1611,1411,1970
26,1518,1845,1871
27,1042,685,1374
28,501,502,883
29,448,912,780
30,431,701,788
31,485,988,827
32,433,525,765
33,481,654,807
34,444,655,767
35,490,600,842
36,488,512,809
37,479,529,801
38,478,609,817
39,490,838,816
40,486,615,813
41,471,546,788
42,438,475,760
43,7100,495,7438
44,1680,755,2037
45,1522,572,1870
46,1801,551,2162
47,1519,545,1876
48,1533,552,1884
49,1692,552,2040
50,1846,527,2214
51,1583,544,1940
52,1618,544,1990
53,1426,569,1801
54,3544,576,4046
55,2230,8696,2680
56,1632,12118,2017
57,1815,3057,2156
58,1589,8969,1934
59,1739,2459,2087
60,1734,2606,2137
61,1575,2462,1921
62,1483,2459,1823
63,1450,2295,1927
64,1420,2488,1791
65,1351,2476,1712
66,1557,2530,1937
67,1577,2213,1931
68,1657,2233,2018
69,1638,2288,1990
70,1610,2432,1959
71,1963,2952,2371
72,1631,1970,1983
73,1441,1798,1832
74,1471,1629,1818
75,2352,2169,2721
76,2599,1921,2953
77,1560,2568,1930
78,1721,1948,2068
79,1500,1687,1863
80,5968,2133,6367
81,1885,1772,2229
82,1641,1825,1985
83,1412,1538,1755
84,1748,1643,2116
85,1635,1621,1990
86,1699,1551,2043
87,1727,1531,2085
88,1842,1563,2188
89,1695,1593,2045
90,1661,1466,2016
91,1734,1531,2093
92,1262,720,1605
93,1832,543,2185
