count_idx,delay_ns,loop_gap_ns,recv_block_ns
51,14548,7158,3180
52,39275,5968,40120
53,54611,45396,37664
54,33880,44774,13771
55,28992,18508,4771
56,48065,8196,39566
57,31598,47761,3378
58,25152,6349,1982
59,19863,4224,1642
60,16744,3441,1454
61,13980,3622,1548
62,12842,4570,2396
63,22347,5512,12243
64,21451,15377,2470
65,19852,5075,2071
66,17429,5673,3126
67,14926,4936,1648
68,12093,3265,1654
69,12180,3144,4281
70,10046,5844,2867
71,33465,4368,27458
72,60623,33839,40061
73,31618,48329,3466
74,27528,7077,2116
75,24973,4286,1712
76,22435,3335,1511
77,19739,3090,1373
78,17716,2900,2005
79,15284,3565,1468
80,17535,3022,6157
81,358734,7763,342954
82,118300,356192,15768
83,106256,19923,2403
84,105138,5072,2710
85,105751,5847,3271
86,104702,5630,2450
87,102558,4991,1830
88,97283,4403,1842
89,124465,4346,33813
90,276412,40476,152320
91,73112,162879,4267
92,47757,7317,1760
93,43504,3672,1418
94,40441,3059,1455
95,36966,2995,1367
96,33822,2884,1330
97,31302,2807,1331
98,84048,3368,55316
99,271684,60074,186692
100,83945,196932,4245
101,47017,7382,1708
102,42804,3639,1450
103,40172,3090,1492
104,37340,3083,1403
105,34130,2939,1379
106,32546,3372,1428
107,63731,2992,34057
108,214567,38947,148857
109,110801,161087,5077
110,77636,9123,2222
111,69427,5099,1938
112,68663,4521,2450
113,67731,5099,2006
114,66965,5951,1483
115,64625,3034,1324
116,94605,2835,33997
117,287025,38691,192708
118,67694,203525,4800
119,41836,7793,1824
120,37462,3687,1546
121,35463,3298,1940
122,32590,4169,1386
123,29674,2956,1383
124,27285,2883,1398
125,58778,2981,34748
126,136885,39550,77638
127,53724,87850,5047
128,22148,8642,2445
129,19009,5182,2264
130,19336,5781,2539
131,19709,5346,3665
132,18227,6177,2508
133,16632,4914,2204
134,15076,4539,2013
135,21166,4383,9379
136,313314,11910,293069
137,80896,303774,4256
138,74567,8043,1919
139,67304,4814,1489
140,65183,3700,1554
141,62007,3130,1360
142,59584,2972,1314
143,56997,2911,1289
144,64088,2811,10979
145,218341,12614,149512
146,97555,167020,4157
147,90269,7348,1678
148,87474,3585,1453
149,85232,3169,1465
150,81727,3026,1368
151,79335,2895,1316
152,76993,2811,1295
153,84429,2822,11034
154,309898,13120,226068
155,132272,238405,5164
156,126363,8999,2323
157,125245,5165,2101
158,124843,4711,2327
159,123672,4968,1990
160,122530,4644,1952
161,122360,4348,2927
162,138671,9732,14698
163,276392,17467,138508
164,77330,148768,4217
165,69640,7287,1630
166,66342,3467,1393
167,65293,3643,2866
168,59795,6228,2424
169,57086,3981,1313
170,54836,3367,1341
171,62017,2808,11350
172,286970,12969,226869
173,82460,238071,5502
174,71648,9841,2098
175,66325,4866,2174
176,62807,4935,2699
177,59235,5507,2484
178,58548,8634,2587
179,53697,5726,1437
180,60186,3027,11831
181,246417,13434,187925
182,81640,198451,4235
183,74284,7297,1690
184,71042,3549,1481
185,71117,3951,1865
186,71650,8533,1368
187,68936,2999,1373
