sample_idx,t1_ns,t2_ns,t3_ns,t4_ns,master_to_slave_ns,slave_to_master_ns,offset_ns,path_delay_ns,t2_kernel_timestamp,t4_kernel_timestamp,used_for_offset,used_for_best_path,clock_sync_method,clock_sync_protocol,clock_sync_kernel_timestamp,clock_sync_kernel_timestamp_received,clock_sync_kernel_timestamp_fallback,clock_sync_t2_kernel_timestamp_received,clock_sync_t2_kernel_timestamp_fallback,clock_sync_t4_kernel_timestamp_received,clock_sync_t4_kernel_timestamp_fallback,clock_offset_final_ns,clock_offset_mean_ns,clock_offset_median_ns,clock_offset_best_path_median_ns,clock_offset_std_ns,clock_offset_mad_ns,clock_sync_path_delay_final_ns,clock_sync_path_delay_mean_ns,clock_sync_path_delay_min_ns,clock_sync_path_delay_median_ns,clock_sync_path_delay_p95_ns,clock_sync_path_delay_best_median_ns
1,1782212031737892738,1782212046686834425,1782212046686969745,1782212031738528792,14948941687,-14948440953,-14948691320,250367,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
2,1782212031738587503,1782212046687470945,1782212046687552395,1782212031738955465,14948883442,-14948596930,-14948740186,143256,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
3,1782212031738983765,1782212046687821725,1782212046687892035,1782212031739264596,14948837960,-14948627439,-14948732700,105260,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
4,1782212031739288466,1782212046688099295,1782212046688129665,1782212031739493499,14948810829,-14948636166,-14948723498,87331,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
5,1782212031739515609,1782212046688324575,1782212046688352655,1782212031739716700,14948808966,-14948635955,-14948722461,86505,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
6,1782212031739739850,1782212046688547525,1782212046688575865,1782212031739939971,14948807675,-14948635894,-14948721785,85890,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
7,1782212031739963921,1782212046688772685,1782212046688800995,1782212031740171802,14948808764,-14948629193,-14948718979,89785,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
8,1782212031740193322,1782212046688985285,1782212046689011095,1782212031740373963,14948791963,-14948637132,-14948714548,77415,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
9,1782212031740396144,1782212046689184565,1782212046689208855,1782212031740570975,14948788421,-14948637880,-14948713151,75270,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
10,1782212031740592735,1782212046689380895,1782212046689405065,1782212031740764247,14948788160,-14948640818,-14948714489,73671,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
11,1782212031740785007,1782212046689575815,1782212046689599575,1782212031740959028,14948790808,-14948640547,-14948715678,75130,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
12,1782212031740980068,1782212046689767615,1782212046689792065,1782212031741158929,14948787547,-14948633136,-14948710342,77205,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
13,1782212031741179979,1782212046689967785,1782212046689992525,1782212031741354380,14948787806,-14948638145,-14948712976,74830,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
14,1782212031741375580,1782212046690175305,1782212046690199125,1782212031741560561,14948799725,-14948638564,-14948719145,80580,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
15,1782212031741582211,1782212046690369785,1782212046690393395,1782212031741752302,14948787574,-14948641093,-14948714334,73240,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
16,1782212031741773602,1782212046690562315,1782212046690586395,1782212031741946804,14948788713,-14948639591,-14948714152,74561,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
17,1782212031741967424,1782212046690754785,1782212046690778935,1782212031742137665,14948787361,-14948641270,-14948714316,73045,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
18,1782212031742159185,1782212046690938235,1782212046690955545,1782212031742317426,14948779050,-14948638119,-14948708585,70465,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
19,1782212031742339636,1782212046691117325,1782212046691141855,1782212031742503157,14948777689,-14948638698,-14948708194,69495,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
20,1782212031742526487,1782212046691311965,1782212046691320025,1782212031742680258,14948785478,-14948639767,-14948712623,72855,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
21,1782212031742701988,1782212046691487135,1782212046691494945,1782212031742864039,14948785147,-14948630906,-14948708027,77120,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
22,1782212031742885469,1782212046691693805,1782212046691720735,1782212031743081281,14948808336,-14948639454,-14948723895,84441,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
23,1782212031743103371,1782212046691895635,1782212046691962345,1782212031743329733,14948792264,-14948632612,-14948712438,79826,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
24,1782212031743350873,1782212046692130785,1782212046692185275,1782212031743612534,14948779912,-14948572741,-14948676327,103585,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
25,1782212031743633034,1782212046692410105,1782212046692465685,1782212031743832825,14948777071,-14948632860,-14948704966,72105,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
26,1782212031743853376,1782212046692630975,1782212046692686845,1782212031744051437,14948777599,-14948635408,-14948706504,71095,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
27,1782212031744072267,1782212046692848845,1782212046692912735,1782212031744277149,14948776578,-14948635586,-14948706082,70496,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
28,1782212031744297929,1782212046693076155,1782212046693131125,1782212031744495750,14948778226,-14948635375,-14948706801,71425,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
29,1782212031744516160,1782212046693293005,1782212046693312895,1782212031744670881,14948776845,-14948642014,-14948709430,67415,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-14948710099,-14948710453,-14948710223,-14948710099,3334.185421,1126,67535,69545,65471,68506,74925,67535
