sample_idx,t1_ns,t2_ns,t3_ns,t4_ns,master_to_slave_ns,slave_to_master_ns,offset_ns,path_delay_ns,t2_kernel_timestamp,t4_kernel_timestamp,used_for_offset,used_for_best_path,clock_sync_method,clock_sync_protocol,clock_sync_kernel_timestamp,clock_sync_kernel_timestamp_received,clock_sync_kernel_timestamp_fallback,clock_sync_t2_kernel_timestamp_received,clock_sync_t2_kernel_timestamp_fallback,clock_sync_t4_kernel_timestamp_received,clock_sync_t4_kernel_timestamp_fallback,clock_offset_final_ns,clock_offset_mean_ns,clock_offset_median_ns,clock_offset_best_path_median_ns,clock_offset_std_ns,clock_offset_mad_ns,clock_sync_path_delay_final_ns,clock_sync_path_delay_mean_ns,clock_sync_path_delay_min_ns,clock_sync_path_delay_median_ns,clock_sync_path_delay_p95_ns,clock_sync_path_delay_best_median_ns
1,1782212083652675541,1782212098602944154,1782212098603068854,1782212083653137914,14950268613,-14949930940,-14950099777,168836,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
2,1782212083653177395,1782212098603360864,1782212098603433954,1782212083653462176,14950183469,-14949971778,-14950077624,105845,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
3,1782212083653484276,1782212098603653184,1782212098603720384,1782212083653743658,14950168908,-14949976726,-14950072817,96091,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
4,1782212083653761528,1782212098603907674,1782212098603939224,1782212083653941530,14950146146,-14949997694,-14950071920,74226,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
5,1782212083653958510,1782212098604104814,1782212098604132884,1782212083654132441,14950146304,-14950000443,-14950073374,72930,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
6,1782212083654149491,1782212098604296044,1782212098604364264,1782212083654373072,14950146553,-14949991192,-14950068873,77680,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
7,1782212083654390822,1782212098604535204,1782212098604602164,1782212083654607643,14950144382,-14949994521,-14950069452,74930,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
8,1782212083654625744,1782212098604770994,1782212098604838314,1782212083654841615,14950145250,-14949996699,-14950070975,74275,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
9,1782212083654858595,1782212098605002844,1782212098605070214,1782212083655076136,14950144249,-14949994078,-14950069164,75085,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
10,1782212083655092977,1782212098605241394,1782212098605309694,1782212083655314128,14950148417,-14949995566,-14950071992,76425,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
11,1782212083655331478,1782212098605478774,1782212098605510254,1782212083655509309,14950147296,-14950000945,-14950074121,73175,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
12,1782212083655526989,1782212098605671254,1782212098605700234,1782212083655699510,14950144265,-14950000724,-14950072495,71770,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
13,1782212083655715981,1782212098605861224,1782212098605889434,1782212083655888291,14950145243,-14950001143,-14950073193,72050,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
14,1782212083655904672,1782212098606050774,1782212098606080274,1782212083656080942,14950146102,-14949999332,-14950072717,73385,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
15,1782212083656105573,1782212098606250544,1782212098606283754,1782212083656286064,14950144971,-14949997690,-14950071331,73640,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
16,1782212083656308515,1782212098606447384,1782212098606505174,1782212083656511586,14950138869,-14949993588,-14950066229,72640,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
17,1782212083656532566,1782212098606675654,1782212098606726474,1782212083656731477,14950143088,-14949994997,-14950069043,74045,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
18,1782212083656751907,1782212098606888324,1782212098606947444,1782212083656952178,14950136417,-14949995266,-14950065842,70575,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
19,1782212083656973038,1782212098607115864,1782212098607169444,1782212083657175929,14950142826,-14949993515,-14950068171,74655,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
20,1782212083657197109,1782212098607333464,1782212098607393004,1782212083657403281,14950136355,-14949989723,-14950063039,73316,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
21,1782212083657424971,1782212098607562474,1782212098607584184,1782212083657584463,14950137503,-14949999721,-14950068612,68891,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
22,1782212083657604893,1782212098607744494,1782212098607761004,1782212083657764114,14950139601,-14949996890,-14950068246,71355,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
23,1782212083657784684,1782212098607920214,1782212098607978774,1782212083657991945,14950135530,-14949986829,-14950061180,74350,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
24,1782212083658014865,1782212098608157034,1782212098608231124,1782212083658236786,14950142169,-14949994338,-14950068254,73915,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
25,1782212083658263796,1782212098608401444,1782212098608460014,1782212083658466777,14950137648,-14949993237,-14950065443,72205,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
26,1782212083658487897,1782212098608623324,1782212098608646724,1782212083658646888,14950135427,-14949999836,-14950067632,67795,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
27,1782212083658667678,1782212098608810754,1782212098608822874,1782212083658821570,14950143076,-14950001304,-14950072190,70886,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
28,1782212083658841800,1782212098608976964,1782212098608996504,1782212083658994861,14950135164,-14950001643,-14950068404,66760,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
29,1782212083659015011,1782212098609151174,1782212098609170894,1782212083659169202,14950136163,-14950001692,-14950068928,67235,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
30,1782212083659190342,1782212098609327894,1782212098609383584,1782212083659387553,14950137552,-14949996031,-14950066792,70760,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
31,1782212083659409143,1782212098609545004,1782212098609602994,1782212083659606814,14950135861,-14949996180,-14950066021,69840,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
32,1782212083659627245,1782212098609762984,1782212098609820834,1782212083659826536,14950135739,-14949994298,-14950065019,70720,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
33,1782212083659846956,1782212098609982914,1782212098610041494,1782212083660047398,14950135958,-14949994096,-14950065027,70931,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
34,1782212083660068158,1782212098610209534,1782212098610272074,1782212083660278589,14950141376,-14949993485,-14950067431,73945,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
35,1782212083660300039,1782212098610442794,1782212098610460114,1782212083660460860,14950142755,-14949999254,-14950071005,71750,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
36,1782212083660481740,1782212098610616514,1782212098610636514,1782212083660639931,14950134774,-14949996583,-14950065679,69095,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
37,1782212083660660181,1782212098610800994,1782212098610814314,1782212083660812712,14950140813,-14950001602,-14950071208,69605,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
38,1782212083660832952,1782212098610972184,1782212098610988604,1782212083660992223,14950139232,-14949996381,-14950067807,71425,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
39,1782212083661012813,1782212098611149984,1782212098611168554,1782212083661167355,14950137171,-14950001199,-14950069185,67986,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
40,1782212083661187825,1782212098611324084,1782212098611382774,1782212083661388966,14950136259,-14949993808,-14950065034,71225,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
41,1782212083661408956,1782212098611544304,1782212098611602534,1782212083661607557,14950135348,-14949994977,-14950065163,70185,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
42,1782212083661627817,1782212098611762634,1782212098611821074,1782212083661825269,14950134817,-14949995805,-14950065311,69506,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
43,1782212083661845219,1782212098611985894,1782212098612037434,1782212083662039970,14950140675,-14949997464,-14950069070,71605,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
44,1782212083662059900,1782212098612195974,1782212098612218944,1782212083662224521,14950136074,-14949994423,-14950065249,70825,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
45,1782212083662244861,1782212098612390024,1782212098612404644,1782212083662406573,14950145163,-14949998071,-14950071617,73546,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
46,1782212083662426903,1782212098612565114,1782212098612582304,1782212083662581284,14950138211,-14950001020,-14950069616,68595,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
47,1782212083662601294,1782212098612741704,1782212098612754814,1782212083662753665,14950140410,-14950001149,-14950070780,69630,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
48,1782212083662773655,1782212098612914474,1782212098612927804,1782212083662926996,14950140819,-14950000808,-14950070814,70005,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
49,1782212083662947276,1782212098613087894,1782212098613101114,1782212083663099967,14950140618,-14950001147,-14950070883,69735,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
50,1782212083663120147,1782212098613263174,1782212098613279894,1782212083663279257,14950143027,-14950000637,-14950071832,71195,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
51,1782212083663300188,1782212098613442954,1782212098613493724,1782212083663499890,14950142766,-14949993834,-14950068300,74466,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
52,1782212083663520240,1782212098613659034,1782212098613725194,1782212083663732941,14950138794,-14949992253,-14950065524,73270,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
53,1782212083663753171,1782212098613888164,1782212098613913154,1782212083663915282,14950134993,-14949997872,-14950066433,68560,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
54,1782212083663935572,1782212098614081864,1782212098614092584,1782212083664093913,14950146292,-14949998671,-14950072482,73810,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-14950068613,-14950069235,-14950068819,-14950068613,4517.016059,1450,67385,69618,64420,68760,74635,67385
