sample_idx,t1_ns,t2_ns,t3_ns,t4_ns,master_to_slave_ns,slave_to_master_ns,offset_ns,path_delay_ns,t2_kernel_timestamp,t4_kernel_timestamp,used_for_offset,used_for_best_path,clock_sync_method,clock_sync_protocol,clock_sync_kernel_timestamp,clock_sync_kernel_timestamp_received,clock_sync_kernel_timestamp_fallback,clock_sync_t2_kernel_timestamp_received,clock_sync_t2_kernel_timestamp_fallback,clock_sync_t4_kernel_timestamp_received,clock_sync_t4_kernel_timestamp_fallback,clock_offset_final_ns,clock_offset_mean_ns,clock_offset_median_ns,clock_offset_best_path_median_ns,clock_offset_std_ns,clock_offset_mad_ns,clock_sync_path_delay_final_ns,clock_sync_path_delay_mean_ns,clock_sync_path_delay_min_ns,clock_sync_path_delay_median_ns,clock_sync_path_delay_p95_ns,clock_sync_path_delay_best_median_ns
1,1782212080184862155,1782212098916199294,1782212098916317614,1782212080185617130,18731337139,-18730700484,-18731018812,318327,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-18731016094,-18731022849,-18731021695,-18731016094,7192.109348,6233,184236,193093,179776,192600,206950,184236
2,1782212080185686158,1782212098916990124,1782212098917068984,1782212080186311156,18731303966,-18730757828,-18731030897,273069,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-18731016094,-18731022849,-18731021695,-18731016094,7192.109348,6233,184236,193093,179776,192600,206950,184236
3,1782212080186384694,1782212098917649494,1782212098917689404,1782212080186915764,18731264800,-18730773640,-18731019220,245580,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-18731016094,-18731022849,-18731021695,-18731016094,7192.109348,6233,184236,193093,179776,192600,206950,184236
4,1782212080186950333,1782212098918181204,1782212098918215994,1782212080187427624,18731230871,-18730788370,-18731009621,221250,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-18731016094,-18731022849,-18731021695,-18731016094,7192.109348,6233,184236,193093,179776,192600,206950,184236
5,1782212080187457103,1782212098918685184,1782212098918720484,1782212080187923975,18731228081,-18730796509,-18731012295,215786,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-18731016094,-18731022849,-18731021695,-18731016094,7192.109348,6233,184236,193093,179776,192600,206950,184236
6,1782212080187956304,1782212098919164644,1782212098919195564,1782212080188396935,18731208340,-18730798629,-18731003485,204855,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-18731016094,-18731022849,-18731021695,-18731016094,7192.109348,6233,184236,193093,179776,192600,206950,184236
7,1782212080188424465,1782212098919631334,1782212098919699134,1782212080188907445,18731206869,-18730791689,-18730999279,207590,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-18731016094,-18731022849,-18731021695,-18731016094,7192.109348,6233,184236,193093,179776,192600,206950,184236
8,1782212080188934175,1782212098920141624,1782212098920175024,1782212080189386116,18731207449,-18730788908,-18730998179,209270,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-18731016094,-18731022849,-18731021695,-18731016094,7192.109348,6233,184236,193093,179776,192600,206950,184236
9,1782212080189413735,1782212098920624674,1782212098920692624,1782212080189885506,18731210939,-18730807118,-18731009029,201910,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-18731016094,-18731022849,-18731021695,-18731016094,7192.109348,6233,184236,193093,179776,192600,206950,184236
10,1782212080189908775,1782212098921119104,1782212098921188234,1782212080190380856,18731210329,-18730807378,-18731008854,201475,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-18731016094,-18731022849,-18731021695,-18731016094,7192.109348,6233,184236,193093,179776,192600,206950,184236
