round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1790176711070192340,0.571687,0.989505,0.565688,1
1,1790176711071425603,0.990397,0.376636,0.000000,0
2,1790176711072221303,0.990902,0.551749,0.546729,1
3,1790176711072643137,0.990337,0.789404,0.000000,0
4,1790176711073076862,0.990129,0.784564,0.000000,0
5,1790176711073501886,0.991120,0.781237,0.000000,0
6,1790176711074330765,0.991219,0.609094,0.000000,0
7,1790176711074737630,0.990654,0.783741,0.000000,0
8,1790176711075358601,0.828302,0.991199,0.821012,1
9,1790176711075756986,0.990812,0.825070,0.000000,0
10,1790176711076580735,0.991060,0.512143,0.507565,1
11,1790176720090856938,0.979973,0.542655,0.000000,0
12,1790176720091319901,0.990189,0.820290,0.812243,1
13,1790176720092175120,0.650266,0.988259,0.000000,0
14,1790176720092972750,0.990387,0.648609,0.642374,1
15,1790176720093389324,0.991120,0.914234,0.906115,1
16,1790176720093813278,0.990912,0.769322,0.000000,0
17,1790176720094244763,0.991209,0.763786,0.000000,0
18,1790176720095096931,0.991070,0.501215,0.000000,0
19,1790176747134245709,0.984935,0.532655,0.524630,1
20,1790176747134710573,0.989426,0.965103,0.000000,0
21,1790176747135129847,0.987528,0.935533,0.923865,1
22,1790176747135538252,0.991367,0.809849,0.000000,0
23,1790176747135953156,0.991111,0.824509,0.000000,0
24,1790176747136383701,0.991110,0.776362,0.769459,1
25,1790176747137225000,0.991348,0.851200,0.000000,0
26,1790176747138465103,0.991417,0.341002,0.338076,1
27,1790176747139299192,0.990822,0.595572,0.590106,1
28,1790176747139786286,0.912580,0.990783,0.904169,1
29,1790176747140183540,0.991061,0.830110,0.000000,0
30,1790176747140657564,0.942585,0.991596,0.000000,0
31,1790176747141847438,0.990387,0.442489,0.000000,0
32,1790176747142291643,0.991348,0.885796,0.000000,0
33,1790176756154698602,0.357126,0.984679,0.000000,0
34,1790176756155625730,0.991437,0.967268,0.000000,0
35,1790176756156436129,0.990456,0.556860,0.000000,0
36,1790176756156872573,0.983862,0.833487,0.000000,0
37,1790176756157677852,0.991121,0.785405,0.778431,1
38,1790176756158489752,0.991427,0.527566,0.000000,0
39,1790176756158940696,0.990268,0.883398,0.874801,1
40,1790176756159376860,0.991477,0.875598,0.868135,1
41,1790176756159783605,0.991615,0.781127,0.000000,0
42,1790176756160239809,0.991080,0.863261,0.855561,1
43,1790176756160700433,0.941284,0.991596,0.000000,0
44,1790176756161486452,0.990149,0.769683,0.762101,1
45,1790176756161924976,0.990862,0.757217,0.000000,0
46,1790176756162762945,0.991199,0.507189,0.000000,0
47,1790176756163201379,0.990981,0.758945,0.000000,0
48,1790176756163639213,0.991308,0.894842,0.887064,1
49,1790176756164443673,0.991477,0.617520,0.612256,1
50,1790176756164895277,0.989981,0.875842,0.000000,0
51,1790176756165334041,0.991149,0.760015,0.000000,0
52,1790176756165772625,0.991249,0.887640,0.000000,0
53,1790176756166609354,0.991021,0.515504,0.000000,0
54,1790176756167449533,0.990931,0.510150,0.000000,0
55,1790176756167942826,0.946079,0.991070,0.000000,0
