count_index,s2r_ns,r2a_ns,total_ns,werner,inter_success_gap
51,145435,530,145965,0.891717,0
52,146845,530,147375,0.890742,1
54,147583,530,148113,0.890233,2
56,144312,450,144762,0.892494,2
59,146630,450,147080,0.890891,3
60,146687,420,147107,0.890851,1
64,146034,380,146414,0.891303,4
65,147583,440,148023,0.890233,1
66,146663,350,147013,0.890868,1
69,141670,410,142080,0.894326,3
71,146348,450,146798,0.891086,2
74,147515,400,147915,0.890280,3
75,145604,450,146054,0.891600,1
77,143782,440,144222,0.892861,2
78,146201,490,146691,0.891187,1
79,144771,430,145201,0.892176,1
80,144000,520,144520,0.892710,1
82,144339,460,144799,0.892475,2
91,146040,490,146530,0.891299,9
92,146459,440,146899,0.891009,1
93,146187,440,146627,0.891197,1
95,144406,420,144826,0.892429,2
97,145284,420,145704,0.891821,2
98,150093,500,150593,0.888502,1
99,145693,470,146163,0.891538,1
100,146402,450,146852,0.891048,1
102,143270,460,143730,0.893216,2
104,143789,520,144309,0.892856,2
105,143548,430,143978,0.893023,1
106,157218,520,157738,0.883614,1
108,144365,460,144825,0.892457,2
109,145954,489,146443,0.891358,1
111,145852,470,146322,0.891428,2
114,145990,360,146350,0.891333,3
115,145979,470,146449,0.891341,1
116,145138,440,145578,0.891922,1
117,145008,420,145428,0.892012,1
119,146005,490,146495,0.891323,2
120,145894,460,146354,0.891399,1
121,145462,470,145932,0.891698,1
125,146237,460,146697,0.891162,4
127,145847,490,146337,0.891432,2
129,152595,420,153015,0.886782,2
133,142742,460,143202,0.893582,4
135,145460,470,145930,0.891700,2
137,144587,430,145017,0.892304,2
139,145556,450,146006,0.891633,2
143,145344,430,145774,0.891780,4
144,145403,420,145823,0.891739,1
145,143902,420,144322,0.892778,1
147,141501,400,141901,0.894443,2
148,142261,410,142671,0.893916,1
152,140488,410,140898,0.895147,4
153,141478,430,141908,0.894459,1
154,142087,470,142557,0.894037,1
157,145966,650,146616,0.891350,3
160,152934,440,153374,0.886549,3
161,145571,440,146011,0.891623,1
163,143859,450,144309,0.892808,2
164,147039,500,147539,0.890608,1
167,143787,490,144277,0.892858,3
171,144803,440,145243,0.892154,4
173,146641,410,147051,0.890883,2
174,144531,440,144971,0.892342,1
175,148880,470,149350,0.889338,1
178,146118,440,146558,0.891245,3
179,146048,470,146518,0.891293,1
184,146414,380,146794,0.891040,5
186,149831,420,150251,0.888683,2
191,145607,410,146017,0.891598,5
194,145833,420,146253,0.891442,3
199,144779,500,145279,0.892171,5
200,144699,440,145139,0.892226,1
201,146157,430,146587,0.891218,1
203,146257,480,146737,0.891149,2
206,145184,420,145604,0.891891,3
208,145212,440,145652,0.891871,2
212,144348,450,144798,0.892469,4
217,145695,500,146195,0.891537,5
218,144963,410,145373,0.892043,1
223,149219,380,149599,0.889104,5
224,147728,500,148228,0.890133,1
225,144487,410,144897,0.892373,1
226,152866,410,153276,0.886596,1
227,146005,520,146525,0.891323,1
230,146603,520,147123,0.890909,3
231,145632,470,146102,0.891581,1
232,145921,410,146331,0.891381,1
233,144100,430,144530,0.892641,1
237,145586,440,146026,0.891612,4
242,142911,460,143371,0.893465,5
243,147011,450,147461,0.890628,1
244,145200,430,145630,0.891879,1
245,146709,470,147179,0.890836,1
249,145536,390,145926,0.891647,4
250,145945,420,146365,0.891364,1
253,145722,460,146182,0.891518,3
254,145121,450,145571,0.891934,1
255,144050,420,144470,0.892676,1
256,145989,510,146499,0.891334,1
258,145308,450,145758,0.891805,2
259,162337,430,162767,0.880124,1
260,147946,460,148406,0.889982,1
261,146505,390,146895,0.890977,1
262,146684,450,147134,0.890853,1
266,148000,430,148430,0.889945,4
270,148287,400,148687,0.889747,4
275,142672,450,143122,0.893631,5
278,144160,430,144590,0.892599,3
279,145889,480,146369,0.891403,1
280,143969,440,144409,0.892732,1
281,141908,430,142338,0.894161,1
283,144407,430,144837,0.892428,2
284,144506,370,144876,0.892360,1
286,145344,430,145774,0.891780,2
288,144902,400,145302,0.892086,2
289,143132,420,143552,0.893312,1
292,158759,490,159249,0.882562,3
293,144667,460,145127,0.892248,1
306,145227,520,145747,0.891861,13
307,144416,450,144866,0.892422,1
308,145515,520,146035,0.891662,1
310,144494,450,144944,0.892368,2
312,145442,420,145862,0.891712,2
313,146250,510,146760,0.891153,1
315,144459,410,144869,0.892392,2
317,144517,440,144957,0.892352,2
320,145405,400,145805,0.891738,3
321,144903,470,145373,0.892085,1
323,143692,470,144162,0.892924,2
324,143491,470,143961,0.893063,1
329,145487,490,145977,0.891681,5
331,143775,440,144215,0.892866,2
332,143845,470,144315,0.892818,1
333,144043,420,144463,0.892680,1
338,144280,410,144690,0.892516,5
340,144717,480,145197,0.892214,2
343,144775,400,145175,0.892174,3
344,143494,390,143884,0.893061,1
346,146892,390,147282,0.890710,2
347,144551,480,145031,0.892329,1
348,145599,420,146019,0.891603,1
349,143698,409,144107,0.892919,1
350,145867,440,146307,0.891418,1
351,145657,420,146077,0.891563,1
352,143245,430,143675,0.893233,1
353,145145,460,145605,0.891917,1
354,145523,430,145953,0.891656,1
357,142830,460,143290,0.893521,3
358,154330,470,154800,0.885591,1
359,145668,430,146098,0.891556,1
360,142548,480,143028,0.893717,1
362,155546,390,155936,0.884758,2
363,143756,500,144256,0.892879,1
369,142400,490,142890,0.893819,6
373,148397,480,148877,0.889671,4
375,144426,440,144866,0.892415,2
377,142765,410,143175,0.893566,2
380,144562,410,144972,0.892321,3
385,143107,430,143537,0.893329,5
386,145267,420,145687,0.891833,1
387,145736,459,146195,0.891509,1
389,145345,480,145825,0.891779,2
390,144373,440,144813,0.892452,1
391,153562,440,154002,0.886118,1
393,150979,440,151419,0.887893,2
395,142918,430,143348,0.893460,2
396,143627,450,144077,0.892969,1
399,143824,430,144254,0.892832,3
401,145312,490,145802,0.891802,2
402,146561,460,147021,0.890938,1
405,144299,410,144709,0.892503,3
406,144157,420,144577,0.892601,1
408,144826,420,145246,0.892138,2
411,145204,390,145594,0.891877,3
418,143818,480,144298,0.892836,7
419,144467,370,144837,0.892387,1
422,144634,490,145124,0.892271,3
424,151013,410,151423,0.887869,2
427,144470,390,144860,0.892385,3
428,145749,510,146259,0.891500,1
432,144595,470,145065,0.892298,4
435,153203,390,153593,0.886364,3
437,144091,480,144571,0.892647,2
441,147397,440,147837,0.890361,4
443,145014,470,145484,0.892008,2
445,144662,480,145142,0.892252,2
446,148471,450,148921,0.889620,1
447,143660,410,144070,0.892946,1
448,144299,430,144729,0.892503,1
450,144088,390,144478,0.892649,2
451,149897,390,150287,0.888637,1
453,143585,460,144045,0.892998,2
455,141744,410,142154,0.894275,2
456,143834,450,144284,0.892825,1
458,147141,420,147561,0.890538,2
460,149059,400,149459,0.889215,2
461,145499,400,145899,0.891673,1
464,143877,430,144307,0.892795,3
465,145976,370,146346,0.891343,1
467,144144,430,144574,0.892610,2
468,146244,480,146724,0.891157,1
472,144241,390,144631,0.892543,4
475,150328,490,150818,0.888341,3
476,146177,430,146607,0.891204,1
477,144096,460,144556,0.892644,1
478,144246,450,144696,0.892540,1
481,143993,470,144463,0.892715,3
482,145052,400,145452,0.891982,1
483,144712,430,145142,0.892217,1
484,144751,440,145191,0.892190,1
486,145588,480,146068,0.891611,2
490,168305,470,168775,0.876077,4
491,146393,390,146783,0.891055,1
492,144103,400,144503,0.892639,1
496,145088,470,145558,0.891957,4
498,143797,440,144237,0.892851,2
503,143523,430,143953,0.893041,5
504,145442,440,145882,0.891712,1
506,146120,430,146550,0.891243,2
507,143998,490,144488,0.892712,1
508,143298,440,143738,0.893197,1
512,145355,510,145865,0.891772,4
514,143263,410,143673,0.893221,2
516,144332,440,144772,0.892480,2
519,143178,420,143598,0.893280,3
521,145427,479,145906,0.891722,2
522,148106,440,148546,0.889872,1
526,144913,380,145293,0.892078,4
528,146261,480,146741,0.891146,2
531,143238,440,143678,0.893238,3
534,144906,410,145316,0.892083,3
536,143344,440,143784,0.893165,2
537,143964,510,144474,0.892735,1
538,145453,500,145953,0.891704,1
540,144331,470,144801,0.892481,2
541,144521,510,145031,0.892349,1
544,146258,450,146708,0.891148,3
547,143585,430,144015,0.892998,3
548,146074,440,146514,0.891275,1
550,144392,440,144832,0.892439,2
552,144331,450,144781,0.892481,2
554,156399,480,156879,0.884174,2
556,145407,400,145807,0.891736,2
558,143176,420,143596,0.893281,2
560,142015,450,142465,0.894087,2
564,144192,400,144592,0.892577,4
566,142370,390,142760,0.893840,2
567,146580,460,147040,0.890925,1
569,143259,420,143679,0.893224,2
570,147618,450,148068,0.890209,1
571,144037,440,144477,0.892685,1
572,147797,450,148247,0.890085,1
575,145464,570,146034,0.891697,3
579,143941,450,144391,0.892751,4
581,144949,420,145369,0.892053,2
583,142278,440,142718,0.893904,2
584,143598,390,143988,0.892989,1
585,142417,410,142827,0.893808,1
586,147136,480,147616,0.890541,1
587,147046,410,147456,0.890603,1
590,142872,400,143272,0.893492,3
591,143952,490,144442,0.892743,1
592,143771,490,144261,0.892869,1
593,143990,440,144430,0.892717,1
594,145450,440,145890,0.891706,1
596,145198,420,145618,0.891881,2
598,144257,460,144717,0.892532,2
599,142647,460,143107,0.893648,1
601,143445,460,143905,0.893095,2
602,146114,480,146594,0.891247,1
605,148580,430,149010,0.889545,3
608,144997,440,145437,0.892020,3
610,144235,400,144635,0.892547,2
613,155002,420,155422,0.885131,3
615,142880,400,143280,0.893486,2
619,143497,400,143897,0.893059,4
622,146663,460,147123,0.890868,3
625,144310,470,144780,0.892495,3
626,141560,440,142000,0.894402,1
627,145799,470,146269,0.891465,1
628,144098,390,144488,0.892642,1
629,143648,440,144088,0.892954,1
631,143915,440,144355,0.892769,2
634,144683,430,145113,0.892237,3
636,144962,420,145382,0.892044,2
641,145628,460,146088,0.891583,5
644,144624,440,145064,0.892278,3
646,144253,470,144723,0.892535,2
650,147469,420,147889,0.890311,4
651,143888,490,144378,0.892788,1
655,144914,410,145324,0.892077,4
656,144242,500,144742,0.892543,1
660,145428,390,145818,0.891722,4
662,146648,450,147098,0.890878,2
663,144006,430,144436,0.892706,1
664,143635,520,144155,0.892963,1
665,143604,399,144003,0.892985,1
667,143863,480,144343,0.892805,2
668,143711,400,144111,0.892910,1
670,145030,420,145450,0.891997,2
671,142900,420,143320,0.893473,1
672,146698,540,147238,0.890844,1
674,149538,440,149978,0.888885,2
675,145196,420,145616,0.891882,1
677,146434,500,146934,0.891026,2
678,143723,440,144163,0.892902,1
680,144402,480,144882,0.892432,2
682,154930,380,155310,0.885180,2
684,141268,380,141648,0.894605,2
685,140928,380,141308,0.894841,1
690,141384,440,141824,0.894525,5
697,142998,410,143408,0.893405,7
698,146547,520,147067,0.890948,1
700,141206,420,141626,0.894648,2
702,143745,440,144185,0.892887,2
705,141781,460,142241,0.894249,3
707,142890,410,143300,0.893480,2
708,142858,450,143308,0.893502,1
709,142488,450,142938,0.893758,1
713,141583,400,141983,0.894387,4
714,143113,430,143543,0.893325,1
719,144578,550,145128,0.892310,5
