count_index,emit_ts_ns,rtt_ns,e2r_ns,werner
50,1784639512725828164,381583,132829,0.900492
51,1784639512726212608,383132,132019,0.901059
52,1784639512726597710,386473,131620,0.901339
53,1784639512726985953,385842,137700,0.897088
54,1784639512727373395,381443,132511,0.900715
55,1784639512727756838,379012,131241,0.901605
56,1784639512728137610,382912,132222,0.900917
57,1784639512728522532,383833,133063,0.900328
58,1784639512728907905,381152,132293,0.900867
59,1784639512729291277,388624,132954,0.900404
60,1784639512729681511,394462,133113,0.900293
61,1784639512730077543,394723,133224,0.900215
62,1784639512730473806,394282,131984,0.901084
63,1784639512730869898,401982,137345,0.897336
64,1784639512731273300,393323,133316,0.900151
65,1784639512731668103,382943,132406,0.900788
66,1784639512732052596,386603,135756,0.898445
67,1784639512732441069,380942,132866,0.900466
68,1784639512732823851,382213,132467,0.900745
69,1784639512733207634,381562,133097,0.900304
70,1784639512733600246,380602,129558,0.902787
71,1784639512733982798,380923,133200,0.900232
72,1784639512734365541,380302,132660,0.900610
73,1784639512734747383,381453,133481,0.900035
74,1784639512735130606,381132,132161,0.900960
75,1784639512735513858,383613,136222,0.898119
76,1784639512735899141,386002,135072,0.898922
77,1784639512736286733,382162,133803,0.899810
78,1784639512736670545,382544,133255,0.900194
79,1784639512737054779,380762,132194,0.900937
80,1784639512737437271,381973,132585,0.900663
81,1784639512737821024,382952,131865,0.901167
82,1784639512738205636,381603,131056,0.901735
83,1784639512738604879,389322,132666,0.900606
84,1784639512738996201,389582,134277,0.899478
85,1784639512739387393,383243,134808,0.899107
86,1784639512739772206,381712,132578,0.900668
87,1784639512740155458,382434,133979,0.899687
88,1784639512740539692,380902,133498,0.900023
89,1784639512740922094,382233,132829,0.900492
90,1784639512741306217,386552,132350,0.900827
91,1784639512741694979,388392,137911,0.896941
92,1784639512742085411,382823,133282,0.900175
93,1784639512742469934,381772,131882,0.901156
94,1784639512742853226,396213,142873,0.893491
95,1784639512743251029,383553,133143,0.900272
96,1784639512743636342,388193,141013,0.894782
97,1784639512744025955,387442,133103,0.900300
98,1784639512744415157,383042,132624,0.900635
99,1784639512744799839,384833,134205,0.899529
100,1784639512745186152,382312,132475,0.900740
101,1784639512745570154,384383,134776,0.899129
102,1784639512745956557,384482,133516,0.900011
103,1784639512746348669,382784,133237,0.900206
104,1784639512746733363,381112,133747,0.899849
105,1784639512747115945,382052,132028,0.901053
106,1784639512747499887,380733,130669,0.902007
107,1784639512747882090,391732,138309,0.896664
108,1784639512748275412,382783,132930,0.900421
109,1784639512748659955,396382,133540,0.899994
110,1784639512749058197,395873,132171,0.900953
111,1784639512749455800,395553,130911,0.901837
112,1784639512749853163,395323,132011,0.901065
113,1784639512750250276,393372,133191,0.900238
114,1784639512750645398,392482,133282,0.900175
115,1784639512751042220,397423,144894,0.892091
116,1784639512751441523,397433,145483,0.891684
117,1784639512751840596,383233,134143,0.899572
118,1784639512752225519,383772,134943,0.899013
119,1784639512752611161,397333,147263,0.890454
120,1784639512753010074,383882,133903,0.899740
121,1784639512753395556,382662,133944,0.899711
122,1784639512753780158,381543,133264,0.900187
123,1784639512754163191,390462,134554,0.899285
124,1784639512754555943,383323,132445,0.900761
125,1784639512754940886,381422,132924,0.900425
126,1784639512755323778,382104,133355,0.900123
127,1784639512755709502,386042,137323,0.897351
128,1784639512756097124,379762,131614,0.901343
129,1784639512756478376,382703,133175,0.900250
130,1784639512756863039,386252,132594,0.900656
131,1784639512757251071,387183,135995,0.898278
132,1784639512757640194,383532,134194,0.899536
133,1784639512758025416,383943,132775,0.900530
134,1784639512758411139,382592,132515,0.900712
135,1784639512758795221,380132,131955,0.901104
136,1784639512759176863,379593,130596,0.902058
137,1784639512759558056,381222,132635,0.900628
138,1784639512759940819,391933,140855,0.894892
139,1784639512760334492,388422,140605,0.895066
140,1784639512760725074,380193,133225,0.900215
141,1784639512761107337,382602,129655,0.902719
142,1784639512761491719,399022,133326,0.900144
143,1784639512761896061,407473,140296,0.895281
144,1784639512762308354,401353,139766,0.895649
145,1784639512762713437,398393,146646,0.890880
146,1784639512763114180,384092,133546,0.899990
147,1784639512763500232,385063,132036,0.901048
148,1784639512763886865,387082,135856,0.898375
149,1784639512764275567,383263,133827,0.899793
150,1784639512764660290,381302,133166,0.900256
151,1784639512765043432,380173,131787,0.901222
152,1784639512765425405,380323,132326,0.900844
153,1784639512765807178,381142,134496,0.899325
154,1784639512766189960,392033,142707,0.893606
155,1784639512766583533,386492,134496,0.899325
156,1784639512766971555,385843,134147,0.899569
157,1784639512767358958,382082,132306,0.900858
158,1784639512767742850,381002,133107,0.900297
159,1784639512768133902,387744,137288,0.897375
160,1784639512768523376,387872,139716,0.895684
161,1784639512768912868,389323,137457,0.897257
162,1784639512769304481,387152,136817,0.897704
163,1784639512769693153,383763,132587,0.900661
164,1784639512770078676,383362,134657,0.899213
165,1784639512770463468,379852,131568,0.901376
166,1784639512770844830,380463,131618,0.901341
167,1784639512771226793,378732,131598,0.901355
168,1784639512771607555,382003,130688,0.901993
169,1784639512771991138,385222,133918,0.899729
170,1784639512772378040,381393,132609,0.900646
171,1784639512772760903,387283,137528,0.897208
172,1784639512773149696,384262,133368,0.900114
