round,gen_attempts,t_gen_total_ns,gen_rtt_ns,ts_gen_success_ns,ts_swap_ns,swap_to_recv_ns,t_exp_ns,werner,pgen_success_bit,pswap_success_bit
0,1,444478,488068,1790174211741133117,1790174211741078530,163287,0,0.878141,1,1
1,1,354090,400210,1790174211741631546,1790174211741654453,134332,22907,0.835030,1,1
2,2,419508,217269,1790174211742234793,1790174211742565950,95501,331157,0.000000,1,0
3,1,205179,223099,1790174211742920000,1790174211742987415,81694,67415,0.000000,1,0
4,1,157609,173179,1790174211743245978,1790174211743420039,77558,174061,0.000000,1,0
5,1,156960,172219,1790174211743672747,1790174211744260028,83875,587281,0.510364,1,1
6,1,155381,170881,1790174211744516574,1790174211744705702,83050,189128,0.000000,1,0
7,1,153110,169330,1790174211744959752,1790174211745149756,77794,190004,0.760001,1,1
8,1,137300,154270,1790174211745382520,1790174211745610800,81168,228280,0.731370,1,1
9,1,145260,160620,1790174211745855498,1790174211746149393,81833,293895,0.000000,1,0
10,1,138639,153799,1790174211746387225,1790174211746586527,87997,199302,0.000000,1,0
11,1,141439,156109,1790174211746833573,1790174211747018092,77910,184519,0.762756,1,1
12,1,137439,151969,1790174211747250031,1790174211747446876,80225,196845,0.755416,1,1
13,2,289429,151790,1790174211747834650,1790174211747875390,78409,40740,0.000000,1,0
14,1,134489,149449,1790174211748105188,1790174211748302025,79922,196837,0.755869,1,1
15,1,135820,150929,1790174211748534347,1790174211748737489,85996,203142,0.000000,1,0
16,1,138649,153429,1790174211748979734,1790174211749169563,78910,189829,0.000000,1,0
17,1,135010,150150,1790174211749401983,1790174211749570328,79023,168345,0.000000,1,0
18,2,295359,153909,1790174211749961970,1790174211750004442,82017,42472,0.881308,1,1
19,1,137190,151470,1790174211750239859,1790174211750435316,85743,195457,0.000000,1,0
20,1,140670,155720,1790174211750678878,1790174211751264125,81660,585247,0.000000,1,0
21,1,141369,156959,1790174211751504544,1790174211751706340,86303,201796,0.000000,1,0
22,1,139479,154749,1790174211751949472,1790174211752139364,80377,189892,0.000000,1,0
23,1,137499,152959,1790174211752376680,1790174211752960733,87004,584053,0.512707,1,1
24,1,138639,153499,1790174211753204136,1790174211753393217,83908,189081,0.760814,1,1
25,1,146659,163649,1790174211753643865,1790174211753828501,81833,184636,0.000000,1,0
26,1,139229,154899,1790174211754067073,1790174211754261926,79526,194853,0.756270,1,1
