round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1790172691663761125,0.813209,0.984846,0.000000,0
1,1790172691664214849,0.989416,0.916284,0.000000,0
2,1790172691664688553,0.984708,0.791546,0.779442,1
3,1790172691665140937,0.984620,0.811690,0.000000,0
4,1790172691665553541,0.989982,0.820446,0.812227,1
5,1790172691665973986,0.991804,0.781362,0.000000,0
6,1790172691666385610,0.992102,0.911441,0.000000,0
7,1790172691667583635,0.992419,0.354153,0.351468,1
8,1790172691667998019,0.992627,0.778118,0.000000,0
9,1790172691668431753,0.991566,0.750410,0.744081,1
10,1790172691668836418,0.992171,0.771463,0.000000,0
11,1790172691669234953,0.992260,0.779442,0.000000,0
12,1790172691669618088,0.992568,0.792489,0.000000,0
13,1790172691670001893,0.992667,0.785051,0.000000,0
14,1790172691670384848,0.992002,0.789878,0.783561,1
15,1790172691670764592,0.992549,0.790400,0.784511,1
16,1790172691671142917,0.992956,0.790037,0.784472,1
17,1790172691672269953,0.992230,0.373440,0.000000,0
18,1790172691672662657,0.992737,0.783334,0.000000,0
19,1790172691673050782,0.992836,0.793559,0.000000,0
20,1790172691673441067,0.992399,0.794965,0.000000,0
21,1790172691673862611,0.992320,0.764758,0.758884,1
22,1790172691674255736,0.992359,0.785765,0.000000,0
23,1790172691674643401,0.992508,0.791792,0.000000,0
24,1790172691675037576,0.992627,0.787142,0.000000,0
25,1790172691675425110,0.992529,0.788553,0.782661,1
26,1790172691675813425,0.992667,0.786529,0.000000,0
27,1790172691676212150,0.991824,0.779200,0.000000,0
28,1790172691676601945,0.992528,0.790028,0.784125,1
29,1790172691676994070,0.992508,0.785255,0.000000,0
30,1790172691677376015,0.992578,0.927475,0.000000,0
31,1790172691677756059,0.992658,0.789792,0.783993,1
32,1790172691678136004,0.992787,0.790384,0.000000,0
33,1790172691678518009,0.992628,0.792933,0.000000,0
34,1790172691678900844,0.992598,0.914527,0.000000,0
35,1790172691679317159,0.992052,0.763878,0.757807,1
36,1790172691680073449,0.992270,0.542557,0.000000,0
37,1790172691680855118,0.992529,0.530773,0.000000,0
38,1790172691681245113,0.992330,0.783875,0.000000,0
39,1790172691681630068,0.992727,0.794798,0.000000,0
40,1790172691682050973,0.992885,0.762802,0.757375,1
41,1790172691682438188,0.992538,0.791602,0.785695,1
42,1790172691682828302,0.992647,0.784604,0.000000,0
43,1790172691683228917,0.992171,0.778741,0.772644,1
44,1790172691683614262,0.992895,0.909237,0.000000,0
45,1790172691684032076,0.992777,0.761827,0.000000,0
46,1790172691684816736,0.991477,0.539193,0.000000,0
47,1790172691685204531,0.992260,0.792362,0.000000,0
48,1790172691685977511,0.992270,0.535769,0.000000,0
49,1790172691686367116,0.992042,0.785522,0.779271,1
50,1790172691686753400,0.992539,0.789073,0.000000,0
51,1790172691687141165,0.992627,0.788402,0.000000,0
