round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1790176851480319934,0.990713,0.555625,0.000000,0
1,1790176851481154043,0.991258,0.532756,0.000000,0
2,1790176851481583408,0.991278,0.791420,0.000000,0
3,1790176851482114100,0.895137,0.991190,0.000000,0
4,1790176851482923050,0.990803,0.668750,0.000000,0
5,1790176851483352264,0.991179,0.766074,0.759317,1
6,1790176851483783658,0.991131,0.777108,0.000000,0
7,1790176851484436490,0.793210,0.990664,0.000000,0
8,1790176851485230049,0.991209,0.896114,0.000000,0
9,1790176851485887871,0.787362,0.991467,0.000000,0
10,1790176851486286635,0.991477,0.839762,0.832604,1
11,1790176851486721180,0.991348,0.762222,0.000000,0
12,1790176851487154654,0.990852,0.764581,0.000000,0
13,1790176851487589438,0.990832,0.762772,0.000000,0
14,1790176851488021242,0.991477,0.894261,0.000000,0
15,1790176851488485806,0.991159,0.737171,0.000000,0
16,1790176851488918220,0.991388,0.762711,0.000000,0
17,1790176851489346705,0.991457,0.775756,0.000000,0
18,1790176851489776729,0.990981,0.768330,0.000000,0
19,1790176851490597768,0.990991,0.517047,0.512389,1
20,1790176851491030573,0.991229,0.897664,0.889791,1
21,1790176851491461497,0.991179,0.764405,0.000000,0
22,1790176851491861172,0.991060,0.787992,0.000000,0
23,1790176851492293546,0.991506,0.893992,0.000000,0
24,1790176851492702960,0.991061,0.779412,0.772445,1
25,1790176851493135045,0.990773,0.760646,0.753628,1
26,1790176863513083357,0.984099,0.364067,0.000000,0
27,1790176863513692189,0.995530,0.977019,0.000000,0
28,1790176863514283842,0.992399,0.974394,0.000000,0
29,1790176863514726316,0.981660,0.872556,0.000000,0
30,1790176863515201549,0.984424,0.818070,0.000000,0
31,1790176863515703063,0.937556,0.990218,0.000000,0
32,1790176863516523272,0.991149,0.554348,0.000000,0
33,1790176863516961046,0.991734,0.770769,0.764399,1
34,1790176863517397160,0.991972,0.766458,0.760305,1
35,1790176863517839334,0.991716,0.760647,0.000000,0
36,1790176863518252229,0.992032,0.776346,0.000000,0
37,1790176863518684383,0.991883,0.758945,0.000000,0
38,1790176863519863068,0.992280,0.361152,0.000000,0
39,1790176863520258942,0.992450,0.928942,0.921928,1
40,1790176863521458557,0.992300,0.642380,0.000000,0
41,1790176863522637481,0.992111,0.365907,0.000000,0
42,1790176863523035486,0.992161,0.790534,0.000000,0
43,1790176863523438930,0.992518,0.781800,0.000000,0
44,1790176863524220230,0.677941,0.992339,0.000000,0
45,1790176863524987620,0.992419,0.780511,0.000000,0
46,1790176863525395234,0.992331,0.778492,0.000000,0
47,1790176863525792579,0.992072,0.791293,0.000000,0
48,1790176863526218344,0.992419,0.773781,0.000000,0
49,1790176863527014083,0.992349,0.529167,0.525118,1
50,1790176863527789383,0.682956,0.991903,0.000000,0
51,1790176863528568213,0.991873,0.566208,0.000000,0
52,1790176863529353262,0.991943,0.535796,0.531479,1
53,1790176863529823436,0.948002,0.992151,0.000000,0
54,1790176863530595426,0.991814,0.575105,0.000000,0
55,1790176866536810209,0.975144,0.531272,0.000000,0
56,1790176866537898815,0.983970,0.463342,0.000000,0
57,1790176866538779473,0.990535,0.546767,0.000000,0
58,1790176866539196777,0.991041,0.822969,0.000000,0
59,1790176866540020157,0.991011,0.545735,0.000000,0
60,1790176866540450451,0.991328,0.776827,0.000000,0
61,1790176866541272780,0.992131,0.742735,0.736890,1
62,1790176866542474954,0.992141,0.414129,0.000000,0
63,1790176866542907878,0.992191,0.766243,0.000000,0
64,1790176866543306293,0.991635,0.918651,0.910967,1
65,1790176866543736877,0.992409,0.888627,0.000000,0
66,1790176866544165502,0.992369,0.760258,0.754457,1
