round,gen_attempts,t_gen_total_ns,gen_rtt_ns,ts_gen_success_ns,ts_swap_ns,swap_to_recv_ns,t_exp_ns,werner,pgen_success_bit,pswap_success_bit
0,1,302952,335136,1789997591487862979,1789997591487784954,78082,0,0.000000,1,0
1,1,175640,214408,1789997591488089887,1789997591488053422,36493,0,0.977018,1,1
2,1,197759,234044,1789997591488342222,1789997591488368112,103097,25890,0.871158,1,1
3,1,168249,199520,1789997591488696669,1789997591488651831,44895,0,0.982072,1,1
4,1,171699,202327,1789997591488914796,1789997591488881751,33073,0,0.974016,1,1
5,1,130431,151782,1789997591489087182,1789997591489053904,33305,0,0.984431,1,1
6,1,181936,203089,1789997591489300543,1789997591489227846,72717,0,0.000000,1,0
7,1,167139,193848,1789997591489498369,1789997591489432425,65964,0,0.980207,1,1
8,1,148060,171508,1789997591489685676,1789997591489653675,32021,0,0.982107,1,1
9,1,159018,190291,1789997591489879400,1789997591489850903,28517,0,0.000000,1,0
10,1,128786,154566,1789997591490052029,1789997591490083029,39727,31000,0.000000,1,0
11,1,127749,151972,1789997591490276606,1789997591490245073,31573,0,0.984137,1,1
12,1,122196,142767,1789997591490432381,1789997591490404237,28165,0,0.000000,1,0
13,1,184808,207443,1789997591490647306,1789997591490601347,45978,0,0.958639,1,1
14,1,190467,216968,1789997591490883146,1789997591490810363,72815,0,0.000000,1,0
15,1,156675,181289,1789997591491088527,1789997591491027471,61075,0,0.000000,1,0
16,1,179433,203714,1789997591491305119,1789997591491244812,60338,0,0.000000,1,0
17,1,156800,182288,1789997591491499034,1789997591491437650,61404,0,0.982408,1,1
18,1,161090,181446,1789997591491698054,1789997591491634624,63451,0,0.000000,1,0
19,1,211264,237024,1789997591491939911,1789997591491855091,84839,0,0.984885,1,1
20,1,149556,178452,1789997591492127886,1789997591492090074,53321,0,0.000000,1,0
21,1,219622,243656,1789997591492392464,1789997591492286737,105753,0,0.976572,1,1
22,1,132330,163043,1789997591492559973,1789997591492530739,29253,0,0.977940,1,1
23,1,158024,175623,1789997591492761342,1789997591492719253,42109,0,0.000000,1,0
24,1,119688,144278,1789997591492907403,1789997591492924306,70562,16903,0.000000,1,0
25,1,142163,175909,1789997591493170660,1789997591493131233,59179,0,0.000000,1,0
26,1,236911,284832,1789997591493453368,1789997591493331074,122400,0,0.000000,1,0
27,1,203068,235404,1789997591493718302,1789997591493624273,94054,0,0.984960,1,1
28,1,127544,154319,1789997591493890946,1789997591493897347,46089,6401,0.950375,1,1
29,1,104128,127459,1789997591494085095,1789997591494090605,54647,5510,0.954231,1,1
30,1,265250,304820,1789997591494469406,1789997591494342963,126484,0,0.000000,1,0
31,1,212224,241567,1789997591494740950,1789997591494648220,92766,0,0.000000,1,0
32,1,181291,209523,1789997591494966282,1789997591494946404,64932,0,0.962155,1,1
33,1,180493,228355,1789997591495219869,1789997591495315207,69046,95338,0.000000,1,0
34,1,193226,216124,1789997591495618335,1789997591495649892,75143,31557,0.000000,1,0
35,1,148605,170094,1789997591495912593,1789997591495876628,35993,0,0.967163,1,1
36,1,123420,148333,1789997591496068875,1789997591496061488,37653,0,0.946687,1,1
37,1,138475,158024,1789997591496246781,1789997591496343512,74659,96731,0.838859,1,1
38,1,196801,220048,1789997591496655898,1789997591496581966,73958,0,0.000000,1,0
39,1,168257,199240,1789997591496860559,1789997591496800352,60235,0,0.983589,1,1
40,1,162733,206504,1789997591497065003,1789997591497016152,48908,0,0.981145,1,1
41,1,192259,230190,1789997591497333123,1789997591497261676,71480,0,0.985561,1,1
42,1,218877,251894,1789997591497608936,1789997591497520446,88509,0,0.972454,1,1
43,1,170247,197218,1789997591497825726,1789997591497758666,67080,0,0.000000,1,0
44,1,114525,133557,1789997591497978896,1789997591497986001,41051,7105,0.000000,1,0
45,1,166259,188107,1789997591498231077,1789997591498161106,69990,0,0.000000,1,0
46,1,117833,146944,1789997591498380910,1789997591498349400,31529,0,0.983485,1,1
47,1,109464,148775,1789997591498530809,1789997591498550230,47444,19421,0.000000,1,0
48,1,186293,207447,1789997591498816668,1789997591498749105,67583,0,0.987615,1,1
49,1,111404,132003,1789997591498959625,1789997591498960973,47037,1348,0.955992,1,1
50,1,173105,238391,1789997591499214769,1789997591499193808,53480,0,0.926709,1,1
51,1,273685,305045,1789997591499574958,1789997591499497384,77609,0,0.979695,1,1
52,1,152073,175639,1789997591499777856,1789997591499768377,115147,0,0.936218,1,1
53,1,172595,211041,1789997591500110662,1789997591500059694,51007,0,0.982783,1,1
54,1,195400,236775,1789997591500362735,1789997591500269059,93759,0,0.987140,1,1
55,1,152350,178700,1789997591500571478,1789997591500507832,63666,0,0.985643,1,1
56,1,189960,215616,1789997591500801835,1789997591500727990,73865,0,0.986702,1,1
