round,gen_attempts,t_gen_total_ns,gen_rtt_ns,ts_gen_success_ns,ts_swap_ns,swap_to_recv_ns,t_exp_ns,werner,pgen_success_bit,pswap_success_bit
0,1,283861,331062,1789997591487871229,1789997591487784954,86330,0,0.000000,1,0
1,1,197296,233308,1789997591488141143,1789997591488053422,87740,0,0.977018,1,1
2,1,273726,314846,1789997591488470464,1789997591488368112,102381,0,0.871158,1,1
3,1,195755,229269,1789997591488726379,1789997591488651831,85259,0,0.982072,1,1
4,1,161356,192073,1789997591488938790,1789997591488881751,68013,0,0.974016,1,1
5,1,114631,135247,1789997591489099940,1789997591489053904,56239,0,0.984431,1,1
6,1,172966,197169,1789997591489303334,1789997591489227846,75515,0,0.000000,1,0
7,1,173762,201572,1789997591489514739,1789997591489432425,82335,0,0.980207,1,1
8,1,167294,204038,1789997591489723474,1789997591489653675,69820,0,0.982107,1,1
9,1,146725,172312,1789997591489917503,1789997591489850903,66622,0,0.000000,1,0
10,1,170316,193837,1789997591490136750,1789997591490083029,53741,0,0.000000,1,0
11,1,129122,151887,1789997591490301713,1789997591490245073,56659,0,0.984137,1,1
12,1,128843,153425,1789997591490464349,1789997591490404237,60132,0,0.000000,1,0
13,1,179899,210356,1789997591490679281,1789997591490601347,77971,0,0.958639,1,1
14,1,167568,198665,1789997591490889101,1789997591490810363,78809,0,0.000000,1,0
15,1,171352,195792,1789997591491104662,1789997591491027471,77211,0,0.000000,1,0
16,1,190564,210359,1789997591491332215,1789997591491244812,87433,0,0.000000,1,0
17,1,154542,173747,1789997591491515664,1789997591491437650,78034,0,0.982408,1,1
18,1,159892,187054,1789997591491703909,1789997591491634624,69332,0,0.000000,1,0
19,1,213554,240204,1789997591491956369,1789997591491855091,101337,0,0.984885,1,1
20,1,164072,190514,1789997591492158414,1789997591492090074,68361,0,0.000000,1,0
21,1,201148,224418,1789997591492405771,1789997591492286737,119074,0,0.976572,1,1
22,1,156202,181995,1789997591492595859,1789997591492530739,65140,0,0.977940,1,1
23,1,155944,179806,1789997591492790400,1789997591492719253,71168,0,0.000000,1,0
24,1,173406,197768,1789997591492997588,1789997591492924306,73334,0,0.000000,1,0
25,1,152633,180302,1789997591493187566,1789997591493131233,56358,0,0.000000,1,0
26,1,196286,241146,1789997591493424889,1789997591493331074,93835,0,0.000000,1,0
27,1,237814,277976,1789997591493729506,1789997591493624273,105326,0,0.984960,1,1
28,1,175439,197711,1789997591493958236,1789997591493897347,60916,0,0.950375,1,1
29,1,175623,214137,1789997591494166338,1789997591494090605,75835,0,0.954231,1,1
30,1,244858,280168,1789997591494459761,1789997591494342963,116888,0,0.000000,1,0
31,1,217069,243923,1789997591494722392,1789997591494648220,98593,0,0.000000,1,0
32,1,255910,318391,1789997591495017136,1789997591494946404,83187,0,0.962155,1,1
