count_index,ts_swap,werner,success_bit
0,1789567776333543003,0.000000,0
1,1789567776333964687,0.000000,0
2,1789567776334373272,0.931000,1
3,1789567776334780897,0.000000,0
4,1789567776335188651,0.931000,1
5,1789567776335596086,0.000000,0
6,1789567776336002840,0.000000,0
7,1789567776336409785,0.931000,1
8,1789567776336817140,0.000000,0
9,1789567776337225654,0.931000,1
10,1789567776337632859,0.931000,1
11,1789567776338039893,0.931000,1
12,1789567776338447298,0.931000,1
13,1789567776338854523,0.931000,1
14,1789567776339262237,0.000000,0
15,1789567776339669472,0.931000,1
16,1789567776340076616,0.931000,1
17,1789567776340484081,0.931000,1
18,1789567776340891186,0.000000,0
19,1789567776341298900,0.000000,0
20,1789567776341705995,0.000000,0
21,1789567776342113150,0.931000,1
22,1789567776342520674,0.931000,1
23,1789567776342927969,0.000000,0
24,1789567776343335183,0.931000,1
25,1789567776343742388,0.931000,1
26,1789567776344149483,0.000000,0
27,1789567776344557187,0.931000,1
28,1789567776344964052,0.931000,1
29,1789567776345372146,0.000000,0
30,1789567776345779601,0.931000,1
31,1789567776346187036,0.000000,0
32,1789567776346594130,0.931000,1
33,1789567776347001185,0.931000,1
34,1789567776347408339,0.000000,0
35,1789567776347815434,0.931000,1
36,1789567776348222539,0.000000,0
37,1789567776348629823,0.000000,0
38,1789567776349037048,0.000000,0
39,1789567776349444873,0.000000,0
40,1789567776349852017,0.931000,1
41,1789567776350259372,0.000000,0
42,1789567776350666466,0.000000,0
43,1789567776351073301,0.000000,0
44,1789567776351480446,0.931000,1
45,1789567776351888180,0.931000,1
46,1789567776352295405,0.931000,1
47,1789567776352702629,0.000000,0
48,1789567776353109704,0.000000,0
49,1789567776353517559,0.931000,1
50,1789567776353927833,0.931000,1
51,1789567776354335428,0.000000,0
52,1789567776354742342,0.000000,0
53,1789567776355149597,0.931000,1
54,1789567776355557092,0.931000,1
55,1789567776355964416,0.000000,0
56,1789567776356371641,0.931000,1
57,1789567776356778745,0.931000,1
58,1789567776357185910,0.000000,0
59,1789567776357593395,0.000000,0
60,1789567776358000759,0.931000,1
61,1789567776358408084,0.000000,0
62,1789567776358815398,0.931000,1
63,1789567776359223193,0.931000,1
64,1789567776359630487,0.000000,0
65,1789567776360037872,0.931000,1
66,1789567776360445007,0.000000,0
67,1789567776360851881,0.931000,1
68,1789567776361259346,0.000000,0
69,1789567776361666450,0.931000,1
70,1789567776362074025,0.000000,0
71,1789567776362481350,0.931000,1
72,1789567776362888624,0.931000,1
73,1789567776363295859,0.000000,0
74,1789567776363702993,0.000000,0
75,1789567776364109818,0.000000,0
76,1789567776364517163,0.931000,1
77,1789567776364924487,0.931000,1
78,1789567776365332362,0.931000,1
79,1789567776365739536,0.931000,1
80,1789567776366146671,0.000000,0
81,1789567776366553986,0.000000,0
82,1789567776366961270,0.931000,1
83,1789567776367368345,0.000000,0
84,1789567776367775579,0.000000,0
85,1789567776368182824,0.000000,0
86,1789567776368589639,0.000000,0
87,1789567776368996693,0.000000,0
88,1789567776369404308,0.000000,0
89,1789567776369811343,0.931000,1
90,1789567776370218717,0.000000,0
91,1789567776370625632,0.931000,1
92,1789567776371032586,0.000000,0
93,1789567776371440081,0.931000,1
94,1789567776371847286,0.931000,1
95,1789567776372254490,0.931000,1
96,1789567776372661625,0.931000,1
97,1789567776373068559,0.000000,0
98,1789567776373476254,0.931000,1
99,1789567776373883299,0.000000,0
100,1789567776374292153,0.931000,1
101,1789567776374699388,0.931000,1
102,1789567776375106692,0.000000,0
103,1789567776375514497,0.000000,0
104,1789567776375921552,0.931000,1
105,1789567776376329246,0.931000,1
106,1789567776376736101,0.000000,0
107,1789567776377143056,0.000000,0
108,1789567776377550520,0.000000,0
109,1789567776377957855,0.000000,0
110,1789567776378365019,0.000000,0
111,1789567776378772144,0.000000,0
112,1789567776379179339,0.931000,1
113,1789567776379586263,0.931000,1
114,1789567776379993088,0.931000,1
115,1789567776380400072,0.000000,0
116,1789567776380806977,0.000000,0
117,1789567776381215192,0.000000,0
118,1789567776381622216,0.931000,1
119,1789567776382028911,0.000000,0
120,1789567776382435985,0.000000,0
121,1789567776382842800,0.000000,0
122,1789567776383249905,0.000000,0
123,1789567776383656739,0.000000,0
124,1789567776384063524,0.931000,1
125,1789567776384470889,0.931000,1
126,1789567776384878003,0.000000,0
127,1789567776385285508,0.931000,1
128,1789567776385692422,0.931000,1
129,1789567776386099357,0.000000,0
130,1789567776386506841,0.931000,1
131,1789567776386913666,0.000000,0
132,1789567776387320631,0.931000,1
133,1789567776387727445,0.931000,1
134,1789567776388134280,0.000000,0
135,1789567776388541544,0.000000,0
136,1789567776388948509,0.000000,0
137,1789567776389356053,0.931000,1
138,1789567776389762898,0.000000,0
139,1789567776390175273,0.000000,0
140,1789567776390582197,0.931000,1
141,1789567776390989202,0.000000,0
142,1789567776391396376,0.000000,0
143,1789567776391803441,0.931000,1
144,1789567776392210776,0.931000,1
145,1789567776392617490,0.000000,0
146,1789567776393024445,0.931000,1
147,1789567776393431819,0.000000,0
148,1789567776393838994,0.000000,0
149,1789567776394246639,0.000000,0
150,1789567776394653833,0.931000,1
151,1789567776395062648,0.000000,0
152,1789567776395470063,0.000000,0
153,1789567776395877217,0.000000,0
154,1789567776396284782,0.000000,0
155,1789567776396691576,0.000000,0
156,1789567776397098491,0.000000,0
157,1789567776397506406,0.000000,0
158,1789567776397913370,0.931000,1
159,1789567776398320865,0.931000,1
160,1789567776398728089,0.931000,1
161,1789567776399135034,0.000000,0
162,1789567776399542519,0.000000,0
163,1789567776399949423,0.931000,1
