count_index,ts_swap,werner,success_bit
0,1789567796305389835,0.931000,1
1,1789567796305802170,0.931000,1
2,1789567796306217785,0.931000,1
3,1789567796306625839,0.931000,1
4,1789567796307032964,0.000000,0
5,1789567796307440318,0.931000,1
6,1789567796307847213,0.000000,0
7,1789567796308253988,0.000000,0
8,1789567796308661402,0.931000,1
9,1789567796309068407,0.931000,1
10,1789567796309476421,0.000000,0
11,1789567796309883296,0.000000,0
12,1789567796310290691,0.000000,0
13,1789567796310697455,0.000000,0
14,1789567796311104460,0.931000,1
15,1789567796311511734,0.931000,1
16,1789567796311918559,0.931000,1
17,1789567796312325604,0.000000,0
18,1789567796312732468,0.000000,0
19,1789567796313139703,0.931000,1
20,1789567796313547418,0.000000,0
21,1789567796313954692,0.000000,0
22,1789567796314361767,0.931000,1
23,1789567796314768581,0.000000,0
24,1789567796315175656,0.931000,1
25,1789567796315582771,0.000000,0
26,1789567796315990165,0.931000,1
27,1789567796316397560,0.000000,0
28,1789567796316805524,0.000000,0
29,1789567796317213089,0.931000,1
30,1789567796317620724,0.000000,0
31,1789567796318027448,0.000000,0
32,1789567796318434503,0.931000,1
33,1789567796318841417,0.931000,1
34,1789567796319248322,0.931000,1
35,1789567796319655687,0.000000,0
36,1789567796320062541,0.931000,1
37,1789567796320469396,0.931000,1
38,1789567796320880030,0.931000,1
39,1789567796321287615,0.931000,1
40,1789567796321694420,0.931000,1
41,1789567796322101284,0.000000,0
42,1789567796322508199,0.931000,1
43,1789567796322914954,0.931000,1
44,1789567796323321948,0.000000,0
45,1789567796323728683,0.931000,1
46,1789567796324135737,0.000000,0
47,1789567796324542952,0.931000,1
48,1789567796324949607,0.931000,1
49,1789567796325357121,0.931000,1
50,1789567796325766726,0.000000,0
51,1789567796326174320,0.000000,0
52,1789567796326581365,0.000000,0
53,1789567796326988540,0.000000,0
54,1789567796327395754,0.931000,1
55,1789567796327802679,0.931000,1
56,1789567796328209674,0.931000,1
57,1789567796328616528,0.931000,1
58,1789567796329023413,0.931000,1
59,1789567796329430847,0.000000,0
60,1789567796329837792,0.931000,1
61,1789567796330244707,0.000000,0
62,1789567796330651691,0.000000,0
63,1789567796331058756,0.000000,0
64,1789567796331465970,0.000000,0
65,1789567796331873025,0.931000,1
66,1789567796332283670,0.931000,1
67,1789567796332691204,0.000000,0
68,1789567796333097859,0.000000,0
69,1789567796333505393,0.931000,1
70,1789567796333912208,0.931000,1
71,1789567796334319283,0.931000,1
72,1789567796334726097,0.931000,1
73,1789567796335132822,0.000000,0
74,1789567796335539787,0.000000,0
75,1789567796335946381,0.000000,0
76,1789567796336353216,0.000000,0
77,1789567796336760310,0.000000,0
78,1789567796337167485,0.931000,1
79,1789567796337574800,0.000000,0
80,1789567796337981504,0.000000,0
81,1789567796338388689,0.000000,0
82,1789567796338795473,0.931000,1
83,1789567796339202258,0.000000,0
84,1789567796339609203,0.931000,1
85,1789567796340016237,0.000000,0
86,1789567796340423322,0.931000,1
87,1789567796340830207,0.000000,0
88,1789567796341237321,0.931000,1
89,1789567796341644346,0.000000,0
90,1789567796342051320,0.000000,0
91,1789567796342458715,0.931000,1
92,1789567796342865720,0.931000,1
93,1789567796343272904,0.931000,1
94,1789567796343680259,0.000000,0
95,1789567796344086983,0.000000,0
96,1789567796344493778,0.931000,1
97,1789567796344900653,0.931000,1
98,1789567796345308137,0.931000,1
99,1789567796345714932,0.000000,0
100,1789567796346123696,0.931000,1
101,1789567796346530721,0.931000,1
102,1789567796346937436,0.000000,0
103,1789567796347344320,0.000000,0
104,1789567796347751395,0.000000,0
105,1789567796348158120,0.931000,1
106,1789567796348565144,0.000000,0
107,1789567796348971989,0.931000,1
108,1789567796349379493,0.000000,0
109,1789567796349786638,0.931000,1
110,1789567796350193742,0.000000,0
111,1789567796350600767,0.000000,0
112,1789567796351007502,0.931000,1
113,1789567796351414616,0.931000,1
114,1789567796351821611,0.000000,0
115,1789567796352228205,0.931000,1
116,1789567796352635580,0.000000,0
117,1789567796353043064,0.000000,0
118,1789567796353450779,0.000000,0
119,1789567796353857674,0.931000,1
120,1789567796354264278,0.931000,1
121,1789567796354671173,0.931000,1
122,1789567796355077997,0.000000,0
123,1789567796355485142,0.931000,1
124,1789567796355891917,0.000000,0
125,1789567796356298991,0.931000,1
126,1789567796356705876,0.000000,0
127,1789567796357112721,0.931000,1
128,1789567796357520355,0.931000,1
129,1789567796357927600,0.931000,1
130,1789567796358335124,0.000000,0
131,1789567796358742099,0.931000,1
132,1789567796359148714,0.000000,0
133,1789567796359555728,0.931000,1
134,1789567796359962563,0.000000,0
135,1789567796360369657,0.000000,0
136,1789567796360776502,0.931000,1
137,1789567796361183207,0.000000,0
138,1789567796361590631,0.931000,1
139,1789567796361997656,0.931000,1
140,1789567796362404801,0.931000,1
141,1789567796362811605,0.931000,1
142,1789567796363218590,0.931000,1
143,1789567796363625634,0.931000,1
144,1789567796364032339,0.000000,0
145,1789567796364439664,0.931000,1
146,1789567796364846598,0.000000,0
147,1789567796365254013,0.931000,1
148,1789567796365661197,0.000000,0
149,1789567796366068432,0.931000,1
150,1789567796366475617,0.000000,0
151,1789567796366884381,0.931000,1
152,1789567796367291706,0.000000,0
153,1789567796367698350,0.000000,0
154,1789567796368105305,0.000000,0
155,1789567796368512330,0.931000,1
156,1789567796368918934,0.000000,0
157,1789567796369326409,0.931000,1
158,1789567796369733574,0.931000,1
159,1789567796370140248,0.000000,0
160,1789567796370547243,0.000000,0
161,1789567796370954007,0.000000,0
162,1789567796371361212,0.000000,0
163,1789567796371768067,0.000000,0
164,1789567796372174911,0.000000,0
165,1789567796372582136,0.000000,0
166,1789567796372988860,0.000000,0
167,1789567796373396435,0.931000,1
168,1789567796373803140,0.000000,0
169,1789567796374209834,0.000000,0
170,1789567796374617039,0.931000,1
171,1789567796375023974,0.931000,1
172,1789567796375430838,0.931000,1
173,1789567796375837723,0.000000,0
174,1789567796376244787,0.000000,0
175,1789567796376651742,0.000000,0
176,1789567796377058927,0.931000,1
177,1789567796377466211,0.931000,1
178,1789567796377873466,0.931000,1
179,1789567796378284380,0.000000,0
180,1789567796378691335,0.931000,1
181,1789567796379098219,0.000000,0
182,1789567796379505424,0.931000,1
183,1789567796379912169,0.931000,1
184,1789567796380319403,0.000000,0
185,1789567796380726178,0.931000,1
186,1789567796381133092,0.931000,1
187,1789567796381540397,0.931000,1
188,1789567796381947211,0.931000,1
189,1789567796382354196,0.000000,0
190,1789567796382761331,0.000000,0
191,1789567796383168385,0.000000,0
192,1789567796383575320,0.000000,0
193,1789567796383982055,0.000000,0
194,1789567796384389299,0.931000,1
195,1789567796384799344,0.000000,0
196,1789567796385206678,0.000000,0
197,1789567796385613763,0.931000,1
198,1789567796386020948,0.931000,1
199,1789567796386427912,0.931000,1
200,1789567796386834977,0.000000,0
201,1789567796387241861,0.931000,1
202,1789567796387650396,0.931000,1
203,1789567796388057431,0.000000,0
204,1789567796388464465,0.000000,0
205,1789567796388871630,0.931000,1
206,1789567796389287084,0.931000,1
207,1789567796389693829,0.000000,0
208,1789567796390100514,0.000000,0
209,1789567796390507398,0.000000,0
210,1789567796390914163,0.931000,1
211,1789567796391321337,0.931000,1
212,1789567796391728202,0.000000,0
213,1789567796392135107,0.931000,1
214,1789567796392541951,0.000000,0
215,1789567796392948776,0.931000,1
216,1789567796393356111,0.000000,0
217,1789567796393763165,0.000000,0
218,1789567796394169790,0.000000,0
219,1789567796394576954,0.000000,0
220,1789567796394983699,0.000000,0
221,1789567796395390664,0.931000,1
222,1789567796395797678,0.000000,0
223,1789567796396204433,0.931000,1
224,1789567796396611417,0.000000,0
225,1789567796397018172,0.931000,1
226,1789567796397425547,0.931000,1
227,1789567796397832411,0.000000,0
228,1789567796398239026,0.000000,0
229,1789567796398646311,0.931000,1
230,1789567796399053145,0.000000,0
231,1789567796399460290,0.931000,1
232,1789567796399867214,0.000000,0
233,1789567796400274029,0.931000,1
234,1789567796400681034,0.000000,0
235,1789567796401087868,0.931000,1
236,1789567796401495443,0.000000,0
237,1789567796401902307,0.931000,1
238,1789567796402309852,0.000000,0
239,1789567796402716497,0.931000,1
240,1789567796403123391,0.000000,0
241,1789567796403530526,0.931000,1
242,1789567796403937520,0.931000,1
243,1789567796404345125,0.931000,1
244,1789567796404751940,0.000000,0
245,1789567796405159004,0.931000,1
246,1789567796405566689,0.931000,1
247,1789567796405973793,0.000000,0
248,1789567796406380908,0.000000,0
249,1789567796406787623,0.931000,1
250,1789567796407194577,0.931000,1
251,1789567796407601662,0.000000,0
252,1789567796408008546,0.000000,0
253,1789567796408415541,0.000000,0
254,1789567796408824105,0.000000,0
255,1789567796409231540,0.931000,1
256,1789567796409638825,0.931000,1
257,1789567796410045609,0.931000,1
258,1789567796410452644,0.931000,1
259,1789567796410859298,0.000000,0
260,1789567796411266163,0.000000,0
261,1789567796411673188,0.931000,1
262,1789567796412080272,0.931000,1
263,1789567796412487267,0.000000,0
264,1789567796412894351,0.931000,1
265,1789567796413301586,0.000000,0
266,1789567796413708451,0.000000,0
267,1789567796414115435,0.000000,0
268,1789567796414522670,0.931000,1
269,1789567796414929485,0.000000,0
270,1789567796415337029,0.000000,0
271,1789567796415744084,0.000000,0
272,1789567796416151208,0.000000,0
273,1789567796416558563,0.931000,1
274,1789567796416965588,0.931000,1
275,1789567796417373112,0.931000,1
276,1789567796417780177,0.000000,0
277,1789567796418187081,0.000000,0
278,1789567796418594316,0.931000,1
279,1789567796419001301,0.000000,0
280,1789567796419408315,0.931000,1
281,1789567796419815020,0.931000,1
282,1789567796420221965,0.931000,1
283,1789567796420628899,0.000000,0
284,1789567796421035634,0.000000,0
