sample_idx,t1_ns,t2_ns,t3_ns,t4_ns,master_to_slave_ns,slave_to_master_ns,offset_ns,path_delay_ns,t2_kernel_timestamp,t4_kernel_timestamp,used_for_offset,used_for_best_path,clock_sync_method,clock_sync_protocol,clock_sync_kernel_timestamp,clock_sync_kernel_timestamp_received,clock_sync_kernel_timestamp_fallback,clock_sync_t2_kernel_timestamp_received,clock_sync_t2_kernel_timestamp_fallback,clock_sync_t4_kernel_timestamp_received,clock_sync_t4_kernel_timestamp_fallback,clock_offset_final_ns,clock_offset_mean_ns,clock_offset_median_ns,clock_offset_best_path_median_ns,clock_offset_std_ns,clock_offset_mad_ns,clock_sync_path_delay_final_ns,clock_sync_path_delay_mean_ns,clock_sync_path_delay_min_ns,clock_sync_path_delay_median_ns,clock_sync_path_delay_p95_ns,clock_sync_path_delay_best_median_ns
1,1782212031786935236,1782212028006372525,1782212028006524132,1782212031787653851,-3780562711,3781129719,3780846215,283504,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780868559,3780852082,3780846470,3780868559,13605.252342,6419,181131,198269,172891,202871,213596,181131
2,1782212031787678251,1782212028007097041,1782212028007237549,1782212031788349065,-3780581210,3781111516,3780846363,265153,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780868559,3780852082,3780846470,3780868559,13605.252342,6419,181131,198269,172891,202871,213596,181131
3,1782212031788371895,1782212028007808738,1782212028007954135,1782212031789032410,-3780563157,3781078275,3780820716,257559,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780868559,3780852082,3780846470,3780868559,13605.252342,6419,181131,198269,172891,202871,213596,181131
4,1782212031789057070,1782212028008425745,1782212028008511074,1782212031789585153,-3780631325,3781074079,3780852702,221377,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780868559,3780852082,3780846470,3780868559,13605.252342,6419,181131,198269,172891,202871,213596,181131
5,1782212031789606323,1782212028008992544,1782212028009019254,1782212031790076777,-3780613779,3781057523,3780835651,221872,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780868559,3780852082,3780846470,3780868559,13605.252342,6419,181131,198269,172891,202871,213596,181131
6,1782212031790097367,1782212028009441025,1782212028009509604,1782212031790565819,-3780656342,3781056215,3780856278,199936,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780868559,3780852082,3780846470,3780868559,13605.252342,6419,181131,198269,172891,202871,213596,181131
7,1782212031790587979,1782212028009962695,1782212028009978985,1782212031791031962,-3780625284,3781052977,3780839130,213846,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780868559,3780852082,3780846470,3780868559,13605.252342,6419,181131,198269,172891,202871,213596,181131
8,1782212031791052943,1782212028010354408,1782212028010417427,1782212031791493215,-3780698535,3781075788,3780887161,188626,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780868559,3780852082,3780846470,3780868559,13605.252342,6419,181131,198269,172891,202871,213596,181131
9,1782212031791515325,1782212028010887168,1782212028010901757,1782212031791965328,-3780628157,3781063571,3780845864,217707,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780868559,3780852082,3780846470,3780868559,13605.252342,6419,181131,198269,172891,202871,213596,181131
10,1782212031791988988,1782212028011302829,1782212028011368778,1782212031792423431,-3780686159,3781054653,3780870406,184247,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780868559,3780852082,3780846470,3780868559,13605.252342,6419,181131,198269,172891,202871,213596,181131
11,1782212031792444162,1782212028011807859,1782212028011816049,1782212031792865634,-3780636303,3781049585,3780842944,206641,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780868559,3780852082,3780846470,3780868559,13605.252342,6419,181131,198269,172891,202871,213596,181131
12,1782212031792886694,1782212028012186912,1782212028012217111,1782212031793267286,-3780699782,3781050175,3780874978,175196,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780868559,3780852082,3780846470,3780868559,13605.252342,6419,181131,198269,172891,202871,213596,181131
13,1782212031793287736,1782212028012659783,1782212028012667172,1782212031793716209,-3780627953,3781049037,3780838495,210542,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780868559,3780852082,3780846470,3780868559,13605.252342,6419,181131,198269,172891,202871,213596,181131
