sample_idx,t1_ns,t2_ns,t3_ns,t4_ns,master_to_slave_ns,slave_to_master_ns,offset_ns,path_delay_ns,t2_kernel_timestamp,t4_kernel_timestamp,used_for_offset,used_for_best_path,clock_sync_method,clock_sync_protocol,clock_sync_kernel_timestamp,clock_sync_kernel_timestamp_received,clock_sync_kernel_timestamp_fallback,clock_sync_t2_kernel_timestamp_received,clock_sync_t2_kernel_timestamp_fallback,clock_sync_t4_kernel_timestamp_received,clock_sync_t4_kernel_timestamp_fallback,clock_offset_final_ns,clock_offset_mean_ns,clock_offset_median_ns,clock_offset_best_path_median_ns,clock_offset_std_ns,clock_offset_mad_ns,clock_sync_path_delay_final_ns,clock_sync_path_delay_mean_ns,clock_sync_path_delay_min_ns,clock_sync_path_delay_median_ns,clock_sync_path_delay_p95_ns,clock_sync_path_delay_best_median_ns
1,1782212083702828796,1782212079922179557,1782212079922354604,1782212083703523591,-3780649239,3781168987,3780909113,259874,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780911918,3780913202,3780910735,3780911918,14763.421112,8793,199001,199635,167831,201427,214147,199001
2,1782212083703545321,1782212079922821725,1782212079922902753,1782212083704046044,-3780723596,3781143291,3780933443,209847,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780911918,3780913202,3780910735,3780911918,14763.421112,8793,199001,199635,167831,201427,214147,199001
3,1782212083704068524,1782212079923338564,1782212079923406633,1782212083704528658,-3780729960,3781122025,3780925992,196032,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780911918,3780913202,3780910735,3780911918,14763.421112,8793,199001,199635,167831,201427,214147,199001
4,1782212083704550678,1782212079923847935,1782212079923863195,1782212083704981040,-3780702743,3781117845,3780910294,207551,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780911918,3780913202,3780910735,3780911918,14763.421112,8793,199001,199635,167831,201427,214147,199001
5,1782212083705002190,1782212079924291676,1782212079924299806,1782212083705414243,-3780710514,3781114437,3780912475,201961,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780911918,3780913202,3780910735,3780911918,14763.421112,8793,199001,199635,167831,201427,214147,199001
6,1782212083705433453,1782212079924684839,1782212079924716658,1782212083705829186,-3780748614,3781112528,3780930571,181957,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780911918,3780913202,3780910735,3780911918,14763.421112,8793,199001,199635,167831,201427,214147,199001
7,1782212083705848516,1782212079925157099,1782212079925163619,1782212083706278298,-3780691417,3781114679,3780903048,211631,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780911918,3780913202,3780910735,3780911918,14763.421112,8793,199001,199635,167831,201427,214147,199001
8,1782212083706301788,1782212079925608230,1782212079925614340,1782212083706729932,-3780693558,3781115592,3780904575,211017,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780911918,3780913202,3780910735,3780911918,14763.421112,8793,199001,199635,167831,201427,214147,199001
9,1782212083706750012,1782212079926038362,1782212079926044111,1782212083707154664,-3780711650,3781110553,3780911101,199451,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780911918,3780913202,3780910735,3780911918,14763.421112,8793,199001,199635,167831,201427,214147,199001
10,1782212083707174144,1782212079926463393,1782212079926469443,1782212083707579956,-3780710751,3781110513,3780910632,199881,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780911918,3780913202,3780910735,3780911918,14763.421112,8793,199001,199635,167831,201427,214147,199001
