sample_idx,t1_ns,t2_ns,t3_ns,t4_ns,master_to_slave_ns,slave_to_master_ns,offset_ns,path_delay_ns,t2_kernel_timestamp,t4_kernel_timestamp,used_for_offset,used_for_best_path,clock_sync_method,clock_sync_protocol,clock_sync_kernel_timestamp,clock_sync_kernel_timestamp_received,clock_sync_kernel_timestamp_fallback,clock_sync_t2_kernel_timestamp_received,clock_sync_t2_kernel_timestamp_fallback,clock_sync_t4_kernel_timestamp_received,clock_sync_t4_kernel_timestamp_fallback,clock_offset_final_ns,clock_offset_mean_ns,clock_offset_median_ns,clock_offset_best_path_median_ns,clock_offset_std_ns,clock_offset_mad_ns,clock_sync_path_delay_final_ns,clock_sync_path_delay_mean_ns,clock_sync_path_delay_min_ns,clock_sync_path_delay_median_ns,clock_sync_path_delay_p95_ns,clock_sync_path_delay_best_median_ns
1,1782212055470392401,1782212051689764317,1782212051689901464,1782212055471066315,-3780628084,3781164851,3780896467,268383,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780876599,3780877509,3780874762,3780876599,14690.274840,8918,200616,201213,170611,203386,216411,200616
2,1782212055471087295,1782212051690422204,1782212051690493112,1782212055471601509,-3780665091,3781108397,3780886744,221653,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780876599,3780877509,3780874762,3780876599,14690.274840,8918,200616,201213,170611,203386,216411,200616
3,1782212055471623039,1782212051690977243,1782212051691001962,1782212055472113571,-3780645796,3781111609,3780878702,232906,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780876599,3780877509,3780874762,3780876599,14690.274840,8918,200616,201213,170611,203386,216411,200616
4,1782212055472135282,1782212051691454954,1782212051691521793,1782212055472622325,-3780680328,3781100532,3780890430,210102,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780876599,3780877509,3780874762,3780876599,14690.274840,8918,200616,201213,170611,203386,216411,200616
5,1782212055472642965,1782212051691981584,1782212051691992564,1782212055473076578,-3780661381,3781084014,3780872697,211316,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780876599,3780877509,3780874762,3780876599,14690.274840,8918,200616,201213,170611,203386,216411,200616
6,1782212055473098488,1782212051692380936,1782212051692445935,1782212055473532420,-3780717552,3781086485,3780902018,184466,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780876599,3780877509,3780874762,3780876599,14690.274840,8918,200616,201213,170611,203386,216411,200616
7,1782212055473553701,1782212051692896436,1782212051692907475,1782212055473992104,-3780657265,3781084629,3780870947,213682,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780876599,3780877509,3780874762,3780876599,14690.274840,8918,200616,201213,170611,203386,216411,200616
8,1782212055474013354,1782212051693355937,1782212051693366606,1782212055474448926,-3780657417,3781082320,3780869868,212451,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780876599,3780877509,3780874762,3780876599,14690.274840,8918,200616,201213,170611,203386,216411,200616
9,1782212055474469866,1782212051693797348,1782212051693804728,1782212055474881760,-3780672518,3781077032,3780874775,202257,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780876599,3780877509,3780874762,3780876599,14690.274840,8918,200616,201213,170611,203386,216411,200616
10,1782212055474904310,1782212051694229430,1782212051694235920,1782212055475311322,-3780674880,3781075402,3780875141,200261,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780876599,3780877509,3780874762,3780876599,14690.274840,8918,200616,201213,170611,203386,216411,200616
11,1782212055475332712,1782212051694603333,1782212051694628852,1782212055475705764,-3780729379,3781076912,3780903145,173766,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780876599,3780877509,3780874762,3780876599,14690.274840,8918,200616,201213,170611,203386,216411,200616
12,1782212055475726054,1782212051695067304,1782212051695073564,1782212055476151188,-3780658750,3781077624,3780868187,209437,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780876599,3780877509,3780874762,3780876599,14690.274840,8918,200616,201213,170611,203386,216411,200616
13,1782212055476172428,1782212051695520985,1782212051695537684,1782212055476619240,-3780651443,3781081556,3780866499,215056,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,3780876599,3780877509,3780874762,3780876599,14690.274840,8918,200616,201213,170611,203386,216411,200616
