round,gen_attempts,t_gen_total_ns,gen_rtt_ns,ts_gen_success_ns,ts_swap_ns,swap_to_recv_ns,t_exp_ns,werner,pgen_success_bit,pswap_success_bit
0,1,1747861,1986760,1789997641924632849,1789997641924769999,266493,137150,0.000000,1,0
1,1,1017931,1201840,1789997641926159190,1789997641925783036,376207,0,0.960712,1,1
2,1,628810,753134,1789997641927006777,1789997641926747189,259717,0,0.000000,1,0
3,1,446623,615762,1789997641927610321,1789997641927696646,150820,86325,0.000000,1,0
4,1,543060,609295,1789997641928456594,1789997641928413933,418878,0,0.000000,1,0
5,1,596229,636271,1789997641929772329,1789997641929562444,209918,0,0.970881,1,1
6,1,907457,1062197,1789997641930752340,1789997641930323869,428500,0,0.000000,1,0
7,1,458679,527805,1789997641931382442,1789997641931145704,236774,0,0.916112,1,1
8,1,337028,391085,1789997641931803949,1789997641931661361,142633,0,0.000000,1,0
9,1,1538854,1581130,1789997641933412311,1789997641932049729,1362608,0,0.000000,1,0
10,1,523703,559020,1789997641933993422,1789997641933641224,352228,0,0.982860,1,1
11,1,421024,489402,1789997641934463697,1789997641934324632,139085,0,0.000000,1,0
12,1,1074869,1150276,1789997641935619110,1789997641935521951,97191,0,0.000000,1,0
13,1,1921346,1992283,1789997641937628016,1789997641937491085,136951,0,0.000000,1,0
14,1,703692,752160,1789997641938414309,1789997641938305259,109110,0,0.000000,1,0
15,1,254230,289402,1789997641938739223,1789997641938690045,60431,0,0.000000,1,0
16,1,542079,577959,1789997641939331525,1789997641939220784,110795,0,0.000000,1,0
17,1,300378,348497,1789997641939683752,1789997641939618351,65421,0,0.000000,1,0
18,1,496854,595839,1789997641940241965,1789997641940124050,117934,0,0.984728,1,1
19,1,598965,666228,1789997641940951736,1789997641940524648,427108,0,0.984757,1,1
20,1,374067,492402,1789997641941405231,1789997641941237342,167921,0,0.000000,1,0
