count_idx,send_a_block_ns,send_b_block_ns,send_gap_ab_ns
1,5656,5553,7450
2,3820,2479,4497
3,2396,2215,2846
4,2370,2253,2752
5,2140,2405,2523
6,2462,3176,2830
7,2470,2306,2831
8,2302,2263,2687
9,2329,2301,2696
10,2197,2226,2577
11,2537,2253,2895
12,2101,3115,2477
13,2423,2274,2787
14,2342,2301,2700
15,2418,2284,2763
16,2336,2169,2673
17,5279,2175,5626
18,2167,2161,2564
19,2223,2143,2599
20,2223,2214,2617
21,2808,2457,3197
22,2088,2211,2482
23,2186,2462,2592
24,2260,2130,2645
25,3980,2363,4377
26,2405,2292,2830
27,2365,2831,2848
28,2371,2314,3147
29,2375,2451,2841
30,2180,2272,2798
31,2242,2314,2710
32,2353,2283,2890
33,2387,2273,2881
34,3250,2444,4143
35,2263,3755,2677
36,2502,2325,2881
37,2490,2895,2875
38,2437,2369,2821
39,2211,2286,2621
40,2737,2504,3124
41,2216,2239,2717
42,2233,2127,2617
43,2087,2440,2510
44,2335,2335,2737
45,2243,2323,2648
46,2153,15403,2555
47,2290,2266,2689
48,2178,2185,2553
49,2113,2289,2505
50,2565,2406,2962
51,2345,2517,2726
52,2220,3176,2592
53,2238,2462,2653
54,2183,2334,2554
55,2495,2315,2872
56,2165,2795,2550
57,2199,2275,2576
58,2130,2198,2505
59,2111,2208,2514
60,2261,2194,2635
61,2202,2618,2586
62,2148,2876,2527
63,2346,2439,2724
64,2265,10930,2638
65,2452,2272,2837
66,2288,2230,2688
67,2254,2455,2636
68,2890,2440,3279
69,2403,2246,2821
70,2250,2501,2644
71,2152,2215,2535
72,2158,3041,2532
73,2197,2868,2654
74,2194,2380,2570
75,8154,2389,8539
76,2121,2170,2505
77,2273,2135,2663
78,2198,2250,2613
79,2143,2182,2528
80,2194,2165,2575
81,2107,2227,2516
82,178620,5209,184510
83,2500,2602,3049
84,5522,2453,5901
85,2205,2302,2597
86,2218,2191,2599
87,2105,5543,2477
88,2205,2195,2619
89,2143,2235,2529
90,2255,2226,2626
91,2143,2169,2536
92,2147,2176,2517
93,2339,2232,2709
94,3377,3474,4046
95,3298,3194,3859
96,3397,3546,3994
97,3313,3119,3871
98,3419,2899,3970
99,3293,2996,3834
100,7005,3437,7660
101,3145,2976,3795
102,3153,3012,3659
103,3369,3687,3909
104,3294,3121,3848
105,2895,155921,3569
106,4245,2714,5308
107,2506,2345,3061
108,2340,2283,2852
109,2998,2322,3424
110,2265,2286,2652
111,2299,2336,2760
112,286583,12557,292071
113,3796,4313,4598
114,3324,3408,4063
115,3257,3395,3940
116,3402,3566,4068
117,3067,3420,3662
118,3265,3509,3967
119,3461,3470,4141
120,3245,3273,3955
121,3343,10891,4093
122,3258,3341,3964
123,3286,3325,3885
124,3307,3473,4007
125,6896,3414,7679
126,3277,3598,3869
127,3317,3558,4040
128,3330,3363,4020
129,3119,3831,3928
130,3199,3491,3866
131,3343,3369,4078
132,3375,3334,4116
133,3115,3325,3778
134,3136,3791,3848
135,3267,3681,3927
136,3256,3275,3988
