sample_idx,t1_ns,t2_ns,t3_ns,t4_ns,master_to_slave_ns,slave_to_master_ns,offset_ns,path_delay_ns,t2_kernel_timestamp,t4_kernel_timestamp,used_for_offset,used_for_best_path,clock_sync_method,clock_sync_protocol,clock_sync_kernel_timestamp,clock_sync_kernel_timestamp_received,clock_sync_kernel_timestamp_fallback,clock_sync_t2_kernel_timestamp_received,clock_sync_t2_kernel_timestamp_fallback,clock_sync_t4_kernel_timestamp_received,clock_sync_t4_kernel_timestamp_fallback,clock_offset_final_ns,clock_offset_mean_ns,clock_offset_median_ns,clock_offset_best_path_median_ns,clock_offset_std_ns,clock_offset_mad_ns,clock_sync_path_delay_final_ns,clock_sync_path_delay_mean_ns,clock_sync_path_delay_min_ns,clock_sync_path_delay_median_ns,clock_sync_path_delay_p95_ns,clock_sync_path_delay_best_median_ns,clock_sync_negative_or_suspicious,sync_quality
1,1780653855833475631,1780653855833483138,1780653855833548909,1780653855833559976,7507,11067,1780,9287,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-31,122,-24,-31,573.881044,29,2116,2429,1952,2154,3904,2116,0,ok
2,1780653855833619821,1780653855833623046,1780653855833643257,1780653855833646933,3225,3676,225,3450,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-31,122,-24,-31,573.881044,29,2116,2429,1952,2154,3904,2116,0,ok
3,1780653855833678210,1780653855833680749,1780653855833692831,1780653855833695400,2539,2569,15,2554,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-31,122,-24,-31,573.881044,29,2116,2429,1952,2154,3904,2116,0,ok
4,1780653855833724532,1780653855833726932,1780653855833738131,1780653855833740551,2400,2420,10,2410,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-31,122,-24,-31,573.881044,29,2116,2429,1952,2154,3904,2116,0,ok
5,1780653855833769719,1780653855833772217,1780653855833784293,1780653855833786775,2498,2482,-8,2490,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-31,122,-24,-31,573.881044,29,2116,2429,1952,2154,3904,2116,0,ok
6,1780653855833818328,1780653855833820439,1780653855833831483,1780653855833833622,2111,2139,14,2125,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-31,122,-24,-31,573.881044,29,2116,2429,1952,2154,3904,2116,0,ok
7,1780653855833859538,1780653855833861738,1780653855833871762,1780653855833873855,2200,2093,-54,2146,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-31,122,-24,-31,573.881044,29,2116,2429,1952,2154,3904,2116,0,ok
8,1780653855833899715,1780653855833901940,1780653855833911998,1780653855833925543,2225,13545,5660,7885,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-31,122,-24,-31,573.881044,29,2116,2429,1952,2154,3904,2116,0,ok
9,1780653855833951897,1780653855833954021,1780653855833968470,1780653855833970851,2124,2381,128,2252,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-31,122,-24,-31,573.881044,29,2116,2429,1952,2154,3904,2116,0,ok
10,1780653855833999747,1780653855834002188,1780653855834014411,1780653855834016818,2441,2407,-17,2424,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-31,122,-24,-31,573.881044,29,2116,2429,1952,2154,3904,2116,0,ok
11,1780653855834045278,1780653855834047668,1780653855834059252,1780653855834061665,2390,2413,11,2401,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-31,122,-24,-31,573.881044,29,2116,2429,1952,2154,3904,2116,0,ok
12,1780653855834090156,1780653855834092532,1780653855834104409,1780653855834106744,2376,2335,-21,2355,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-31,122,-24,-31,573.881044,29,2116,2429,1952,2154,3904,2116,0,ok
13,1780653855834135396,1780653855834137762,1780653855834149579,1780653855834151815,2366,2236,-65,2301,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-31,122,-24,-31,573.881044,29,2116,2429,1952,2154,3904,2116,0,ok
14,1780653855834181016,1780653855834183410,1780653855834195435,1780653855834197788,2394,2353,-21,2373,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-31,122,-24,-31,573.881044,29,2116,2429,1952,2154,3904,2116,0,ok
15,1780653855834226436,1780653855834228782,1780653855834240639,1780653855834242935,2346,2296,-25,2321,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-31,122,-24,-31,573.881044,29,2116,2429,1952,2154,3904,2116,0,ok
16,1780653855834273921,1780653855834276063,1780653855834286910,1780653855834289102,2142,2192,25,2167,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-31,122,-24,-31,573.881044,29,2116,2429,1952,2154,3904,2116,0,ok
17,1780653855834315018,1780653855834317131,1780653855834327684,1780653855834329892,2113,2208,47,2160,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-31,122,-24,-31,573.881044,29,2116,2429,1952,2154,3904,2116,0,ok
18,1780653855834355341,1780653855834357506,1780653855834368482,1780653855834370685,2165,2203,19,2184,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-31,122,-24,-31,573.881044,29,2116,2429,1952,2154,3904,2116,0,ok
19,1780653855834396323,1780653855834398505,1780653855834409387,1780653855834411415,2182,2028,-77,2105,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-31,122,-24,-31,573.881044,29,2116,2429,1952,2154,3904,2116,0,ok
