count_index,emit_ts_ns,rtt_ns,e2r_ns,werner,success_bit
50,1785326654239791930,389933,160431,0.881421,1
51,1785326654240184303,392262,164915,0.878373,0
52,1785326654240578505,384662,161681,0.880570,0
53,1785326654240965147,382942,158877,0.882481,0
54,1785326654241349769,383622,157813,0.883208,1
55,1785326654241735171,393212,167848,0.876386,1
56,1785326654242130483,390832,160064,0.881671,0
57,1785326654242522945,382883,158249,0.882910,1
58,1785326654242907568,386782,161054,0.880997,0
59,1785326654243296570,381242,156220,0.884297,1
60,1785326654243679772,394842,171855,0.873681,0
61,1785326654244076634,381222,157931,0.883127,0
62,1785326654244459606,379432,156397,0.884176,0
63,1785326654244841178,383352,159153,0.882293,0
64,1785326654245226190,389222,165669,0.877861,1
65,1785326654245617002,379392,157755,0.883247,0
66,1785326654245997934,379672,159661,0.881946,0
67,1785326654246379636,379332,156707,0.883964,0
68,1785326654246760678,385632,163802,0.879128,0
69,1785326654247147900,384442,159788,0.881860,1
70,1785326654247534002,381773,159734,0.881896,1
71,1785326654247917455,383352,159819,0.881838,0
72,1785326654248302697,379672,156965,0.883787,0
73,1785326654248684139,379352,156701,0.883968,1
74,1785326654249065131,381432,157827,0.883198,0
75,1785326654249458403,379862,156172,0.884330,0
76,1785326654249840045,380382,157918,0.883136,1
77,1785326654250222037,380612,158054,0.883043,0
78,1785326654250604449,380062,156760,0.883927,0
79,1785326654250986261,382502,159536,0.882031,0
80,1785326654251370733,386933,163122,0.879590,0
81,1785326654251759176,383302,160207,0.881574,1
82,1785326654252144168,382642,155833,0.884562,0
83,1785326654252529020,374062,154998,0.885134,1
84,1785326654252904912,372842,155555,0.884752,0
85,1785326654253279524,372292,153871,0.885906,0
86,1785326654253653306,370012,154057,0.885779,0
87,1785326654254024818,367502,152453,0.886879,0
88,1785326654254393740,375862,153650,0.886058,0
89,1785326654254771112,374222,155596,0.884724,0
90,1785326654255147014,376302,152702,0.886708,0
91,1785326654255525166,387382,161548,0.880661,0
92,1785326654255914558,384023,161743,0.880528,0
93,1785326654256300611,382322,159168,0.882282,0
94,1785326654256685003,380402,158224,0.882927,1
95,1785326654257067155,379782,157720,0.883271,0
96,1785326654257448547,384652,162876,0.879757,0
97,1785326654257834689,383962,161852,0.880454,1
98,1785326654258221201,380252,156598,0.884038,1
99,1785326654258603713,379132,157693,0.883290,0
100,1785326654258984585,381602,158519,0.882725,1
101,1785326654259367787,379792,157385,0.883500,0
102,1785326654259749269,386223,163601,0.879265,1
103,1785326654260137252,382422,156946,0.883800,0
104,1785326654260521354,383202,159522,0.882041,0
105,1785326654260906196,381042,158378,0.882822,0
106,1785326654261288858,382622,157004,0.883761,1
107,1785326654261673320,379602,157609,0.883347,0
108,1785326654262054882,383612,160265,0.881534,1
109,1785326654262440054,380602,157521,0.883407,1
110,1785326654262822606,380762,158397,0.882809,1
111,1785326654263204938,379372,156373,0.884192,1
