count_index,s2r_ns,r2a_ns,total_ns,werner,inter_success_gap
53,149631,770,150401,0.888821,0
57,150733,770,151503,0.888062,4
58,150109,720,150829,0.888491,1
59,151934,740,152674,0.887236,1
61,148534,810,149344,0.889577,2
69,148517,750,149267,0.889588,8
72,146884,670,147554,0.890715,3
73,150310,770,151080,0.888353,1
84,148388,820,149208,0.889677,11
88,149991,750,150741,0.888573,4
95,146758,650,147408,0.890802,7
98,147085,710,147795,0.890576,3
100,149545,750,150295,0.888880,2
107,147483,720,148203,0.890302,7
109,148544,720,149264,0.889570,2
111,149605,670,150275,0.888838,2
114,147841,670,148511,0.890055,3
115,150386,700,151086,0.888301,1
120,149164,690,149854,0.889142,5
123,148499,670,149169,0.889601,3
126,148076,790,148866,0.889892,3
128,149367,730,150097,0.889002,2
130,150018,760,150778,0.888554,2
131,151212,640,151852,0.887732,1
133,148414,810,149224,0.889659,2
134,146359,660,147019,0.891078,1
136,148720,750,149470,0.889448,2
139,148986,730,149716,0.889265,3
143,148198,730,148928,0.889808,4
148,148296,780,149076,0.889741,5
151,148123,710,148833,0.889860,3
152,149138,670,149808,0.889160,1
157,145926,740,146666,0.891377,5
164,147454,879,148333,0.890322,7
169,151270,670,151940,0.887692,5
170,148676,770,149446,0.889479,1
171,156241,810,157051,0.884282,1
172,148076,680,148756,0.889892,1
173,147032,700,147732,0.890613,1
175,146112,680,146792,0.891249,2
178,146959,690,147649,0.890663,3
179,149024,800,149824,0.889239,1
182,149641,690,150331,0.888814,3
193,148378,660,149038,0.889684,11
197,147629,690,148319,0.890201,4
198,146454,780,147234,0.891012,1
199,147269,740,148009,0.890449,1
202,147626,770,148396,0.890203,3
203,148061,720,148781,0.889903,1
206,147578,700,148278,0.890236,3
212,149009,750,149759,0.889249,6
215,146335,750,147085,0.891095,3
219,145728,610,146338,0.891514,4
223,145548,690,146238,0.891639,4
224,146764,650,147414,0.890798,1
227,145661,640,146301,0.891561,3
228,142257,710,142967,0.893919,1
229,140463,620,141083,0.895165,1
232,149320,890,150210,0.889035,3
234,145560,710,146270,0.891630,2
238,155882,790,156672,0.884528,4
249,146813,670,147483,0.890764,11
252,146930,670,147600,0.890684,3
258,146083,600,146683,0.891269,6
259,148998,790,149788,0.889257,1
262,145535,780,146315,0.891648,3
264,146426,890,147316,0.891032,2
265,148081,670,148751,0.889889,1
267,145132,740,145872,0.891926,2
270,146219,760,146979,0.891175,3
276,145222,640,145862,0.891864,6
279,146719,680,147399,0.890829,3
281,146919,750,147669,0.890691,2
284,146645,690,147335,0.890880,3
288,144318,770,145088,0.892490,4
290,151069,750,151819,0.887831,2
292,146979,640,147619,0.890650,2
297,148597,780,149377,0.889533,5
298,146013,780,146793,0.891317,1
299,142758,720,143478,0.893571,1
301,144800,760,145560,0.892156,2
302,150635,650,151285,0.888129,1
309,146173,690,146863,0.891207,7
310,147729,690,148419,0.890132,1
313,144295,570,144865,0.892506,3
317,143448,680,144128,0.893093,4
319,145599,720,146319,0.891603,2
326,147587,680,148267,0.890230,7
327,145303,810,146113,0.891808,1
349,145424,780,146204,0.891724,22
350,146899,770,147669,0.890705,1
351,143554,690,144244,0.893019,1
355,148796,790,149586,0.889396,4
356,152532,900,153432,0.886825,1
357,146137,680,146817,0.891231,1
361,152438,710,153148,0.886890,4
362,145414,1330,146744,0.891731,1
363,146239,720,146959,0.891161,1
364,143945,700,144645,0.892748,1
368,145556,830,146386,0.891633,4
370,146507,720,147227,0.890976,2
372,143758,670,144428,0.892878,2
374,146778,750,147528,0.890789,2
380,145971,700,146671,0.891346,6
381,146137,720,146857,0.891231,1
383,145488,740,146228,0.891680,2
386,147163,730,147893,0.890523,3
396,144628,720,145348,0.892275,10
398,149109,750,149859,0.889180,2
402,145630,810,146440,0.891582,4
403,147656,630,148286,0.890182,1
404,148571,760,149331,0.889551,1
405,147737,630,148367,0.890126,1
408,146413,710,147123,0.891041,3
409,167617,690,168307,0.876542,1
411,145457,770,146227,0.891702,2
415,144949,740,145689,0.892053,4
417,145850,720,146570,0.891430,2
421,143342,730,144072,0.893166,4
426,144668,660,145328,0.892248,5
427,143464,730,144194,0.893082,1
429,145885,730,146615,0.891406,2
431,145205,770,145975,0.891876,2
437,143090,710,143800,0.893341,6
439,145511,630,146141,0.891664,2
445,149485,790,150275,0.888921,6
446,146201,690,146891,0.891187,1
450,146352,690,147042,0.891083,4
456,146455,700,147155,0.891012,6
459,144942,670,145612,0.892058,3
461,146453,780,147233,0.891013,2
469,146047,710,146757,0.891294,8
471,146338,710,147048,0.891093,2
473,149640,740,150380,0.888814,2
474,148055,880,148935,0.889907,1
477,145141,810,145951,0.891920,3
483,146775,660,147435,0.890791,6
484,150091,780,150871,0.888504,1
494,150166,610,150776,0.888452,10
495,145322,720,146042,0.891795,1
496,145256,670,145926,0.891841,1
509,145009,680,145689,0.892012,13
511,146100,780,146880,0.891257,2
517,141953,720,142673,0.894130,6
518,144958,740,145698,0.892047,1
523,146006,770,146776,0.891322,5
524,145352,730,146082,0.891774,1
531,147591,760,148351,0.890227,7
533,141052,670,141722,0.894755,2
535,141074,660,141734,0.894740,2
539,143126,1070,144196,0.893316,4
540,150622,1220,151842,0.888138,1
543,147952,800,148752,0.889978,3
545,149405,760,150165,0.888976,2
546,145581,700,146281,0.891616,1
548,145904,700,146604,0.891393,2
551,150294,770,151064,0.888364,3
553,148997,730,149727,0.889257,2
556,145946,740,146686,0.891363,3
557,145783,710,146493,0.891476,1
560,144223,800,145023,0.892556,3
562,147026,740,147766,0.890617,2
563,146411,700,147111,0.891042,1
568,148744,850,149594,0.889432,5
570,146437,690,147127,0.891024,2
572,147091,600,147691,0.890572,2
576,146416,700,147116,0.891039,4
582,145656,690,146346,0.891564,6
586,147461,840,148301,0.890317,4
587,144508,710,145218,0.892358,1
595,148040,720,148760,0.889917,8
597,148443,730,149173,0.889639,2
601,148948,840,149788,0.889291,4
605,148004,720,148724,0.889942,4
608,146574,680,147254,0.890929,3
610,144636,790,145426,0.892270,2
611,147223,810,148033,0.890481,1
613,147366,700,148066,0.890382,2
621,148618,690,149308,0.889519,8
632,147470,720,148190,0.890311,11
635,145208,780,145988,0.891874,3
637,147042,739,147781,0.890606,2
645,149303,790,150093,0.889046,8
647,150287,850,151137,0.888369,2
648,148243,630,148873,0.889777,1
651,147272,680,147952,0.890447,3
652,144509,750,145259,0.892358,1
653,147395,730,148125,0.890362,1
655,144258,750,145008,0.892532,2
656,147515,740,148255,0.890280,1
660,145000,870,145870,0.892018,4
664,145807,660,146467,0.891460,4
666,148000,720,148720,0.889945,2
667,145667,670,146337,0.891556,1
669,146540,750,147290,0.890953,2
671,145733,780,146513,0.891511,2
675,148158,910,149068,0.889836,4
676,150615,730,151345,0.888143,1
677,147022,700,147722,0.890620,1
682,158774,760,159534,0.882551,5
685,145744,690,146434,0.891503,3
689,152369,720,153089,0.886937,4
690,146026,710,146736,0.891308,1
695,145879,680,146559,0.891410,5
699,146934,790,147724,0.890681,4
711,146002,640,146642,0.891325,12
715,148059,700,148759,0.889904,4
