round,gen_attempts,t_gen_total_ns,gen_rtt_ns,ts_gen_success_ns,ts_swap_ns,swap_to_recv_ns,t_exp_ns,werner,pgen_success_bit,pswap_success_bit
0,1,223896,256940,1789997582015256332,1789997582015268279,107002,11947,0.880699,1,1
1,1,207406,247483,1789997582015608398,1789997582015519522,88916,0,0.000000,1,0
2,1,168359,199415,1789997582015831818,1789997582015750622,81232,0,0.987720,1,1
3,1,182814,253185,1789997582016059266,1789997582016006087,53206,0,0.985716,1,1
4,1,178517,204711,1789997582016330358,1789997582016254407,75971,0,0.000000,1,0
5,1,193721,220298,1789997582016563996,1789997582016486061,77954,0,0.000000,1,0
6,1,208541,230306,1789997582016812884,1789997582016738115,74789,0,0.986039,1,1
7,1,173005,212291,1789997582017018057,1789997582017037573,95161,19516,0.885432,1,1
8,1,293080,328226,1789997582017467896,1789997582017381991,85955,0,0.000000,1,0
9,1,263316,293947,1789997582017780330,1789997582017719007,61363,0,0.974927,1,1
10,1,214605,238410,1789997582018038576,1789997582017946428,92168,0,0.985969,1,1
11,1,205279,230422,1789997582018279474,1789997582018196875,82618,0,0.988281,1,1
12,1,188112,213456,1789997582018503089,1789997582018418058,85050,0,0.988013,1,1
13,1,227816,307427,1789997582018768540,1789997582018680058,88576,0,0.000000,1,0
14,1,652878,693584,1789997582019532920,1789997582019060099,472870,0,0.846415,1,1
15,1,165222,198266,1789997582019751176,1789997582019678146,73048,0,0.980976,1,1
16,1,183676,208460,1789997582019981849,1789997582019910899,70969,0,0.988439,1,1
17,1,218383,241677,1789997582020238165,1789997582020149861,88338,0,0.986366,1,1
18,1,152038,165873,1789997582020425279,1789997582020472506,194581,47227,0.000000,1,0
19,1,179296,199584,1789997582020879465,1789997582020802442,77043,0,0.987040,1,1
20,1,202705,221948,1789997582021112892,1789997582021036697,76213,0,0.000000,1,0
21,1,170313,186567,1789997582021321732,1789997582021250525,71226,0,0.987021,1,1
22,1,181670,204721,1789997582021527507,1789997582021442592,84936,0,0.985803,1,1
23,1,140400,161422,1789997582021700803,1789997582021743789,76865,42986,0.887971,1,1
24,1,127465,147887,1789997582021982408,1789997582021948823,57940,0,0.978808,1,1
25,1,181887,206434,1789997582022196367,1789997582022132457,63931,0,0.980609,1,1
26,1,175557,214138,1789997582022407684,1789997582022380920,37714,0,0.968435,1,1
27,1,200909,235053,1789997582022668948,1789997582022602313,66663,0,0.983483,1,1
28,1,243171,270862,1789997582022961422,1789997582022875221,86221,0,0.983175,1,1
29,1,257142,290181,1789997582023258424,1789997582023126262,132183,0,0.000000,1,0
30,1,185487,209803,1789997582023491175,1789997582023425322,65872,0,0.984716,1,1
31,1,231748,265368,1789997582023759697,1789997582023642284,117434,0,0.984794,1,1
32,1,248986,342280,1789997582024060238,1789997582023988271,118845,0,0.984700,1,1
33,1,225830,250849,1789997582024395219,1789997582024286860,108386,0,0.968022,1,1
34,1,175256,202523,1789997582024607307,1789997582024637529,115750,30222,0.893092,1,1
35,1,178823,207237,1789997582024988366,1789997582024912015,76381,0,0.986489,1,1
36,1,255795,306369,1789997582025322048,1789997582025193119,129011,0,0.975866,1,1
37,1,274213,307063,1789997582025662067,1789997582025540666,121551,0,0.986115,1,1
38,1,284832,327660,1789997582025993147,1789997582025899999,93209,0,0.983950,1,1
39,1,264956,299489,1789997582026320981,1789997582026229896,91134,0,0.000000,1,0
40,1,201034,239747,1789997582026571643,1789997582026504570,67093,0,0.000000,1,0
41,1,198813,219810,1789997582026836710,1789997582026734712,112011,0,0.000000,1,0
42,1,191965,216534,1789997582027061948,1789997582026976587,85381,0,0.978531,1,1
43,1,180110,201392,1789997582027280204,1789997582027201139,79084,0,0.986934,1,1
44,1,183138,219739,1789997582027496041,1789997582027413403,82665,0,0.988069,1,1
45,1,124630,156089,1789997582027675382,1789997582027621465,53936,0,0.984021,1,1
46,1,192045,219559,1789997582027923739,1789997582027835200,88560,0,0.000000,1,0
47,1,155884,180165,1789997582028121042,1789997582028037409,93588,0,0.983612,1,1
48,1,188406,226460,1789997582028345755,1789997582028264392,81382,0,0.987370,1,1
49,1,244906,280278,1789997582028645710,1789997582028520012,125730,0,0.982378,1,1
50,1,467528,520575,1789997582029162951,1789997582028952934,210052,0,0.968684,1,1
51,1,295214,325484,1789997582029534922,1789997582029430503,104451,0,0.000000,1,0
52,1,212594,238283,1789997582029798048,1789997582029714186,83882,0,0.985297,1,1
53,1,224602,246481,1789997582030060578,1789997582029958315,102289,0,0.982079,1,1
54,1,181402,200545,1789997582030273509,1789997582030187935,85593,0,0.985635,1,1
55,1,196933,221080,1789997582030498134,1789997582030425565,72589,0,0.987644,1,1
56,1,187006,216646,1789997582030721461,1789997582030656075,65405,0,0.987233,1,1
57,1,237272,290279,1789997582031001491,1789997582030902224,99353,0,0.980733,1,1
58,1,228125,263737,1789997582031304705,1789997582031198360,106420,0,0.974818,1,1
59,1,324697,371443,1789997582031680502,1789997582031540301,140234,0,0.000000,1,0
60,1,321411,359552,1789997582032069255,1789997582031920523,148764,0,0.000000,1,0
61,1,232315,266539,1789997582032355523,1789997582032258497,97082,0,0.983760,1,1
62,1,235320,263738,1789997582032640356,1789997582032531584,108792,0,0.000000,1,0
63,1,216527,235935,1789997582032899562,1789997582032800847,98735,0,0.985814,1,1
64,1,206016,226332,1789997582033134613,1789997582033043329,91302,0,0.000000,1,0
65,1,212355,233291,1789997582033377814,1789997582033284456,93379,0,0.986809,1,1
66,1,191669,217631,1789997582033599998,1789997582033513880,86139,0,0.986776,1,1
67,1,194452,219499,1789997582033834065,1789997582033748658,85426,0,0.000000,1,0
68,1,195583,216420,1789997582034066013,1789997582033978466,87566,0,0.986411,1,1
69,1,192540,214208,1789997582034288670,1789997582034201691,86998,0,0.000000,1,0
70,1,188776,211739,1789997582034507800,1789997582034422630,85189,0,0.987829,1,1
71,1,195928,217228,1789997582034736576,1789997582034651214,85382,0,0.987954,1,1
72,1,247932,278310,1789997582035015720,1789997582034874774,140997,0,0.000000,1,0
73,1,225542,253676,1789997582035284345,1789997582035196095,88269,0,0.000000,1,0
74,1,179977,204494,1789997582035504486,1789997582035430265,74241,0,0.986903,1,1
75,1,140138,170247,1789997582035679888,1789997582035647783,43532,0,0.980410,1,1
76,1,179275,206683,1789997582035900624,1789997582035838520,62135,0,0.000000,1,0
77,1,237836,262836,1789997582036184404,1789997582036074600,109832,0,0.980625,1,1
78,1,164679,188487,1789997582036388165,1789997582036343866,54005,0,0.985289,1,1
79,1,183672,202542,1789997582036606446,1789997582036534239,72228,0,0.000000,1,0
80,1,181942,198972,1789997582036816776,1789997582036730908,85888,0,0.000000,1,0
81,1,178917,196899,1789997582037021639,1789997582036941461,80198,0,0.988357,1,1
82,1,171569,188944,1789997582037220170,1789997582037143804,76384,0,0.988630,1,1
83,1,171615,190259,1789997582037417436,1789997582037343376,74079,0,0.000000,1,0
84,1,205814,228379,1789997582037654184,1789997582037569790,84416,0,0.948426,1,1
85,1,266141,302219,1789997582037954665,1789997582037830609,124140,0,0.000000,1,0
86,1,365338,404655,1789997582038368209,1789997582038213711,154585,0,0.000000,1,0
87,1,226154,250831,1789997582038646640,1789997582038541673,104987,0,0.973794,1,1
88,1,203877,232009,1789997582038884945,1789997582038809959,75006,0,0.985197,1,1
89,1,197565,223057,1789997582039124699,1789997582039050895,73833,0,0.985951,1,1
90,1,168988,210610,1789997582039331868,1789997582039282651,49238,0,0.986923,1,1
91,1,176136,203989,1789997582039569528,1789997582039499076,70487,0,0.984564,1,1
92,1,173862,193523,1789997582039783550,1789997582039701802,81775,0,0.000000,1,0
93,1,206444,225510,1789997582040019848,1789997582039911638,108229,0,0.000000,1,0
94,1,253632,289289,1789997582040301539,1789997582040189536,112094,0,0.937631,1,1
95,1,203706,231731,1789997582040553529,1789997582040460652,92897,0,0.000000,1,0
