round,gen_attempts,t_gen_total_ns,gen_rtt_ns,ts_gen_success_ns,ts_swap_ns,swap_to_recv_ns,t_exp_ns,werner,pgen_success_bit,pswap_success_bit
0,1,600578,636958,1789997601954658381,1789997601954272742,385691,0,0.000000,1,0
1,1,395936,557814,1789997601955113136,1789997601954908384,204771,0,0.000000,1,0
2,1,424927,489994,1789997601955719436,1789997601955592414,127046,0,0.000000,1,0
3,1,205778,243071,1789997601956006137,1789997601955914054,92102,0,0.985822,1,1
4,1,397257,441995,1789997601956454901,1789997601956353736,101209,0,0.783243,1,1
5,1,358751,400395,1789997601956872504,1789997601956748397,124131,0,0.981007,1,1
6,1,185039,211444,1789997601957112493,1789997601957051904,60627,0,0.971843,1,1
7,1,321059,350380,1789997601957482399,1789997601957580958,118197,98559,0.754164,1,1
8,1,226303,275433,1789997601957962747,1789997601957859017,103783,0,0.000000,1,0
9,1,240118,269576,1789997601958267264,1789997601958178651,88644,0,0.898617,1,1
10,1,231815,290211,1789997601958540591,1789997601958431542,109085,0,0.986040,1,1
11,1,204967,275214,1789997601958815002,1789997601958740077,74966,0,0.985891,1,1
12,1,336329,366139,1789997601959277115,1789997601959132311,144830,0,0.862396,1,1
13,1,309581,466178,1789997601959629826,1789997601959461012,168848,0,0.984206,1,1
14,1,379637,430101,1789997601960178523,1789997601960011618,166930,0,0.984967,1,1
15,1,173453,240447,1789997601960414024,1789997601960345331,68720,0,0.977481,1,1
16,1,159494,189608,1789997601960653994,1789997601960596769,73274,0,0.000000,1,0
17,1,161537,188475,1789997601960856481,1789997601960783780,72737,0,0.000000,1,0
18,1,139351,166529,1789997601961034701,1789997601960957585,77134,0,0.982813,1,1
19,1,182494,209093,1789997601961258590,1789997601961157185,101432,0,0.000000,1,0
20,1,146171,175713,1789997601961443069,1789997601961397705,45405,0,0.918876,1,1
21,1,1373541,1431176,1789997601962863916,1789997601961605065,1259172,0,0.983070,1,1
22,1,277306,303835,1789997601963219206,1789997601963145822,73412,0,0.902019,1,1
23,1,212636,239559,1789997601963472361,1789997601963374426,97955,0,0.979418,1,1
24,1,209006,235132,1789997601963722364,1789997601963619321,103095,0,0.000000,1,0
25,1,240261,264433,1789997601963999064,1789997601963888481,110602,0,0.974695,1,1
26,1,128608,149151,1789997601964164310,1789997601964109441,54889,0,0.980944,1,1
27,1,163666,185896,1789997601964358222,1789997601964273672,84570,0,0.000000,1,0
28,1,177499,205108,1789997601964569758,1789997601964483916,85883,0,0.985244,1,1
29,1,172376,199050,1789997601964782153,1789997601964700078,82113,0,0.981873,1,1
30,1,174148,200919,1789997601964994317,1789997601964912583,81760,0,0.000000,1,0
31,1,172847,197794,1789997601965204439,1789997601965121511,82960,0,0.000000,1,0
32,1,170058,196604,1789997601965409783,1789997601965325632,84184,0,0.000000,1,0
33,1,184687,212028,1789997601965632359,1789997601965533084,99294,0,0.979199,1,1
34,1,139899,160550,1789997601965811878,1789997601965757856,54040,0,0.980824,1,1
35,1,157658,184548,1789997601966000897,1789997601965933285,67641,0,0.982325,1,1
36,1,231109,258772,1789997601966278256,1789997601966185105,93171,0,0.000000,1,0
37,1,193755,240128,1789997601966511853,1789997601966421247,90632,0,0.980712,1,1
38,1,434793,477831,1789997601967005034,1789997601966721344,283736,0,0.000000,1,0
39,1,216558,249625,1789997601967278992,1789997601967194017,85008,0,0.000000,1,0
40,1,250954,356979,1789997601967576680,1789997601967449128,127584,0,0.977478,1,1
41,1,421719,724986,1789997601968121760,1789997601967831156,290637,0,0.000000,1,0
42,1,349534,384271,1789997601968845281,1789997601968634275,211037,0,0.767175,1,1
43,1,238726,298493,1789997601969133036,1789997601969051639,81423,0,0.928810,1,1
44,1,203158,254586,1789997601969444160,1789997601969335961,108232,0,0.969797,1,1
45,1,237731,267907,1789997601969746832,1789997601969656172,90692,0,0.000000,1,0
46,1,187930,213220,1789997601969978567,1789997601969909794,68798,0,0.000000,1,0
47,1,192844,219152,1789997601970215440,1789997601970114478,101020,0,0.978697,1,1
48,1,179588,203069,1789997601970434732,1789997601970358816,75970,0,0.899865,1,1
49,1,188762,215467,1789997601970658063,1789997601970589605,68488,0,0.000000,1,0
50,1,147365,170486,1789997601970843683,1789997601970781790,61925,0,0.000000,1,0
51,1,154232,181145,1789997601971032362,1789997601970947574,84808,0,0.000000,1,0
52,1,154984,179945,1789997601971229280,1789997601971147598,81717,0,0.000000,1,0
53,1,130424,155994,1789997601971395857,1789997601971353327,42567,0,0.000000,1,0
54,1,204686,231709,1789997601971637153,1789997601971538007,99165,0,0.986061,1,1
55,1,191263,215865,1789997601971866780,1789997601971772069,94742,0,0.000000,1,0
56,1,190362,216443,1789997601972091323,1789997601971991034,100324,0,0.988267,1,1
57,1,146430,201035,1789997601972275574,1789997601972212377,63225,0,0.980473,1,1
58,1,180225,208565,1789997601972522522,1789997601972425813,96754,0,0.000000,1,0
59,1,155520,177627,1789997601972717942,1789997601972647699,70263,0,0.980476,1,1
60,1,140692,162738,1789997601972891405,1789997601972805419,86005,0,0.984753,1,1
61,1,144419,168138,1789997601973067479,1789997601972987081,80454,0,0.000000,1,0
62,1,153749,177809,1789997601973254204,1789997601973188534,65690,0,0.943324,1,1
63,1,179265,197722,1789997601973468201,1789997601973377715,90507,0,0.986841,1,1
64,1,291200,318601,1789997601973786910,1789997601973645080,141862,0,0.987828,1,1
65,1,234359,259540,1789997601974061901,1789997601973970418,91503,0,0.984370,1,1
66,1,202613,232392,1789997601974299891,1789997601974199510,100422,0,0.000000,1,0
67,1,148933,173579,1789997601974490698,1789997601974428139,62578,0,0.000000,1,0
68,1,150328,175579,1789997601974677257,1789997601974601759,75536,0,0.981485,1,1
69,2,216251,229481,1789997601975399458,1789997601975293333,106146,0,0.988080,1,1
70,1,-36762,8175,1789997601975399508,1789997601975515453,96111,115945,0.804113,1,1
71,2,207670,222816,1789997601976243789,1789997601976139636,104173,0,0.000000,1,0
72,1,-67722,9838,1789997601976243835,1789997601976413916,130957,170081,0.763596,1,1
73,1,-31913,7543,1789997601976544922,1789997601976600443,64751,55521,0.835485,1,1
74,2,222016,237459,1789997601977155291,1789997601977058381,96930,0,0.987107,1,1
75,2,191605,204708,1789997601977596235,1789997601977503772,92483,0,0.987411,1,1
76,2,271687,292897,1789997601978113068,1789997601977978726,134361,0,0.987483,1,1
77,2,208026,214658,1789997601978585518,1789997601978487261,98277,0,0.986135,1,1
78,2,186185,204127,1789997601979004923,1789997601978917255,87686,0,0.986509,1,1
79,1,-35883,8009,1789997601979004960,1789997601979113693,53267,108733,0.825855,1,1
80,2,200629,218411,1789997601979764090,1789997601979669024,95086,0,0.987055,1,1
81,2,205986,213274,1789997601980221616,1789997601980122796,98838,0,0.986093,1,1
82,2,240369,261995,1789997601980710964,1789997601980606384,104611,0,0.985497,1,1
83,2,238639,250506,1789997601981195232,1789997601981084227,111025,0,0.000000,1,0
84,2,198562,211969,1789997601981640004,1789997601981544267,95755,0,0.000000,1,0
85,2,205631,217895,1789997601982078794,1789997601981983978,94835,0,0.000000,1,0
86,2,200946,212640,1789997601982517865,1789997601982425615,92268,0,0.000000,1,0
87,2,201733,219152,1789997601983206553,1789997601983105631,100939,0,0.982147,1,1
88,1,-37407,8125,1789997601983206590,1789997601983262534,49972,55944,0.856524,1,1
89,2,221153,237061,1789997601983756917,1789997601983638415,118522,0,0.000000,1,0
90,1,-42956,6769,1789997601983756956,1789997601983872330,90638,115374,0.000000,1,0
91,2,195152,214051,1789997601984407686,1789997601984319876,87866,0,0.000000,1,0
92,2,210735,230053,1789997601984863635,1789997601984763460,100204,0,0.000000,1,0
93,2,237182,257872,1789997601985343571,1789997601985230225,113386,0,0.986304,1,1
94,1,-39346,7249,1789997601985343637,1789997601985460410,80842,116773,0.000000,1,0
95,1,-36544,11265,1789997601985541279,1789997601985631211,99143,89932,0.848629,1,1
96,2,200960,209770,1789997601986174976,1789997601986083629,91367,0,0.000000,1,0
97,2,188448,203670,1789997601986599491,1789997601986509243,90267,0,0.000000,1,0
98,2,207230,221715,1789997601987049984,1789997601986953501,96501,0,0.000000,1,0
99,2,211131,228429,1789997601987499111,1789997601987401632,97513,0,0.000000,1,0
100,1,-39040,32834,1789997601987499173,1789997601987592606,84255,93433,0.000000,1,0
101,2,201102,218029,1789997601988138690,1789997601988038938,99771,0,0.986677,1,1
102,2,220048,233434,1789997601988575613,1789997601988479300,96333,0,0.985576,1,1
103,2,195744,206492,1789997601989014366,1789997601988922547,91838,0,0.986286,1,1
104,2,184120,202991,1789997601989432098,1789997601989341358,90759,0,0.987409,1,1
