round,gen_attempts,t_gen_total_ns,gen_rtt_ns,ts_gen_success_ns,ts_swap_ns,swap_to_recv_ns,t_exp_ns,werner,pgen_success_bit,pswap_success_bit
0,1,432513,666624,1789997601954464517,1789997601954272742,191825,0,0.000000,1,0
1,1,366786,413978,1789997601955090431,1789997601954908384,182081,0,0.000000,1,0
2,1,396101,432408,1789997601955548232,1789997601955592414,107418,44182,0.000000,1,0
3,1,200111,238085,1789997601955966625,1789997601955914054,52622,0,0.985822,1,1
4,1,215177,330007,1789997601956232944,1789997601956353736,155598,120792,0.783243,1,1
5,1,278805,326384,1789997601956878238,1789997601956748397,129888,0,0.981007,1,1
6,1,265989,310369,1789997601957206770,1789997601957051904,154922,0,0.971843,1,1
7,1,377529,407367,1789997601957694609,1789997601957580958,113728,0,0.754164,1,1
8,1,212900,235537,1789997601957951353,1789997601957859017,92356,0,0.000000,1,0
9,1,184786,212244,1789997601958170776,1789997601958178651,86794,7875,0.898617,1,1
10,1,217353,249264,1789997601958525033,1789997601958431542,93540,0,0.986040,1,1
11,1,226773,275759,1789997601958797141,1789997601958740077,57107,0,0.985891,1,1
12,1,202487,265119,1789997601959061752,1789997601959132311,117632,70559,0.862396,1,1
13,1,285510,424166,1789997601959578710,1789997601959461012,117730,0,0.984206,1,1
14,1,371236,437489,1789997601960109695,1789997601960011618,98127,0,0.984967,1,1
15,1,205053,260954,1789997601960402332,1789997601960345331,57020,0,0.977481,1,1
16,1,156348,186149,1789997601960634871,1789997601960596769,38128,0,0.000000,1,0
17,1,146233,173052,1789997601960823283,1789997601960783780,39565,0,0.000000,1,0
18,1,154205,178137,1789997601961017615,1789997601960957585,60058,0,0.982813,1,1
19,1,139836,168656,1789997601961192719,1789997601961157185,35581,0,0.000000,1,0
20,1,152099,175693,1789997601961385885,1789997601961397705,61543,11820,0.918876,1,1
21,1,461161,1358253,1789997601961960623,1789997601961605065,355605,0,0.983070,1,1
22,1,222515,256781,1789997601963105134,1789997601963145822,65619,40688,0.902019,1,1
23,1,221456,248827,1789997601963463134,1789997601963374426,88735,0,0.979418,1,1
24,1,212602,241593,1789997601963716873,1789997601963619321,97581,0,0.000000,1,0
25,1,207427,229603,1789997601963966966,1789997601963888481,89724,0,0.974695,1,1
26,1,142244,166627,1789997601964140782,1789997601964109441,31360,0,0.980944,1,1
27,1,150010,184080,1789997601964326552,1789997601964273672,52899,0,0.000000,1,0
28,1,189146,211605,1789997601964562719,1789997601964483916,78840,0,0.985244,1,1
29,1,178736,202277,1789997601964775683,1789997601964700078,75625,0,0.981873,1,1
30,1,178715,200980,1789997601964988611,1789997601964912583,76047,0,0.000000,1,0
31,1,175554,197783,1789997601965196682,1789997601965121511,75190,0,0.000000,1,0
32,1,174558,195783,1789997601965403712,1789997601965325632,78100,0,0.000000,1,0
33,1,194215,217895,1789997601965629635,1789997601965533084,96584,0,0.979199,1,1
34,1,124775,146484,1789997601965788422,1789997601965757856,30586,0,0.980824,1,1
35,1,146148,171138,1789997601965967840,1789997601965933285,34586,0,0.982325,1,1
36,1,208574,246902,1789997601966212430,1789997601966185105,83660,0,0.000000,1,0
37,1,247015,282782,1789997601966529396,1789997601966421247,108168,0,0.980712,1,1
38,1,328778,502154,1789997601966906613,1789997601966721344,185303,0,0.000000,1,0
39,1,178789,208810,1789997601967272300,1789997601967194017,78318,0,0.000000,1,0
40,1,232248,306543,1789997601967549044,1789997601967449128,99959,0,0.977478,1,1
41,1,350863,552453,1789997601967999806,1789997601967831156,168722,0,0.000000,1,0
42,1,330691,459595,1789997601968552125,1789997601968634275,162933,82150,0.767175,1,1
43,1,192430,218413,1789997601969063603,1789997601969051639,70330,0,0.928810,1,1
44,1,230062,257789,1789997601969433196,1789997601969335961,97270,0,0.969797,1,1
45,1,262429,300055,1789997601969736504,1789997601969656172,80367,0,0.000000,1,0
46,1,152792,181208,1789997601969940755,1789997601969909794,31021,0,0.000000,1,0
47,1,170186,189853,1789997601970150855,1789997601970114478,36398,0,0.978697,1,1
48,1,148152,170788,1789997601970329542,1789997601970358816,68545,29274,0.899865,1,1
49,1,151943,176009,1789997601970601358,1789997601970589605,66100,0,0.000000,1,0
50,1,128010,150750,1789997601970807678,1789997601970781790,35444,0,0.000000,1,0
51,1,157232,180768,1789997601970998685,1789997601970947574,60705,0,0.000000,1,0
52,1,152139,171329,1789997601971190389,1789997601971147598,52065,0,0.000000,1,0
53,1,119178,142525,1789997601971339211,1789997601971353327,59805,14116,0.000000,1,0
54,1,186698,211733,1789997601971632683,1789997601971538007,94718,0,0.986061,1,1
55,1,189470,213269,1789997601971857747,1789997601971772069,85700,0,0.000000,1,0
56,1,195831,217231,1789997601972088212,1789997601971991034,97226,0,0.988267,1,1
57,1,128657,150788,1789997601972248287,1789997601972212377,35957,0,0.980473,1,1
