round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1790175241186537376,0.963223,0.991516,0.955052,1
1,1790175241187206707,0.785443,0.985999,0.774446,1
2,1790175241187616451,0.991318,0.836493,0.829231,1
3,1790175241188025856,0.991695,0.782965,0.776462,1
4,1790175241188439790,0.990813,0.921245,0.912782,1
5,1790175241189255650,0.991298,0.514869,0.510389,1
6,1790175241189663974,0.991417,0.782777,0.776059,1
7,1790175241190076539,0.991308,0.770938,0.000000,0
8,1790175241190488573,0.991278,0.775517,0.768753,1
9,1790175241190889068,0.991744,0.779575,0.000000,0
10,1790175241191313212,0.991695,0.766680,0.000000,0
11,1790175241191734487,0.991685,0.881580,0.000000,0
12,1790175241192122572,0.991695,0.789562,0.783004,1
13,1790175241193306516,0.991397,0.355178,0.352123,1
14,1790175241193702371,0.991605,0.913384,0.905716,1
15,1790175241194090626,0.991695,0.790218,0.000000,0
16,1790175241194479500,0.991418,0.785114,0.778376,1
17,1790175241194903275,0.991953,0.760304,0.000000,0
18,1790175241195323869,0.991715,0.760213,0.753915,1
19,1790175241196093689,0.991724,0.621255,0.000000,0
20,1790175241196486384,0.990674,0.784094,0.000000,0
21,1790175241196914608,0.990575,0.763077,0.755885,1
22,1790175241197302063,0.991675,0.790154,0.783576,1
23,1790175241197690948,0.991605,0.799813,0.000000,0
24,1790175241198092273,0.991943,0.782308,0.000000,0
25,1790175241198520267,0.991427,0.756694,0.750207,1
26,1790175241198913902,0.991715,0.783913,0.777418,1
27,1790175241199690891,0.991349,0.536810,0.000000,0
28,1790175241200085976,0.992022,0.783741,0.000000,0
29,1790175241200497971,0.991149,0.767047,0.760258,1
30,1790175241200892606,0.990912,0.784909,0.000000,0
31,1790175241201283930,0.991605,0.788348,0.000000,0
32,1790175241201675955,0.991576,0.790581,0.783921,1
33,1790175241202069100,0.991625,0.788718,0.782112,1
34,1790175241202499004,0.991645,0.757951,0.000000,0
35,1790175241202888449,0.991625,0.914389,0.906731,1
36,1790175241203317053,0.991706,0.758611,0.000000,0
37,1790175241203704388,0.992032,0.793099,0.786780,1
38,1790175241204094753,0.991546,0.794536,0.787819,1
39,1790175241204529707,0.991180,0.755130,0.748469,1
40,1790175241205708912,0.991268,0.358636,0.355505,1
41,1790175241206111486,0.991615,0.787158,0.780558,1
42,1790175241206544561,0.991447,0.755816,0.000000,0
43,1790175241206941675,0.991387,0.926048,0.000000,0
44,1790175241207373900,0.991605,0.762070,0.000000,0
45,1790175241208156059,0.991972,0.536987,0.000000,0
46,1790175241208560224,0.990803,0.780011,0.000000,0
47,1790175241209339733,0.991685,0.535812,0.000000,0
48,1790175241209768368,0.991110,0.764298,0.000000,0
49,1790175241210196292,0.991655,0.884230,0.000000,0
50,1790175241210628736,0.991338,0.760578,0.000000,0
51,1790175241211027061,0.991486,0.783263,0.776594,1
52,1790175241211426446,0.991615,0.783459,0.000000,0
53,1790175241211823930,0.991587,0.787670,0.000000,0
54,1790175241212221985,0.991705,0.787260,0.000000,0
55,1790175241212665119,0.991516,0.873665,0.000000,0
56,1790175241213067344,0.991734,0.777426,0.771000,1
57,1790175241213854054,0.991705,0.529786,0.525391,1
58,1790175241214242448,0.991844,0.792434,0.785971,1
59,1790175241214633763,0.991516,0.791087,0.000000,0
60,1790175241215022638,0.991863,0.793877,0.000000,0
61,1790175241215416563,0.986680,0.789183,0.778671,1
62,1790175241215806598,0.991863,0.790312,0.000000,0
63,1790175241216575608,0.991258,0.627869,0.000000,0
64,1790175241216967752,0.990377,0.795100,0.787449,1
65,1790175241217390897,0.990783,0.764558,0.000000,0
66,1790175241217779062,0.991715,0.797800,0.791190,1
67,1790175241218167107,0.991834,0.794822,0.788331,1
68,1790175241218555751,0.991407,0.792124,0.000000,0
69,1790175241218949826,0.991754,0.788891,0.000000,0
70,1790175241219354011,0.991605,0.779645,0.000000,0
71,1790175241219745276,0.991615,0.918146,0.910448,1
72,1790175241220139000,0.991864,0.785664,0.000000,0
73,1790175241220567915,0.991268,0.757541,0.750927,1
74,1790175241220962070,0.991080,0.786040,0.779029,1
75,1790175241221350964,0.991655,0.795625,0.000000,0
76,1790175241221742419,0.991536,0.793393,0.000000,0
77,1790175241222170304,0.991457,0.883204,0.000000,0
78,1790175241222560888,0.991139,0.787371,0.000000,0
79,1790175241223341608,0.991586,0.534212,0.000000,0
80,1790175241224112338,0.991645,0.541489,0.536965,1
81,1790175241224886118,0.990476,0.844164,0.836124,1
82,1790175241225663977,0.990941,0.536751,0.531889,1
83,1790175241226057292,0.991754,0.788426,0.781925,1
84,1790175241226845672,0.991407,0.530762,0.526201,1
85,1790175241227238676,0.991864,0.792331,0.785885,1
86,1790175241227627651,0.991239,0.791815,0.784878,1
87,1790175241228023496,0.991665,0.783678,0.000000,0
88,1790175241228421631,0.985053,0.908029,0.000000,0
89,1790175241229220310,0.991516,0.525791,0.521331,1
90,1790175241230008310,0.991705,0.626671,0.621472,1
91,1790175241230795809,0.990041,0.532400,0.000000,0
92,1790175241231195934,0.991635,0.784541,0.777978,1
93,1790175241231595979,0.991348,0.782136,0.000000,0
94,1790175241231995034,0.991457,0.910830,0.000000,0
95,1790175241232388358,0.991625,0.787882,0.000000,0
96,1790175241232819883,0.991100,0.757966,0.751220,1
97,1790175241233215137,0.991625,0.787505,0.780910,1
98,1790175241233650642,0.991169,0.756194,0.749516,1
99,1790175241234056296,0.991695,0.904775,0.897261,1
100,1790175241234456331,0.991427,0.779317,0.000000,0
101,1790175241234858615,0.991724,0.778072,0.000000,0
102,1790175241235256270,0.991675,0.785813,0.779271,1
103,1790175241236071749,0.991576,0.519213,0.514839,1
104,1790175241236480934,0.991199,0.776765,0.000000,0
105,1790175241236917098,0.991655,0.759325,0.752988,1
106,1790175241237347252,0.991774,0.758740,0.000000,0
107,1790175241237748697,0.991615,0.783427,0.000000,0
108,1790175241238924241,0.991407,0.361094,0.000000,0
