round,gen_attempts,t_gen_total_ns,gen_rtt_ns,ts_gen_success_ns,ts_swap_ns,swap_to_recv_ns,t_exp_ns,werner,pgen_success_bit,pswap_success_bit
0,1,487251,504581,1790175241186793196,1790175241186537376,267660,0,0.955052,1,1
1,1,402588,411239,1790175241187234555,1790175241187206707,261643,0,0.774446,1,1
2,1,397748,405479,1790175241187876799,1790175241187616451,260428,0,0.829231,1,1
3,1,392108,399798,1790175241188285678,1790175241188025856,259902,0,0.776462,1,1
4,1,398898,407348,1790175241188700517,1790175241188439790,260787,0,0.912782,1,1
5,2,797037,399308,1790175241189515175,1790175241189255650,259605,0,0.510389,1,1
6,1,392469,400139,1790175241189923924,1790175241189663974,260010,0,0.776059,1,1
7,1,394859,402259,1790175241190334693,1790175241190076539,258224,0,0.000000,1,0
8,1,402649,410839,1790175241190757292,1790175241190488573,268829,0,0.768753,1,1
9,1,370378,377508,1790175241191144991,1790175241190889068,299934,0,0.000000,1,0
10,1,371008,377708,1790175241191568950,1790175241191313212,298019,0,0.000000,1,0
11,1,373338,380918,1790175241191993169,1790175241191734487,258762,0,0.000000,1,0
12,1,367989,375429,1790175241192376668,1790175241192122572,298766,0,0.783004,1,1
13,3,1134334,382049,1790175241193564793,1790175241193306516,258357,0,0.352123,1,1
14,1,380488,388098,1790175241193961202,1790175241193702371,258901,0,0.905716,1,1
15,1,371049,378369,1790175241194347831,1790175241194090626,257265,0,0.000000,1,0
16,1,375048,381808,1790175241194738189,1790175241194479500,300950,0,0.778376,1,1
17,1,370278,376768,1790175241195159538,1790175241194903275,299264,0,0.000000,1,0
18,1,373808,381299,1790175241195585017,1790175241195323869,261228,0,0.753915,1,1
19,2,749926,380028,1790175241196350554,1790175241196093689,256935,0,0.000000,1,0
20,1,381238,388728,1790175241196748973,1790175241196486384,301120,0,0.000000,1,0
21,1,377198,384398,1790175241197173562,1790175241196914608,259024,0,0.755885,1,1
22,1,370959,378289,1790175241197559721,1790175241197302063,257728,0,0.783576,1,1
23,1,382318,389938,1790175241197957039,1790175241197690948,266181,0,0.000000,1,0
24,1,372348,380278,1790175241198348958,1790175241198092273,300866,0,0.000000,1,0
25,1,379888,387508,1790175241198782097,1790175241198520267,261900,0,0.750207,1,1
26,1,378558,385718,1790175241199176316,1790175241198913902,262494,0,0.777418,1,1
27,2,761027,389689,1790175241199952423,1790175241199690891,261602,0,0.000000,1,0
28,1,391799,400939,1790175241200360242,1790175241200085976,274336,0,0.000000,1,0
29,1,378468,386299,1790175241200757970,1790175241200497971,260069,0,0.760258,1,1
30,1,378708,386188,1790175241201153089,1790175241200892606,260553,0,0.000000,1,0
31,1,374608,381849,1790175241201542957,1790175241201283930,259087,0,0.000000,1,0
32,1,378788,386368,1790175241201936976,1790175241201675955,261101,0,0.783921,1,1
33,1,371899,378489,1790175241202325245,1790175241202069100,303146,0,0.782112,1,1
34,1,377078,384598,1790175241202757914,1790175241202499004,258990,0,0.000000,1,0
35,1,370928,377549,1790175241203144312,1790175241202888449,299594,0,0.906731,1,1
36,1,378878,386078,1790175241203575592,1790175241203317053,258599,0,0.000000,1,0
37,1,373568,380938,1790175241203963930,1790175241203704388,259622,0,0.786780,1,1
38,1,372288,383968,1790175241204351479,1790175241204094753,302447,0,0.787819,1,1
39,1,385548,397589,1790175241204795948,1790175241204529707,266321,0,0.748469,1,1
40,3,1153375,392968,1790175241205973624,1790175241205708912,264772,0,0.355505,1,1
41,1,373478,384618,1790175241206367583,1790175241206111486,300278,0,0.780558,1,1
42,1,379838,391699,1790175241206804732,1790175241206544561,260231,0,0.000000,1,0
43,1,373528,384338,1790175241207199101,1790175241206941675,302347,0,0.000000,1,0
44,1,375868,387209,1790175241207632760,1790175241207373900,258930,0,0.000000,1,0
45,2,765026,389349,1790175241208417487,1790175241208156059,261498,0,0.000000,1,0
46,1,381298,392598,1790175241208819856,1790175241208560224,259702,0,0.000000,1,0
47,2,755356,380498,1790175241209594703,1790175241209339733,298301,0,0.000000,1,0
48,1,375309,385899,1790175241210026013,1790175241209768368,299055,0,0.000000,1,0
49,1,374168,384908,1790175241210454132,1790175241210196292,299511,0,0.000000,1,0
50,1,384388,395559,1790175241210892791,1790175241210628736,264135,0,0.000000,1,0
51,1,373918,385528,1790175241211286030,1790175241211027061,259039,0,0.776594,1,1
52,1,381039,392679,1790175241211687059,1790175241211426446,260693,0,0.000000,1,0
53,1,378788,390639,1790175241212085627,1790175241211823930,261887,0,0.000000,1,0
54,1,379128,390728,1790175241212484566,1790175241212221985,302422,0,0.000000,1,0
55,1,385239,397349,1790175241212928496,1790175241212665119,263457,0,0.000000,1,0
56,1,376619,388329,1790175241213326335,1790175241213067344,259061,0,0.771000,1,1
57,2,763997,383349,1790175241214112602,1790175241213854054,258608,0,0.525391,1,1
58,1,372348,379638,1790175241214501270,1790175241214242448,258882,0,0.785971,1,1
59,1,376409,383799,1790175241214893109,1790175241214633763,259426,0,0.000000,1,0
60,1,371828,379588,1790175241215280337,1790175241215022638,257759,0,0.000000,1,0
61,1,379429,386999,1790175241215675356,1790175241215416563,258863,0,0.778671,1,1
62,1,372998,380428,1790175241216064134,1790175241215806598,257616,0,0.000000,1,0
63,2,754056,380708,1790175241216833451,1790175241216575608,257923,0,0.000000,1,0
64,1,372789,379369,1790175241217222860,1790175241216967752,299178,0,0.787449,1,1
65,1,371718,379438,1790175241217647629,1790175241217390897,256802,0,0.000000,1,0
66,1,374718,382168,1790175241218038207,1790175241217779062,259215,0,0.791190,1,1
67,1,370608,378108,1790175241218424186,1790175241218167107,257159,0,0.788331,1,1
68,1,375808,383768,1790175241218815194,1790175241218555751,259523,0,0.000000,1,0
69,1,381688,389008,1790175241219213663,1790175241218949826,263897,0,0.000000,1,0
70,1,385249,392869,1790175241219614022,1790175241219354011,260081,0,0.000000,1,0
71,1,374358,382178,1790175241220004550,1790175241219745276,259364,0,0.910448,1,1
72,1,369358,376838,1790175241220394209,1790175241220139000,299770,0,0.000000,1,0
73,1,379728,387348,1790175241220828678,1790175241220567915,260833,0,0.750927,1,1
74,1,376648,383788,1790175241221221017,1790175241220962070,259017,0,0.779029,1,1
75,1,374268,381558,1790175241221610175,1790175241221350964,259271,0,0.000000,1,0
76,1,375498,382298,1790175241222000904,1790175241221742419,301876,0,0.000000,1,0
77,1,375298,382298,1790175241222428853,1790175241222170304,258619,0,0.000000,1,0
78,1,381919,389879,1790175241222826462,1790175241222560888,265664,0,0.000000,1,0
79,2,757487,380949,1790175241223599979,1790175241223341608,258441,0,0.000000,1,0
80,2,755076,382019,1790175241224370495,1790175241224112338,258247,0,0.536965,1,1
81,2,758036,384379,1790175241225145592,1790175241224886118,259554,0,0.836124,1,1
82,2,761826,383879,1790175241225923479,1790175241225663977,259572,0,0.531889,1,1
