count_idx,send_a_block_ns,send_b_block_ns,send_gap_ab_ns
1,13958,6558,16780
2,4969,3488,6027
3,3694,3733,4322
4,3677,3599,4117
5,3262,3729,3987
6,4574,3938,5245
7,4093,3801,4687
8,4164,3668,4810
9,3741,3917,4544
10,56963,4873,59397
11,3803,4870,4640
12,3495,3872,4554
13,3842,3300,4485
14,3956,3853,4544
15,3693,3753,4360
16,3288,3237,3894
17,3404,3468,4072
18,3428,3492,3996
19,4096,3938,4792
20,3906,6997,4442
21,4888,5541,5588
22,3920,5160,4582
23,3060,3553,3752
24,3728,3239,4337
25,3427,4407,4045
26,3732,4150,4387
27,4217,5575,5161
28,3602,3854,4508
29,3279,3692,3840
30,5503,13296,17039
31,3805,3947,4770
32,3451,3977,4300
33,5426,4786,6171
34,4506,3838,5555
35,3453,3996,4119
36,3266,3818,3917
37,3431,3745,4340
38,3057,3327,3785
39,3328,3182,3912
40,4098,2561,4597
41,1928,1997,2285
42,2007,2100,2374
43,1974,2588,2478
44,2013,1986,2371
45,1976,2996,2342
46,2446,3239,2814
47,3121,2507,3467
48,2618,2305,2966
49,2265,2397,2611
50,2268,2291,2613
51,2381,2443,2730
52,2262,2386,2606
53,2306,2316,2654
54,2361,2341,2724
55,2251,2419,2612
56,2277,2358,2635
57,2281,2293,2647
58,3695,4299,4337
59,4081,4070,4624
60,3421,4553,4030
61,2983,3374,3621
62,2891,2918,3469
63,3085,3062,3623
64,2881,15731,3456
65,3084,2943,3640
66,2993,4396,3437
67,3011,2737,3585
68,2954,3272,3371
69,2890,3102,3496
70,3079,7704,3701
71,3361,3614,3939
72,3329,3242,3994
73,3047,3172,3747
74,3934,3773,4623
75,3536,3429,4263
76,3301,3747,3995
77,3327,4010,3835
78,3126,3014,3664
79,3158,3421,3777
80,3432,5993,4125
81,3695,3502,4377
82,3463,3288,4085
83,6132,3515,6791
84,3663,3434,4157
85,3354,3807,3934
86,3728,3751,4247
87,3746,11609,4457
88,4946,5999,5377
89,3003,3363,3791
90,3735,3522,4381
91,3260,3393,3976
92,3546,3441,4056
93,3707,3665,4334
94,3194,3248,4066
95,3041,8386,3626
96,3552,4071,4197
97,3655,3309,4300
98,3123,3223,3621
99,3303,3404,3825
100,3300,3338,3910
101,3318,3525,3942
102,3260,3524,3816
103,3668,3274,4206
104,3090,3209,3644
105,3084,2973,3652
106,2965,3084,3512
107,2973,3221,3606
108,5293,3131,6100
109,3042,3162,3629
110,3295,3016,3924
111,2992,2896,3566
112,3020,3504,3650
113,3184,3531,3626
114,2112,2074,2462
115,2499,2117,2839
116,2292,2006,2638
117,2068,2043,2451
118,1979,2014,2327
119,2122,2078,2483
120,1973,2894,2332
121,2204,2018,2552
122,2000,2779,2357
123,3042,19073,3625
124,3185,3196,3794
125,3212,3461,3859
126,3572,3297,4117
127,3222,4483,3772
128,3785,2853,4264
129,2708,3082,3282
130,3246,3466,3895
131,3223,3346,4019
132,3032,3292,3589
133,4623,5718,5364
134,4326,3735,4983
135,4340,3900,4951
136,3593,395202,4129
137,7200,4243,8232
138,3220,3330,3924
139,6476,3302,7028
140,3285,3099,3917
141,3222,3338,3853
142,3013,3000,3708
143,3100,3414,3715
144,3105,3298,3686
145,3097,4623,3611
146,4028,4280,4529
147,3925,3147,4581
148,3306,3783,3922
149,3626,3652,4318
150,4659,3493,5446
151,3363,3380,4051
152,3202,3324,3808
153,3218,132695,3784
154,4567,3926,6015
155,5998,3349,6920
156,3421,3134,4128
157,3212,3328,3885
158,3511,3377,4349
159,3112,3113,3750
160,3241,3264,3883
161,3081,3039,3615
162,2734,2859,3223
163,3120,3267,3884
164,3154,3202,3669
165,5695,40007,6164
166,3930,3907,5500
167,3616,3729,4951
168,3679,3954,4826
169,3132,3534,3990
170,3210,4491,3792
171,106688,7757,112712
172,3689,3523,4573
173,3484,3286,4127
174,3368,3170,3997
