count_idx,send_a_block_ns,send_b_block_ns,send_gap_ab_ns
1,8847,5094,10736
2,3550,2632,4186
3,2271,2163,2736
4,2094,2355,2492
5,2063,2169,2543
6,2665,2324,3017
7,2041,3371,2378
8,3211,3056,3756
9,3195,3299,3765
10,3120,8761,3862
11,3055,3095,3671
12,3043,3314,3737
13,4968,3971,5570
14,3136,3296,3776
15,4158,3316,4699
16,3342,4199,4012
17,3133,3384,3806
18,3175,3312,3802
19,2969,3309,3555
20,2992,3315,3633
21,3158,3335,3835
22,3031,3085,3618
23,3140,3375,3756
24,2941,3071,3489
25,2952,88873,3594
26,8290,6019,9811
27,3407,3412,4281
28,3290,3416,4397
29,3205,3235,4056
30,3368,3434,4317
31,3518,3583,4343
32,3353,3503,4235
33,3340,3652,4100
34,3493,3831,4575
35,3580,3386,4299
36,3262,3366,3906
37,3016,3024,3602
38,5172,3316,5744
39,3663,3338,4309
40,3204,3599,3950
41,3197,3576,3805
42,3237,5391,3995
43,3312,3121,3930
44,3172,3202,3803
45,3088,3726,3775
46,3155,3326,3850
47,3258,3137,3911
48,2957,3135,3494
49,3497,3437,4171
50,3329,4384,3919
51,3336,73253,3935
52,26784,99761,80462
53,65953,4848,68605
54,3697,3491,4624
55,3235,3331,3914
56,3118,3173,3707
57,3673,3380,4240
58,3379,51482,4051
59,28071,5917,51506
60,4410,3682,6150
61,3383,3403,4449
62,3296,68023,4162
63,4499,4173,6318
64,36727,5159,38957
65,26221,4439,28328
66,3519,3932,4139
67,3267,3386,3801
68,2950,3112,3530
69,3628,3344,4221
70,2860,2910,3337
71,2673,3027,3195
72,2721,15820,3146
73,3165,3441,3805
74,3169,7151,3828
75,3573,3673,4319
76,3295,3542,3891
77,3109,3331,3774
78,3193,3030,3739
79,3252,3065,3978
80,2865,3173,3448
81,2976,2922,3516
82,3434,2983,3883
83,3711,3263,4228
84,3024,2904,3687
85,3147,3125,3816
86,2835,3062,3395
87,86998,8554,100710
88,4369,4275,5636
89,4343,4357,5435
90,4201,7238,4854
91,3706,3609,4298
92,3695,3711,4360
