count_idx,send_a_block_ns,send_b_block_ns,send_gap_ab_ns
1,13420,7111,15846
2,65319,8678,69392
3,10989,4935,12550
4,16327,5276,18192
5,17474,6157,19524
6,15191,5079,17054
7,13725,5532,15600
8,16523,5676,18561
9,13312,5251,15418
10,40020,5222,41904
11,12698,5530,14789
12,8862,4722,10656
13,8722,5004,10419
14,17677,6062,19779
15,9860,4877,11675
16,16042,5603,17974
17,15198,6587,26845
18,16860,5595,18934
19,12945,4654,14939
20,16616,5674,18388
21,15707,5625,17684
22,11661,5026,13664
23,15026,5346,17080
24,7797,4714,9598
25,14602,5880,16607
26,17524,5480,19623
27,11935,5786,13634
28,15811,4295,17531
29,6385,4169,8210
30,15494,5733,17913
31,15362,5875,17637
32,13011,3656,14431
33,13359,4099,15173
34,11005,4675,12623
35,5483,3516,6993
36,52479,8428,56239
37,8832,3474,10244
38,12685,6170,14870
39,10222,28799,11763
40,12710,3808,14299
41,13162,5816,15597
42,32683,5687,42610
43,16214,3981,18093
44,9158,4764,10956
45,13349,19698,15258
46,16366,5509,18165
47,8647,4748,10241
48,10464,4511,11819
49,41413,3846,43036
50,10450,3400,11759
51,12551,5853,14728
52,9990,3405,11471
53,15405,5724,17238
54,6503,2972,7598
55,19169,5999,21059
56,10200,3524,11456
57,30452,6146,32706
58,11424,4988,13680
59,16966,5585,19748
60,12872,5332,14646
61,14127,22462,16010
62,16681,5391,18492
63,18643,43659,20639
64,12148,5676,13929
65,11591,5199,13160
66,7371,5184,9248
67,7716,4464,9275
68,10180,4963,12055
69,10739,5401,12332
70,13530,3784,14951
71,12131,4776,14070
72,7879,3378,9232
73,13682,3693,15025
74,17276,5540,19259
75,11342,5048,12922
76,8315,4283,9618
77,38873,5216,41670
78,16971,5722,18706
79,14498,4533,15990
80,7238,3367,8505
81,15062,5031,16951
82,11984,5150,14005
83,10813,4398,12380
84,7859,3579,9233
85,14808,4199,16196
86,10311,5090,11958
87,9817,5045,11480
88,12068,16117,13619
89,47430,5790,50621
90,11497,4305,12977
91,14802,5463,16625
92,13301,4992,15195
93,10555,4850,12174
94,9828,4638,11574
95,6377,3658,7733
96,12356,4943,13784
97,10918,4980,13184
98,30698,11067,38549
99,16686,5867,18299
100,15440,5878,17182
101,15005,5155,16782
102,20035,6062,22030
103,14628,5615,16334
104,14069,5604,16041
105,12410,5015,14112
106,14595,5358,16591
107,9454,3776,10836
108,8188,4760,9859
109,39472,3550,40625
110,14241,4714,15984
111,13178,5243,14887
112,9727,4768,11386
113,6993,4163,8567
114,12994,3781,14290
115,9096,3234,10430
116,15980,5608,17788
117,14434,5524,16502
118,9853,4971,11601
119,5529,3084,6726
120,7763,4762,9472
121,9378,4988,11496
122,10477,4828,12409
123,7933,3385,9180
124,15457,5575,17294
125,8259,4508,9539
126,14300,4185,15790
127,13316,4598,14986
128,11139,3641,12898
129,13338,4050,14868
130,7637,12258,9421
131,11356,5319,13233
132,8003,3553,9074
133,7154,4435,8874
