count_idx,delay_ns,delay_center_ns,delay_centered_ns,clock_offset_ns,clock_sync_path_delay_ns,loop_gap_ns,recv_block_ns
51,677391,0,677391,0,0,4863,1871
52,593927,0,593927,0,0,6269,2069
53,395257,0,395257,0,0,5463,2914
54,462778,0,462778,0,0,6537,147364
55,464585,0,464585,0,0,158666,4058
56,462636,0,462636,0,0,8490,1974
57,460886,0,460886,0,0,5777,2297
58,457636,0,457636,0,0,5799,2217
59,384444,0,384444,0,0,5503,2104
60,287266,0,287266,0,0,5717,1822
61,280966,0,280966,0,0,4848,2093
62,277327,0,277327,0,0,5691,2245
63,208164,0,208164,0,0,5520,2515
64,396968,0,396968,0,0,5374,193277
65,360447,0,360447,0,0,205173,3313
66,327950,0,327950,0,0,5765,1540
67,322037,0,322037,0,0,3803,1268
68,316597,0,316597,0,0,2881,1165
69,311651,0,311651,0,0,2540,1192
70,306039,0,306039,0,0,2583,1333
71,301832,0,301832,0,0,2715,1580
72,497985,0,497985,0,0,2991,196014
73,490969,0,490969,0,0,208925,4668
74,488099,0,488099,0,0,8147,2288
75,480558,0,480558,0,0,5240,1752
76,476243,0,476243,0,0,4444,2022
77,472537,0,472537,0,0,4722,2038
78,472655,0,472655,0,0,7901,2246
79,470437,0,470437,0,0,5365,2427
80,468195,0,468195,0,0,5094,1788
81,465701,0,465701,0,0,5995,2156
82,463045,0,463045,0,0,5014,2028
83,459796,0,459796,0,0,4512,2115
84,552959,0,552959,0,0,5335,94490
85,556004,0,556004,0,0,104391,3920
86,553102,0,553102,0,0,6956,2165
87,550300,0,550300,0,0,4827,1795
88,444297,0,444297,0,0,4335,1819
89,436086,0,436086,0,0,5186,1630
90,428716,0,428716,0,0,3849,1754
91,420046,0,420046,0,0,3945,2211
92,415019,0,415019,0,0,4473,1748
93,410278,0,410278,0,0,4328,1746
94,404252,0,404252,0,0,4370,1916
95,398063,0,398063,0,0,4293,1932
96,393356,0,393356,0,0,4204,1925
97,505457,0,505457,0,0,5627,117620
98,504645,0,504645,0,0,124946,3114
99,499646,0,499646,0,0,6753,1847
100,462498,0,462498,0,0,4351,2030
101,256090,0,256090,0,0,4380,76174
102,249860,0,249860,0,0,87470,4634
103,299299,0,299299,0,0,8384,91298
104,299479,0,299479,0,0,98712,2885
105,296640,0,296640,0,0,8343,2114
106,292624,0,292624,0,0,5142,1676
107,285854,0,285854,0,0,3912,1636
108,282814,0,282814,0,0,4353,1787
109,280014,0,280014,0,0,4302,1811
110,276644,0,276644,0,0,4404,1780
111,273685,0,273685,0,0,4398,1940
112,271012,0,271012,0,0,4520,1644
113,394899,0,394899,0,0,5010,155228
114,391168,0,391168,0,0,164416,2877
115,384170,0,384170,0,0,5303,1227
116,378992,0,378992,0,0,2782,1198
117,374087,0,374087,0,0,2580,1298
118,369295,0,369295,0,0,2781,1404
119,365019,0,365019,0,0,2794,1176
120,361020,0,361020,0,0,2618,1121
121,356616,0,356616,0,0,3423,1831
122,432148,0,432148,0,0,3408,76893
123,308445,0,308445,0,0,87801,3900
124,305297,0,305297,0,0,6849,1877
125,304745,0,304745,0,0,4411,2434
126,304135,0,304135,0,0,4990,1900
127,299789,0,299789,0,0,4398,1773
128,300975,0,300975,0,0,4342,2418
129,297282,0,297282,0,0,6319,1702
130,241203,0,241203,0,0,4151,1678
131,223496,0,223496,0,0,4198,49998
132,223132,0,223132,0,0,60653,3448
133,218285,0,218285,0,0,5852,1849
134,121728,0,121728,0,0,3575,1917
135,184956,0,184956,0,0,3395,70359
136,176719,0,176719,0,0,76647,35080
137,151860,0,151860,0,0,41142,2382
138,146843,0,146843,0,0,4890,1823
139,143787,0,143787,0,0,3907,2257
140,139496,0,139496,0,0,4286,1809
141,135423,0,135423,0,0,3641,1838
142,200934,0,200934,0,0,3670,81334
143,196507,0,196507,0,0,90052,3310
144,191886,0,191886,0,0,6572,1805
145,187185,0,187185,0,0,5959,2719
146,496140,0,496140,0,0,4743,310999
147,430571,0,430571,0,0,321713,3563
148,423263,0,423263,0,0,6566,1720
149,368803,0,368803,0,0,4070,2140
150,337316,0,337316,0,0,4945,1854
151,332948,0,332948,0,0,4311,2297
152,496410,0,496410,0,0,4630,165282
153,498385,0,498385,0,0,174562,3328
154,496047,0,496047,0,0,7488,2131
155,492309,0,492309,0,0,4448,1671
156,488036,0,488036,0,0,3894,1691
157,484765,0,484765,0,0,4349,1984
158,475086,0,475086,0,0,4677,1771
159,469875,0,469875,0,0,4500,1672
160,466728,0,466728,0,0,4543,2133
161,567794,0,567794,0,0,5885,103118
162,569648,0,569648,0,0,111336,3303
163,567228,0,567228,0,0,6938,1936
164,563808,0,563808,0,0,4203,2088
165,560137,0,560137,0,0,4407,1969
166,556375,0,556375,0,0,4470,1749
167,552420,0,552420,0,0,3808,2143
168,549760,0,549760,0,0,4434,1626
169,546688,0,546688,0,0,4979,1819
170,543608,0,543608,0,0,4579,1806
171,540323,0,540323,0,0,4053,1691
172,581691,0,581691,0,0,4310,46230
173,582272,0,582272,0,0,52078,3051
174,580857,0,580857,0,0,7950,2368
175,578516,0,578516,0,0,6046,2347
176,577147,0,577147,0,0,4913,1974
177,574469,0,574469,0,0,6076,2415
178,570814,0,570814,0,0,4774,1966
179,338327,0,338327,0,0,4372,1623
180,329939,0,329939,0,0,4037,1820
181,362027,0,362027,0,0,4067,37448
182,362260,0,362260,0,0,43787,3131
183,478755,0,478755,0,0,8254,114920
184,486320,0,486320,0,0,127812,5305
185,484493,0,484493,0,0,11007,2515
186,473957,0,473957,0,0,5249,2105
187,469195,0,469195,0,0,4673,1923
188,464377,0,464377,0,0,4673,1836
189,461461,0,461461,0,0,4222,2377
190,415299,0,415299,0,0,5052,8830
191,203925,0,203925,0,0,11905,1937
192,201088,0,201088,0,0,4572,1827
193,197359,0,197359,0,0,5952,1812
194,194643,0,194643,0,0,4542,2232
195,230922,0,230922,0,0,5061,100108
196,151465,0,151465,0,0,107655,3303
197,239532,0,239532,0,0,6701,89569
198,240777,0,240777,0,0,99766,3169
199,235966,0,235966,0,0,5358,1294
200,234707,0,234707,0,0,2906,1224
201,232363,0,232363,0,0,3759,1305
202,230122,0,230122,0,0,2730,1472
203,224904,0,224904,0,0,2866,1144
204,219009,0,219009,0,0,2546,1631
205,377223,0,377223,0,0,3007,163340
206,374527,0,374527,0,0,168221,1881
207,371231,0,371231,0,0,3790,1159
208,369166,0,369166,0,0,2621,1880
209,412754,0,412754,0,0,4234,48586
210,409976,0,409976,0,0,52986,2098
211,404637,0,404637,0,0,4321,1286
212,398876,0,398876,0,0,2816,1192
213,394221,0,394221,0,0,2613,1622
214,443218,0,443218,0,0,3053,51431
215,439860,0,439860,0,0,62765,3672
216,438005,0,438005,0,0,7445,1666
217,434773,0,434773,0,0,5615,2095
218,431837,0,431837,0,0,5080,1911
219,429193,0,429193,0,0,4768,2587
220,425753,0,425753,0,0,5183,2085
221,422473,0,422473,0,0,4782,1786
222,418319,0,418319,0,0,4269,1700
223,413962,0,413962,0,0,4023,1476
224,462779,0,462779,0,0,2873,49395
225,1214884,0,1214884,0,0,61011,749609
