round,gen_attempts,t_gen_total_ns,gen_rtt_ns,ts_gen_success_ns,ts_swap_ns,swap_to_recv_ns,t_exp_ns,werner,pgen_success_bit,pswap_success_bit
0,1,653320,690950,1789999551073241304,1789999551073090515,166969,0,0.899273,1,1
1,1,384534,428944,1789999551073711917,1789999551073641298,126089,0,0.901028,1,1
2,1,241847,284476,1789999551074027563,1789999551074083162,140958,55599,0.000000,1,0
3,1,217647,261946,1789999551074493106,1789999551074533246,141368,40140,0.828302,1,1
4,1,201918,242417,1789999551074927661,1789999551074951740,107559,24079,0.855073,1,1
5,1,159948,176578,1789999551075243466,1789999551075392124,109118,148658,0.768507,1,1
6,1,164037,180437,1789999551075685579,1789999551075809959,107417,124380,0.781792,1,1
7,1,155247,177437,1789999551076090793,1789999551076239043,106637,148250,0.769621,1,1
8,1,154678,171228,1789999551076519307,1789999551076681497,106886,162190,0.758543,1,1
9,1,144888,162347,1789999551076952201,1789999551077091052,117525,138851,0.773247,1,1
10,1,136667,152687,1789999551077363514,1789999551077529446,106135,165932,0.755039,1,1
11,1,139048,159818,1789999551077799119,1789999551077956540,107935,157421,0.762727,1,1
12,1,138128,158418,1789999551078226593,1789999551078349775,108334,123182,0.787732,1,1
13,1,140128,161278,1789999551078620627,1789999551078774050,107673,153423,0.764344,1,1
14,1,137258,157558,1789999551079042021,1789999551079167254,107953,125233,0.000000,1,0
15,1,136898,157748,1789999551079434085,1789999551079572679,108372,138594,0.000000,1,0
16,1,138608,158978,1789999551079843399,1789999551079971914,106402,128515,0.783498,1,1
17,1,135708,156118,1789999551080237173,1789999551080402148,106651,164975,0.000000,1,0
18,1,136389,157119,1789999551080667898,1789999551080832362,106822,164464,0.755832,1,1
19,1,139628,160127,1789999551081101272,1789999551081260917,107381,159645,0.000000,1,0
20,1,137978,158518,1789999551081528475,1789999551081663871,109741,135396,0.000000,1,0
21,1,142958,163758,1789999551081940249,1789999551082080276,106430,140027,0.000000,1,0
22,1,138308,158748,1789999551082347483,1789999551082513790,107739,166307,0.000000,1,0
23,1,140208,162437,1789999551082787057,1789999551082942534,107389,155477,0.762239,1,1
