round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1789999511650863333,0.987776,0.916468,0.905266,1
1,1789999511651374737,0.990327,0.799342,0.791610,1
2,1789999511651809181,0.991060,0.879266,0.871405,1
3,1789999511652250415,0.991189,0.815049,0.807868,1
4,1789999511652670279,0.991567,0.867493,0.860177,1
5,1789999511653098904,0.991596,0.785066,0.778468,1
6,1789999511653529588,0.991338,0.781885,0.775113,1
7,1789999511653961342,0.991774,0.775454,0.769076,1
8,1789999511654410286,0.991022,0.753440,0.746675,1
9,1789999511654850161,0.991536,0.767968,0.761468,1
10,1789999511655291305,0.991288,0.758800,0.752189,1
11,1789999511655720329,0.991100,0.769676,0.762825,1
12,1789999511656146363,0.991458,0.771247,0.764659,1
13,1789999511656577468,0.991447,0.767569,0.761004,1
14,1789999511657002792,0.991288,0.773596,0.766856,1
15,1789999511657431506,0.991121,0.768507,0.761683,1
16,1789999511657857411,0.991625,0.773046,0.766572,1
17,1789999511658287735,0.991576,0.766895,0.760434,1
18,1789999511658683300,0.991754,0.799054,0.792465,1
19,1789999511659106284,0.991477,0.776642,0.770022,1
20,1789999511659535459,0.991893,0.768998,0.762764,1
21,1789999511659968433,0.991645,0.765867,0.759468,1
22,1789999511660369368,0.991486,0.789191,0.782472,1
23,1789999511660768802,0.991804,0.794703,0.788189,1
24,1789999511661174187,0.991804,0.791665,0.785176,1
25,1789999511661605401,0.990000,0.766289,0.758626,1
26,1789999511662033146,0.991546,0.774106,0.767561,1
27,1789999511662465560,0.990307,0.765553,0.758133,1
28,1789999511662894834,0.991477,0.768814,0.762261,1
29,1789999511663342758,0.990862,0.756127,0.749217,1
30,1789999511663770233,0.990505,0.770237,0.762924,1
31,1789999511664200717,0.991933,0.766733,0.760547,1
32,1789999511664599102,0.991715,0.791958,0.785396,1
33,1789999511665025266,0.991635,0.768252,0.761826,1
34,1789999511665456290,0.991199,0.770222,0.763444,1
35,1789999511665851075,0.991744,0.806568,0.799909,1
36,1789999511666247200,0.991972,0.793591,0.787220,1
37,1789999511666676774,0.991387,0.773750,0.767086,1
38,1789999511667099679,0.991913,0.773541,0.767285,1
39,1789999511667525313,0.991685,0.767469,0.761087,1
40,1789999511667948807,0.991774,0.772127,0.765776,1
41,1789999511668373742,0.991249,0.770460,0.763718,1
42,1789999511668813366,0.979797,0.761072,0.745696,1
43,1789999511669237530,0.991903,0.770877,0.764636,1
44,1789999511669664965,0.991794,0.769152,0.762840,1
45,1789999511670075059,0.991834,0.783122,0.776726,1
46,1789999511670506163,0.991507,0.765959,0.759454,1
47,1789999511670933138,0.992082,0.769906,0.763809,1
48,1789999511671363722,0.991030,0.763413,0.756566,1
49,1789999511671791486,0.991160,0.771641,0.764820,1
50,1789999511672224141,0.991675,0.764994,0.758626,1
51,1789999511672652455,0.991715,0.769629,0.763252,1
52,1789999511673081019,0.991516,0.768115,0.761598,1
53,1789999511673511904,0.990812,0.766526,0.759483,1
54,1789999511673934208,0.991635,0.775849,0.769359,1
55,1789999511674363942,0.991329,0.764620,0.757990,1
56,1789999511674787697,0.991734,0.773904,0.767508,1
57,1789999511675220551,0.991615,0.763413,0.757012,1
58,1789999511675656235,0.991586,0.763841,0.757413,1
59,1789999511676087400,0.991724,0.766204,0.759863,1
60,1789999511676520824,0.991120,0.761468,0.754706,1
