sample_idx,t1_ns,t2_ns,t3_ns,t4_ns,master_to_slave_ns,slave_to_master_ns,offset_ns,path_delay_ns,used_for_offset,used_for_best_path,clock_sync_method,clock_offset_final_ns,clock_offset_mean_ns,clock_offset_median_ns,clock_offset_best_path_median_ns,clock_offset_std_ns,clock_offset_mad_ns,clock_sync_path_delay_final_ns,clock_sync_path_delay_mean_ns,clock_sync_path_delay_min_ns,clock_sync_path_delay_median_ns,clock_sync_path_delay_p95_ns,clock_sync_path_delay_best_median_ns,clock_sync_negative_or_suspicious,sync_quality
1,1780651161021215622,1780651161021310768,1780651161021310888,1780651161021370535,95146,59647,-17749,77396,0,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
2,1780651161021384183,1780651161021396033,1780651161021396065,1780651161021423245,11850,27180,7665,19515,0,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
3,1780651161021428668,1780651161021471764,1780651161021471796,1780651161021492631,43096,20835,-11130,31965,0,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
4,1780651161021504258,1780651161021513986,1780651161021514015,1780651161021528188,9728,14173,2222,11950,0,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
5,1780651161021538356,1780651161021546514,1780651161021546542,1780651161021560097,8158,13555,2698,10856,0,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
6,1780651161021570215,1780651161021577954,1780651161021577981,1780651161021599747,7739,21766,7013,14752,0,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
7,1780651161021629243,1780651161021647961,1780651161021647990,1780651161021662065,18718,14075,-2321,16396,0,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
8,1780651161021672332,1780651161021680522,1780651161021680553,1780651161021693935,8190,13382,2596,10786,0,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
9,1780651161021704020,1780651161021712034,1780651161021712063,1780651161021725302,8014,13239,2612,10626,0,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
10,1780651161021735233,1780651161021743124,1780651161021743153,1780651161021756435,7891,13282,2695,10586,0,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
11,1780651161021766319,1780651161021774216,1780651161021774244,1780651161021787704,7897,13460,2781,10678,0,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
12,1780651161021797509,1780651161021805450,1780651161021805479,1780651161021819017,7941,13538,2798,10739,0,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
13,1780651161021828875,1780651161021836666,1780651161021836695,1780651161021849846,7791,13151,2680,10471,0,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
14,1780651161021859677,1780651161021867597,1780651161021867626,1780651161021880853,7920,13227,2653,10573,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
15,1780651161021890704,1780651161021898447,1780651161021898475,1780651161021911681,7743,13206,2731,10474,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
16,1780651161021921403,1780651161021929168,1780651161021929197,1780651161021942438,7765,13241,2738,10503,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
17,1780651161021952387,1780651161021963336,1780651161021963362,1780651161021975251,10949,11889,470,11419,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
18,1780651161021984101,1780651161021991092,1780651161021991118,1780651161022002975,6991,11857,2433,9424,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
19,1780651161022011820,1780651161022018899,1780651161022018924,1780651161022030693,7079,11769,2345,9424,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
20,1780651161022039534,1780651161022046547,1780651161022046572,1780651161022058409,7013,11837,2412,9425,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
21,1780651161022067200,1780651161022074132,1780651161022074157,1780651161022086013,6932,11856,2462,9394,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
22,1780651161022094798,1780651161022101644,1780651161022101670,1780651161022113576,6846,11906,2530,9376,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
23,1780651161022122321,1780651161022129352,1780651161022129377,1780651161022141205,7031,11828,2398,9429,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
24,1780651161022150146,1780651161022157063,1780651161022157089,1780651161022168921,6917,11832,2457,9374,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
25,1780651161022177757,1780651161022184753,1780651161022184778,1780651161022196512,6996,11734,2369,9365,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
26,1780651161022205311,1780651161022212232,1780651161022212257,1780651161022223963,6921,11706,2392,9313,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
27,1780651161022232788,1780651161022239805,1780651161022239830,1780651161022251623,7017,11793,2388,9405,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
28,1780651161022260536,1780651161022267415,1780651161022267440,1780651161022279346,6879,11906,2513,9392,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
29,1780651161022291214,1780651161022298188,1780651161022298214,1780651161022310408,6974,12194,2610,9584,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
30,1780651161022319397,1780651161022326345,1780651161022326371,1780651161022338030,6948,11659,2355,9303,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
31,1780651161022346834,1780651161022353801,1780651161022353827,1780651161022365693,6967,11866,2449,9416,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
32,1780651161022374533,1780651161022381533,1780651161022381558,1780651161022393392,7000,11834,2417,9417,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
33,1780651161022402212,1780651161022409248,1780651161022409274,1780651161022421067,7036,11793,2378,9414,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
34,1780651161022429958,1780651161022436916,1780651161022436942,1780651161022448680,6958,11738,2390,9348,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
35,1780651161022457568,1780651161022464560,1780651161022464586,1780651161022476373,6992,11787,2397,9389,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
36,1780651161022485204,1780651161022492156,1780651161022492182,1780651161022503928,6952,11746,2397,9349,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
37,1780651161022512865,1780651161022519672,1780651161022519697,1780651161022531447,6807,11750,2471,9278,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
38,1780651161022540248,1780651161022547234,1780651161022547261,1780651161022559046,6986,11785,2399,9385,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
39,1780651161022567951,1780651161022574828,1780651161022574853,1780651161022586689,6877,11836,2479,9356,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
40,1780651161022595597,1780651161022602532,1780651161022602558,1780651161022614375,6935,11817,2441,9376,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
41,1780651161022623212,1780651161022630084,1780651161022630110,1780651161022641858,6872,11748,2438,9310,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
42,1780651161022650685,1780651161022657525,1780651161022657551,1780651161022669241,6840,11690,2425,9265,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
43,1780651161022678131,1780651161022684994,1780651161022685019,1780651161022696754,6863,11735,2436,9299,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
44,1780651161022705647,1780651161022712613,1780651161022712638,1780651161022724522,6966,11884,2459,9425,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
45,1780651161022733320,1780651161022740228,1780651161022740254,1780651161022752073,6908,11819,2455,9363,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
46,1780651161022760873,1780651161022767742,1780651161022767767,1780651161022779567,6869,11800,2465,9334,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
47,1780651161022788339,1780651161022795204,1780651161022795229,1780651161022807668,6865,12439,2787,9652,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
48,1780651161022817003,1780651161022823986,1780651161022824012,1780651161022835964,6983,11952,2484,9467,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
49,1780651161022844823,1780651161022851635,1780651161022851661,1780651161022863413,6812,11752,2470,9282,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
50,1780651161022872281,1780651161022879163,1780651161022879189,1780651161022890842,6882,11653,2385,9267,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
51,1780651161022899673,1780651161022906524,1780651161022906550,1780651161022918285,6851,11735,2442,9293,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
52,1780651161022927149,1780651161022933882,1780651161022933908,1780651161022945571,6733,11663,2465,9198,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
53,1780651161022954501,1780651161022961358,1780651161022961384,1780651161022973128,6857,11744,2443,9300,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
54,1780651161022981984,1780651161022988920,1780651161022988946,1780651161023000686,6936,11740,2402,9338,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
55,1780651161023009610,1780651161023016424,1780651161023016450,1780651161023028291,6814,11841,2513,9327,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
56,1780651161023037105,1780651161023044126,1780651161023044152,1780651161023055999,7021,11847,2413,9434,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
57,1780651161023064904,1780651161023071784,1780651161023071811,1780651161023083636,6880,11825,2472,9352,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
58,1780651161023092342,1780651161023099284,1780651161023099310,1780651161023111040,6942,11730,2394,9336,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
59,1780651161023119885,1780651161023126758,1780651161023126783,1780651161023138664,6873,11881,2504,9377,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
60,1780651161023147536,1780651161023154406,1780651161023154432,1780651161023166240,6870,11808,2469,9339,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
61,1780651161023175103,1780651161023182056,1780651161023182082,1780651161023193741,6953,11659,2353,9306,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
62,1780651161023202525,1780651161023209423,1780651161023209448,1780651161023221196,6898,11748,2425,9323,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
63,1780651161023230141,1780651161023237030,1780651161023237056,1780651161023248849,6889,11793,2452,9341,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
64,1780651161023257658,1780651161023264546,1780651161023264572,1780651161023276298,6888,11726,2419,9307,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
65,1780651161023286745,1780651161023293596,1780651161023293621,1780651161023305621,6851,12000,2574,9425,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
66,1780651161023314525,1780651161023321396,1780651161023321422,1780651161023333172,6871,11750,2439,9310,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
67,1780651161023342035,1780651161023348982,1780651161023349007,1780651161023360831,6947,11824,2438,9385,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
68,1780651161023369733,1780651161023376561,1780651161023376587,1780651161023388344,6828,11757,2464,9292,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
69,1780651161023397229,1780651161023404068,1780651161023404094,1780651161023415828,6839,11734,2447,9286,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
70,1780651161023424706,1780651161023431521,1780651161023431546,1780651161023443238,6815,11692,2438,9253,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
71,1780651161023452133,1780651161023458922,1780651161023458947,1780651161023470717,6789,11770,2490,9279,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
72,1780651161023479753,1780651161023486717,1780651161023486743,1780651161023498418,6964,11675,2355,9319,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
73,1780651161023507331,1780651161023514295,1780651161023514320,1780651161023526142,6964,11822,2429,9393,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
74,1780651161023535006,1780651161023541875,1780651161023541901,1780651161023553695,6869,11794,2462,9331,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
75,1780651161023562476,1780651161023569356,1780651161023569382,1780651161023581049,6880,11667,2393,9273,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
76,1780651161023589829,1780651161023596730,1780651161023596755,1780651161023608636,6901,11881,2490,9391,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
77,1780651161023617471,1780651161023624341,1780651161023624367,1780651161023636103,6870,11736,2433,9303,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
78,1780651161023645029,1780651161023651847,1780651161023651872,1780651161023663628,6818,11756,2469,9287,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
79,1780651161023672392,1780651161023679276,1780651161023679302,1780651161023690997,6884,11695,2405,9289,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
80,1780651161023699848,1780651161023706703,1780651161023706729,1780651161023718563,6855,11834,2489,9344,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
81,1780651161023727439,1780651161023734378,1780651161023734404,1780651161023746251,6939,11847,2454,9393,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
82,1780651161023755037,1780651161023761891,1780651161023761917,1780651161023773622,6854,11705,2425,9279,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
83,1780651161023782476,1780651161023789336,1780651161023789362,1780651161023801111,6860,11749,2444,9304,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
84,1780651161023809799,1780651161023816663,1780651161023816688,1780651161023828393,6864,11705,2420,9284,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
85,1780651161023837207,1780651161023844048,1780651161023844074,1780651161023855838,6841,11764,2461,9302,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
86,1780651161023864667,1780651161023871564,1780651161023871589,1780651161023883241,6897,11652,2377,9274,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
87,1780651161023892027,1780651161023898886,1780651161023898911,1780651161023910632,6859,11721,2431,9290,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
88,1780651161023919585,1780651161023926218,1780651161023926244,1780651161023937958,6633,11714,2540,9173,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
89,1780651161023946741,1780651161023953718,1780651161023953743,1780651161023965496,6977,11753,2388,9365,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
90,1780651161023974270,1780651161023981274,1780651161023981299,1780651161023992974,7004,11675,2335,9339,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
91,1780651161024001799,1780651161024008794,1780651161024008820,1780651161024020574,6995,11754,2379,9374,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
92,1780651161024029403,1780651161024036311,1780651161024036337,1780651161024048268,6908,11931,2511,9419,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
93,1780651161024057067,1780651161024064049,1780651161024064075,1780651161024075858,6982,11783,2400,9382,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
94,1780651161024084713,1780651161024091646,1780651161024091671,1780651161024103360,6933,11689,2378,9311,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
95,1780651161024112279,1780651161024119112,1780651161024119137,1780651161024130902,6833,11765,2466,9299,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
96,1780651161024139769,1780651161024146625,1780651161024146651,1780651161024158476,6856,11825,2484,9340,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
97,1780651161024167304,1780651161024174209,1780651161024174234,1780651161024185986,6905,11752,2423,9328,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
98,1780651161024194888,1780651161024201912,1780651161024201937,1780651161024213716,7024,11779,2377,9401,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
99,1780651161024222531,1780651161024229431,1780651161024229456,1780651161024241180,6900,11724,2412,9312,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
100,1780651161024250050,1780651161024256924,1780651161024256950,1780651161024268684,6874,11734,2430,9304,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
101,1780651161024280273,1780651161024287222,1780651161024287247,1780651161024299276,6949,12029,2540,9489,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
102,1780651161024308163,1780651161024314953,1780651161024314979,1780651161024326745,6790,11766,2488,9278,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
103,1780651161024335937,1780651161024342515,1780651161024342541,1780651161024354337,6578,11796,2609,9187,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
104,1780651161024363101,1780651161024369920,1780651161024369946,1780651161024381694,6819,11748,2464,9283,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
105,1780651161024390579,1780651161024397436,1780651161024397462,1780651161024409124,6857,11662,2402,9259,1,1,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
106,1780651161024418044,1780651161024425000,1780651161024425025,1780651161024436904,6956,11879,2461,9417,1,0,best-path-median,2439,2225,2458,2439,2138.609351,60,9304,10186,9171,9374,13797,9304,0,ok
