round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1790177411707563857,0.961414,0.919570,0.884088,1
1,1790177411708153309,0.974764,0.833803,0.000000,0
2,1790177411709059047,0.989981,0.532005,0.526675,1
3,1790177411709786357,0.725883,0.990505,0.000000,0
4,1790177411710588096,0.990368,0.567746,0.000000,0
5,1790177411711410546,0.990466,0.524751,0.519748,1
6,1790177453775852542,0.985023,0.773603,0.000000,0
7,1790177453776479503,0.984985,0.767209,0.755689,1
8,1790177453776972797,0.984944,0.808522,0.796350,1
9,1790177453778043743,0.518445,0.992210,0.514406,1
10,1790177453778863672,0.992052,0.546614,0.000000,0
11,1790177453779281236,0.992756,0.785389,0.779700,1
12,1790177453780091716,0.992449,0.526243,0.522269,1
13,1790177453780501340,0.992836,0.922462,0.000000,0
14,1790177453781657415,0.992905,0.369540,0.000000,0
15,1790177453782422115,0.992419,0.551981,0.547796,1
16,1790177453783190315,0.992647,0.542638,0.000000,0
17,1790177453784370569,0.992836,0.360099,0.357519,1
18,1790177459795078830,0.984944,0.571722,0.563114,1
19,1790177468809842041,0.984866,0.457458,0.450535,1
