round,gen_attempts,t_gen_total_ns,gen_rtt_ns,ts_gen_success_ns,ts_swap_ns,swap_to_recv_ns,t_exp_ns,werner,pgen_success_bit,pswap_success_bit
0,3,2075858,596671,1790178321553385413,1790178321553106934,278569,0,0.000000,1,0
1,1,417597,425008,1790178321553830591,1790178321553692436,263428,0,0.000000,1,0
2,3,1206042,393987,1790178321555171606,1790178321554918700,277137,0,0.000000,1,0
3,2,783564,394647,1790178321555988421,1790178321555731379,257132,0,0.000000,1,0
4,1,394617,403537,1790178321556399369,1790178321556135904,263555,0,0.000000,1,0
5,3,1125411,378577,1790178321557543870,1790178321557288639,255311,0,0.442175,1,1
6,3,2420455,620812,1790178327566831233,1790178327566616747,262217,0,0.910584,1,1
7,1,449398,469029,1790178327567347942,1790178327567098350,263823,0,0.000000,1,0
8,1,605434,632825,1790178360621965942,1790178360622535470,274628,569528,0.000000,1,0
9,1,437443,460003,1790178360623279061,1790178360623051483,246398,0,0.000000,1,0
10,1,379762,387253,1790178360623694103,1790178360623614636,235848,0,0.000000,1,0
11,2,779485,394803,1790178360624640100,1790178360624652902,228099,12802,0.000000,1,0
12,2,1258881,480018,1790178363630848349,1790178363630598881,249568,0,0.000000,1,0
13,2,861944,441058,1790178363631752814,1790178363631523469,240826,0,0.000000,1,0
14,2,835084,412668,1790178363632616299,1790178363632386317,245572,0,0.000000,1,0
15,1,397486,409617,1790178363633041056,1790178363632928960,231768,0,0.000000,1,0
16,2,771463,402117,1790178363633945132,1790178363633714910,230332,0,0.000000,1,0
17,2,1115662,486320,1790178369644894531,1790178369644660819,251593,0,0.555863,1,1
18,1,426338,438599,1790178369645374731,1790178369645403519,241888,28788,0.000000,1,0
19,2,796536,406759,1790178369646456653,1790178369646223018,233715,0,0.553816,1,1
20,2,791126,403888,1790178369647269920,1790178369647038167,231853,0,0.000000,1,0
21,3,1188974,397818,1790178369648479755,1790178369648249711,263705,0,0.000000,1,0
22,1,374338,384878,1790178369648900874,1790178369649056220,234932,155346,0.000000,1,0
23,3,1133443,379727,1790178369650437865,1790178369650209405,268971,0,0.000000,1,0
24,3,1151414,388158,1790178369651655900,1790178369651421099,234901,0,0.000000,1,0
25,3,1136243,383798,1790178369652813884,1790178369652581063,232901,0,0.687657,1,1
26,1,373508,384328,1790178369653207742,1790178369652977738,272495,0,0.000000,1,0
27,1,376658,387268,1790178369653640091,1790178369653410662,276730,0,0.000000,1,0
28,2,1207500,476824,1790178372657600276,1790178372657686444,243944,86168,0.000000,1,0
29,1,435424,441754,1790178372658380912,1790178372659067506,244643,686594,0.000000,1,0
30,1,387273,394003,1790178372659710242,1790178372659484640,243212,0,0.000000,1,0
31,1,404623,412213,1790178372660141435,1790178372659911875,229650,0,0.000000,1,0
32,2,798786,391183,1790178372660956711,1790178372660725494,231317,0,0.000000,1,0
33,1,384413,391573,1790178372661358364,1790178372661130349,228095,0,0.788410,1,1
34,3,1169799,390983,1790178372662543783,1790178372662315643,268221,0,0.000000,1,0
35,1,377923,385443,1790178372662970567,1790178372662739657,230990,0,0.000000,1,0
36,1,373703,380743,1790178372663360240,1790178372663127392,232938,0,0.000000,1,0
37,4,1494611,384183,1790178372664869761,1790178372664638542,231299,0,0.000000,1,0
38,3,1131319,375473,1790178372666031760,1790178372665801127,230723,0,0.000000,1,0
39,2,739515,376032,1790178372666788105,1790178372666554637,233548,0,0.000000,1,0
40,3,1116298,377873,1790178372667920284,1790178372667687692,232672,0,0.000000,1,0
41,2,739266,377933,1790178372668676370,1790178372668444702,231748,0,0.000000,1,0
42,1,369773,379203,1790178372669065863,1790178372668839397,277616,0,0.000000,1,0
43,1,373513,383413,1790178372669502306,1790178372669270601,231785,0,0.000000,1,0
44,3,1137659,384533,1790178372670658295,1790178372670424406,270759,0,0.000000,1,0
