round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1790178321553106934,0.984935,0.544051,0.000000,0
1,1790178321553692436,0.879336,0.991695,0.000000,0
2,1790178321554918700,0.991804,0.394334,0.000000,0
3,1790178321555731379,0.992210,0.555830,0.000000,0
4,1790178321556135904,0.992369,0.813803,0.000000,0
5,1790178321557288639,0.992022,0.445731,0.442175,1
6,1790178327566616747,0.920122,0.989634,0.910584,1
7,1790178327567098350,0.991278,0.973128,0.000000,0
8,1790178360622535470,0.414431,0.984836,0.000000,0
9,1790178360623051483,0.984896,0.806842,0.000000,0
10,1790178360623614636,0.856691,0.991526,0.000000,0
11,1790178360624652902,0.781597,0.992379,0.000000,0
12,1790178363630598881,0.990991,0.962703,0.000000,0
13,1790178363631523469,0.984738,0.521904,0.000000,0
14,1790178363632386317,0.990050,0.867120,0.000000,0
15,1790178363632928960,0.885433,0.991358,0.000000,0
16,1790178363633714910,0.992717,0.774903,0.000000,0
17,1790178369644660819,0.984826,0.564428,0.555863,1
18,1790178369645403519,0.759430,0.991358,0.000000,0
19,1790178369646223018,0.992240,0.558148,0.553816,1
20,1790178369647038167,0.991695,0.528664,0.000000,0
21,1790178369648249711,0.992220,0.350780,0.000000,0
22,1790178369649056220,0.673893,0.992290,0.000000,0
23,1790178369650209405,0.992300,0.397565,0.000000,0
24,1790178369651421099,0.992439,0.409562,0.000000,0
25,1790178369652581063,0.992816,0.692633,0.687657,1
26,1790178369652977738,0.992528,0.786418,0.000000,0
27,1790178369653410662,0.992558,0.762238,0.000000,0
28,1790178372657686444,0.706456,0.981769,0.000000,0
29,1790178372659067506,0.394188,0.984797,0.000000,0
30,1790178372659484640,0.990219,0.858089,0.000000,0
31,1790178372659911875,0.991080,0.943377,0.000000,0
32,1790178372660725494,0.992905,0.838821,0.000000,0
33,1790178372661130349,0.992439,0.794417,0.788410,1
34,1790178372662315643,0.992240,0.416225,0.000000,0
35,1790178372662739657,0.992885,0.770199,0.000000,0
36,1790178372663127392,0.992836,0.798407,0.000000,0
37,1790178372664638542,0.992647,0.540035,0.000000,0
38,1790178372665801127,0.992369,0.364716,0.000000,0
39,1790178372666554637,0.992697,0.555086,0.000000,0
40,1790178372667687692,0.992766,0.376722,0.000000,0
41,1790178372668444702,0.992945,0.748476,0.000000,0
42,1790178372668839397,0.991655,0.785192,0.000000,0
43,1790178372669270601,0.992945,0.894099,0.000000,0
44,1790178372670424406,0.992538,0.369628,0.000000,0
