count_index,emit_ts_ns,rtt_ns,e2r_ns,werner
50,1784541757642630900,140401,69452,0.946324
51,1784541757642775276,144338,71023,0.945152
52,1784541757642922833,136217,70207,0.945761
53,1784541757643062032,135021,69894,0.945994
54,1784541757643200123,147773,69249,0.946475
55,1784541757643351512,139467,72576,0.943996
56,1784541757643493842,135076,69536,0.946261
57,1784541757643631893,134329,69161,0.946541
58,1784541757643769179,136076,69918,0.945976
59,1784541757643908593,134147,69523,0.946271
60,1784541757644045648,134049,68587,0.946970
61,1784541757644182658,134482,69659,0.946169
62,1784541757644320040,136553,69938,0.945961
63,1784541757644459611,133953,68628,0.946939
64,1784541757644596420,133909,68949,0.946699
65,1784541757644733320,133043,68955,0.946695
66,1784541757644869614,133308,69276,0.946455
67,1784541757645006215,132082,68480,0.947050
68,1784541757645141157,134223,68709,0.946879
69,1784541757645278228,131095,68705,0.946882
70,1784541757645412370,130912,69706,0.946134
71,1784541757645546448,131467,68632,0.946936
72,1784541757645680763,129693,68614,0.946950
73,1784541757645813368,128736,68197,0.947261
74,1784541757645944800,127652,67459,0.947813
75,1784541757646075738,129286,67821,0.947542
76,1784541757646207898,130386,68642,0.946929
77,1784541757646341193,166764,67807,0.947553
78,1784541757646514026,201178,115728,0.912574
79,1784541757646720047,200102,110343,0.916422
80,1784541757646923856,154623,85016,0.934798
81,1784541757647081551,179798,77849,0.940083
82,1784541757647266678,196996,112790,0.914671
83,1784541757647469932,179628,89225,0.931712
84,1784541757647653670,158396,80749,0.937940
85,1784541757647816388,231588,128313,0.903662
86,1784541757648051577,174091,74693,0.942423
87,1784541757648229792,154482,83580,0.935854
88,1784541757648387674,129078,68383,0.947122
89,1784541757648519788,125881,66464,0.948557
90,1784541757648648640,119675,65569,0.949228
91,1784541757648771424,126778,66225,0.948736
92,1784541757648901112,125157,65458,0.949311
93,1784541757649029086,124498,65160,0.949534
94,1784541757649156290,119873,61425,0.952339
95,1784541757649278857,124184,58879,0.954257
96,1784541757649405840,123297,64297,0.950181
97,1784541757649531871,123980,64889,0.949737
98,1784541757649658742,122665,64480,0.950044
99,1784541757649784191,130581,63262,0.950958
100,1784541757649917453,123751,64777,0.949821
101,1784541757650043900,122830,63828,0.950533
102,1784541757650169432,121530,63423,0.950837
103,1784541757650300035,125468,66485,0.948542
104,1784541757650428591,155147,86926,0.933396
105,1784541757650586643,127667,66970,0.948179
106,1784541757650717022,124733,65196,0.949507
107,1784541757650844500,124744,65369,0.949377
