count_index,s2r_ns,r2a_ns,total_ns,werner,inter_success_gap
50,69452,626,70078,0.946324,0
51,71023,623,71646,0.945152,1
52,70207,643,70850,0.945761,1
53,69894,608,70502,0.945994,1
54,69249,597,69846,0.946475,1
56,69536,696,70232,0.946261,2
57,69161,638,69799,0.946541,1
58,69918,768,70686,0.945976,1
60,68587,649,69236,0.946970,2
61,69659,606,70265,0.946169,1
62,69938,748,70686,0.945961,1
63,68628,540,69168,0.946939,1
65,68955,568,69523,0.946695,2
66,69276,628,69904,0.946455,1
67,68480,547,69027,0.947050,1
68,68709,793,69502,0.946879,1
70,69706,692,70398,0.946134,2
71,68632,729,69361,0.946936,1
72,68614,536,69150,0.946950,1
74,67459,666,68125,0.947813,2
76,68642,604,69246,0.946929,2
77,67807,631,68438,0.947553,1
78,115728,777,116505,0.912574,1
79,110343,670,111013,0.916422,1
82,112790,870,113660,0.914671,3
83,89225,868,90093,0.931712,1
84,80749,792,81541,0.937940,1
85,128313,678,128991,0.903662,1
86,74693,1036,75729,0.942423,1
87,83580,733,84313,0.935854,1
88,68383,595,68978,0.947122,1
89,66464,582,67046,0.948557,1
90,65569,560,66129,0.949228,1
91,66225,580,66805,0.948736,1
92,65458,541,65999,0.949311,1
93,65160,563,65723,0.949534,1
94,61425,526,61951,0.952339,1
96,64297,555,64852,0.950181,2
97,64889,603,65492,0.949737,1
98,64480,547,65027,0.950044,1
99,63262,574,63836,0.950958,1
100,64777,528,65305,0.949821,1
101,63828,592,64420,0.950533,1
103,66485,595,67080,0.948542,2
104,86926,612,87538,0.933396,1
105,66970,592,67562,0.948179,1
106,65196,588,65784,0.949507,1
107,65369,589,65958,0.949377,1
108,64625,572,65197,0.949935,1
112,74613,704,75317,0.942482,4
113,65327,616,65943,0.949409,1
114,86292,696,86988,0.933861,1
115,72628,660,73288,0.943957,1
116,65911,583,66494,0.948971,1
117,69812,654,70466,0.946055,1
119,64493,568,65061,0.950034,2
120,64869,597,65466,0.949752,1
121,97098,620,97718,0.925974,1
122,67133,652,67785,0.948057,1
123,65148,624,65772,0.949543,1
125,65212,573,65785,0.949495,2
126,58637,607,59244,0.954439,1
127,65171,579,65750,0.949526,1
128,199441,487,199928,0.855351,1
129,70759,585,71344,0.945349,1
130,67382,581,67963,0.947870,1
133,100088,704,100792,0.923806,3
134,69481,615,70096,0.946302,1
135,66574,596,67170,0.948475,1
136,67778,572,68350,0.947574,1
137,66187,600,66787,0.948765,1
139,65837,593,66430,0.949027,2
141,68684,588,69272,0.946897,2
142,66243,573,66816,0.948723,1
143,69465,582,70047,0.946314,1
144,95419,550,95969,0.927194,1
145,68753,605,69358,0.946846,1
146,82082,684,82766,0.936957,1
147,71721,623,72344,0.944632,1
148,71786,697,72483,0.944584,1
149,72743,643,73386,0.943872,1
150,72740,594,73334,0.943874,1
151,91152,847,91999,0.930303,1
152,95163,657,95820,0.927380,1
153,98487,992,99479,0.924966,1
154,118774,763,119537,0.910407,1
156,73205,686,73891,0.943528,2
157,67258,667,67925,0.947963,1
158,81327,751,82078,0.937514,1
160,68748,564,69312,0.946850,2
161,67886,646,68532,0.947494,1
162,101490,580,102070,0.922792,1
163,72644,703,73347,0.943945,1
165,67382,629,68011,0.947870,2
166,68710,647,69357,0.946878,1
168,67168,590,67758,0.948030,2
169,67844,545,68389,0.947525,1
170,67151,610,67761,0.948043,1
171,70587,619,71206,0.945477,1
172,70173,619,70792,0.945786,1
173,72364,652,73016,0.944154,1
174,68862,683,69545,0.946764,1
175,69800,626,70426,0.946064,1
176,119340,705,120045,0.910005,1
177,70640,718,71358,0.945438,1
178,69978,620,70598,0.945931,1
180,69590,612,70202,0.946221,2
181,70846,682,71528,0.945284,1
182,71213,727,71940,0.945011,1
183,72539,686,73225,0.944024,1
184,72178,791,72969,0.944292,1
185,89105,762,89867,0.931800,1
186,76236,810,77046,0.941278,1
188,70244,604,70848,0.945733,2
189,70559,821,71380,0.945498,1
190,69999,524,70523,0.945916,1
191,69998,595,70593,0.945917,1
192,69537,627,70164,0.946260,1
193,69157,616,69773,0.946544,1
194,68521,641,69162,0.947019,1
195,70558,734,71292,0.945499,1
197,69777,668,70445,0.946081,2
198,70233,615,70848,0.945741,1
199,70765,624,71389,0.945345,1
200,69822,647,70469,0.946048,1
201,69804,563,70367,0.946061,1
202,69855,585,70440,0.946023,1
203,70369,834,71203,0.945640,1
205,68566,578,69144,0.946985,2
206,70983,715,71698,0.945182,1
208,68726,864,69590,0.946866,2
209,69334,582,69916,0.946412,1
210,77813,588,78401,0.940110,1
212,69777,758,70535,0.946081,2
213,67978,610,68588,0.947425,1
215,133294,1016,134310,0.900166,2
217,99853,590,100443,0.923976,2
218,92681,600,93281,0.929187,1
220,78738,718,79456,0.939426,2
221,77403,665,78068,0.940413,1
222,73577,697,74274,0.943252,1
223,76234,674,76908,0.941279,1
224,76531,646,77177,0.941059,1
225,72794,701,73495,0.943834,1
227,73677,780,74457,0.943177,2
228,73039,689,73728,0.943652,1
229,73013,648,73661,0.943671,1
230,72668,717,73385,0.943928,1
231,75734,599,76333,0.941650,1
232,74844,648,75492,0.942311,1
233,72804,626,73430,0.943826,1
235,72245,667,72912,0.944242,2
236,78303,650,78953,0.939747,1
237,76011,587,76598,0.941445,1
240,71607,638,72245,0.944717,3
241,71479,624,72103,0.944813,1
242,71353,624,71977,0.944907,1
243,72243,689,72932,0.944244,1
244,70964,653,71617,0.945196,1
245,71996,660,72656,0.944428,1
246,84046,642,84688,0.935511,1
247,73192,664,73856,0.943538,1
248,72702,614,73316,0.943902,1
249,73438,671,74109,0.943355,1
250,73723,627,74350,0.943143,1
251,78944,700,79644,0.939273,1
254,76907,714,77621,0.940781,3
255,76073,716,76789,0.941399,1
256,75806,731,76537,0.941597,1
258,75130,732,75862,0.942098,2
259,95853,964,96817,0.926878,1
260,183297,1637,184934,0.866017,1
262,205915,610,206525,0.851122,2
264,83851,811,84662,0.935655,2
265,78426,665,79091,0.939656,1
266,69719,667,70386,0.946125,1
267,67934,646,68580,0.947458,1
268,69860,652,70512,0.946019,1
269,67113,629,67742,0.948072,1
270,67566,626,68192,0.947733,1
271,68362,683,69045,0.947138,1
272,67856,574,68430,0.947516,1
275,69134,650,69784,0.946561,3
276,69198,604,69802,0.946514,1
277,68192,649,68841,0.947265,1
278,68077,620,68697,0.947351,1
279,69339,719,70058,0.946408,1
281,69054,587,69641,0.946621,2
282,68135,576,68711,0.947307,1
283,68982,634,69616,0.946675,1
284,69631,630,70261,0.946190,1
285,68198,601,68799,0.947260,1
286,67805,596,68401,0.947554,1
287,70376,641,71017,0.945635,1
288,67736,598,68334,0.947606,1
289,76107,667,76774,0.941374,1
290,67561,603,68164,0.947737,1
292,67031,594,67625,0.948133,2
293,86615,686,87301,0.933624,1
294,74437,628,75065,0.942613,1
295,70625,639,71264,0.945449,1
296,71700,716,72416,0.944648,1
297,68758,651,69409,0.946842,1
298,67952,578,68530,0.947444,1
299,69383,585,69968,0.946375,1
300,185390,711,186101,0.864624,1
301,69823,683,70506,0.946047,1
302,68394,573,68967,0.947114,1
303,68515,586,69101,0.947024,1
304,66897,613,67510,0.948233,1
305,67865,595,68460,0.947509,1
306,68141,679,68820,0.947303,1
308,69182,621,69803,0.946525,2
309,70594,720,71314,0.945472,1
310,87975,599,88574,0.932627,1
312,67646,549,68195,0.947673,2
313,66899,576,67475,0.948232,1
314,66491,547,67038,0.948537,1
315,66120,581,66701,0.948815,1
316,66768,622,67390,0.948330,1
317,77525,648,78173,0.940323,1
318,69295,645,69940,0.946441,1
319,68959,566,69525,0.946692,1
320,73393,659,74052,0.943388,1
321,80868,681,81549,0.937852,1
322,70037,583,70620,0.945887,1
323,69222,598,69820,0.946496,1
324,70483,648,71131,0.945555,1
325,156953,535,157488,0.883795,1
326,66782,582,67364,0.948319,1
327,67464,578,68042,0.947809,1
329,66308,572,66880,0.948674,2
330,66785,598,67383,0.948317,1
331,68398,579,68977,0.947111,1
332,66504,594,67098,0.948527,1
333,66756,588,67344,0.948339,1
334,66132,618,66750,0.948806,1
338,66704,559,67263,0.948378,4
339,67514,627,68141,0.947772,1
340,66603,696,67299,0.948453,1
341,66919,698,67617,0.948217,1
343,67447,555,68002,0.947822,2
345,81941,719,82660,0.937061,2
346,71561,580,72141,0.944752,1
347,69132,632,69764,0.946563,1
348,68266,569,68835,0.947210,1
350,69587,647,70234,0.946223,2
351,68677,609,69286,0.946903,1
352,78211,765,78976,0.939815,1
353,68411,684,69095,0.947101,1
354,69025,619,69644,0.946643,1
356,84049,666,84715,0.935509,2
357,70660,613,71273,0.945423,1
360,69301,684,69985,0.946437,3
361,70488,615,71103,0.945551,1
362,70747,762,71509,0.945358,1
364,133763,521,134284,0.899838,2
366,70447,643,71090,0.945582,2
368,67543,619,68162,0.947750,2
370,67226,606,67832,0.947987,2
371,66709,608,67317,0.948374,1
372,67360,651,68011,0.947887,1
373,74226,651,74877,0.942769,1
375,67340,695,68035,0.947902,2
377,65696,659,66355,0.949132,2
378,65596,602,66198,0.949207,1
379,65974,590,66564,0.948924,1
380,65219,609,65828,0.949490,1
381,65637,608,66245,0.949177,1
382,68225,626,68851,0.947240,1
383,67374,587,67961,0.947876,1
384,66525,633,67158,0.948512,1
385,65311,631,65942,0.949421,1
387,65307,659,65966,0.949424,2
389,65249,642,65891,0.949467,2
390,86195,663,86858,0.933932,1
391,66991,643,67634,0.948163,1
392,66305,664,66969,0.948676,1
393,66544,632,67176,0.948497,1
394,65627,586,66213,0.949184,1
395,67719,632,68351,0.947618,1
396,66674,782,67456,0.948400,1
397,67592,670,68262,0.947713,1
398,112188,813,113001,0.915101,1
399,96534,656,97190,0.926383,1
400,67301,653,67954,0.947931,1
401,123089,984,124073,0.907348,1
403,69755,664,70419,0.946098,2
404,67536,589,68125,0.947755,1
405,66891,629,67520,0.948238,1
406,67642,560,68202,0.947676,1
407,75306,703,76009,0.941968,1
408,69499,639,70138,0.946289,1
409,130823,559,131382,0.901898,1
411,69750,623,70373,0.946102,2
412,67464,602,68066,0.947809,1
413,67598,580,68178,0.947709,1
414,67060,610,67670,0.948111,1
415,66992,591,67583,0.948162,1
416,70704,569,71273,0.945390,1
417,70023,656,70679,0.945898,1
418,89598,663,90261,0.931439,1
419,69335,571,69906,0.946411,1
420,70345,560,70905,0.945658,1
421,68625,590,69215,0.946941,1
422,67332,593,67925,0.947908,1
423,66776,564,67340,0.948324,1
424,72920,612,73532,0.943740,1
425,72813,644,73457,0.943820,1
427,67892,676,68568,0.947489,2
428,67940,734,68674,0.947453,1
429,69514,617,70131,0.946278,1
430,68173,559,68732,0.947279,1
431,68069,582,68651,0.947357,1
432,72997,652,73649,0.943683,1
434,73699,695,74394,0.943161,2
436,100568,666,101234,0.923459,2
437,68625,546,69171,0.946941,1
438,70155,638,70793,0.945799,1
439,70405,654,71059,0.945613,1
440,92491,702,93193,0.929326,1
441,71789,608,72397,0.944582,1
442,68904,564,69468,0.946733,1
443,69779,622,70401,0.946080,1
444,69778,722,70500,0.946081,1
445,69661,624,70285,0.946168,1
448,68088,616,68704,0.947343,3
450,68107,789,68896,0.947328,2
451,72170,602,72772,0.944298,1
452,69424,592,70016,0.946345,1
453,67985,798,68783,0.947420,1
454,70425,636,71061,0.945598,1
455,72746,665,73411,0.943870,1
456,112697,795,113492,0.914737,1
457,73542,597,74139,0.943278,1
459,67878,684,68562,0.947500,2
461,84073,995,85068,0.935491,2
462,79383,713,80096,0.938949,1
464,68965,635,69600,0.946687,2
465,68681,701,69382,0.946900,1
466,69914,588,70502,0.945979,1
467,68662,567,69229,0.946914,1
468,59273,709,59982,0.953960,1
471,68298,531,68829,0.947186,3
472,68285,593,68878,0.947195,1
473,69194,723,69917,0.946517,1
474,68099,625,68724,0.947334,1
476,68734,537,69271,0.946860,2
479,70569,635,71204,0.945491,3
480,76751,853,77604,0.940896,1
482,48662,544,49206,0.962002,2
483,66820,642,67462,0.948291,1
484,67419,546,67965,0.947843,1
485,66686,620,67306,0.948391,1
487,100826,684,101510,0.923272,2
488,71743,569,72312,0.944616,1
489,68009,577,68586,0.947402,1
490,69359,551,69910,0.946393,1
492,70018,631,70649,0.945902,2
493,67201,608,67809,0.948006,1
494,54741,618,55359,0.957384,1
495,66513,598,67111,0.948521,1
496,66857,612,67469,0.948263,1
499,57714,558,58272,0.955136,3
500,66181,639,66820,0.948769,1
501,70251,576,70827,0.945728,1
502,67087,660,67747,0.948091,1
503,67219,608,67827,0.947992,1
504,81174,582,81756,0.937627,1
505,72288,611,72899,0.944210,1
506,72426,648,73074,0.944108,1
507,64525,620,65145,0.950010,1
510,66603,586,67189,0.948453,3
512,63914,534,64448,0.950469,2
513,72548,844,73392,0.944017,1
514,76578,840,77418,0.941025,1
515,115092,785,115877,0.913027,1
516,77663,694,78357,0.940221,1
517,72738,634,73372,0.943876,1
518,68648,594,69242,0.946924,1
519,67753,592,68345,0.947593,1
521,67691,569,68260,0.947639,2
522,74498,742,75240,0.942567,1
523,69047,607,69654,0.946626,1
524,68738,562,69300,0.946857,1
526,67331,620,67951,0.947909,2
527,68528,548,69076,0.947014,1
528,68359,610,68969,0.947140,1
529,68256,577,68833,0.947217,1
530,68818,608,69426,0.946797,1
531,74428,680,75108,0.942619,1
532,73688,696,74384,0.943169,1
533,71348,609,71957,0.944910,1
534,69152,625,69777,0.946548,1
535,67792,614,68406,0.947564,1
536,69218,553,69771,0.946499,1
537,70978,612,71590,0.945186,1
540,69534,798,70332,0.946263,3
541,68862,629,69491,0.946764,1
542,68963,657,69620,0.946689,1
545,73843,716,74559,0.943054,3
546,72806,661,73467,0.943825,1
547,71263,627,71890,0.944974,1
548,72069,742,72811,0.944373,1
549,71228,722,71950,0.945000,1
550,68986,688,69674,0.946672,1
551,70652,590,71242,0.945429,1
552,78866,1154,80020,0.939331,1
553,72103,663,72766,0.944348,1
554,71121,642,71763,0.945079,1
555,69912,616,70528,0.945981,1
556,69935,557,70492,0.945964,1
557,62627,632,63259,0.951435,1
558,68897,628,69525,0.946738,1
559,68188,632,68820,0.947268,1
560,69166,627,69793,0.946537,1
561,70244,628,70872,0.945733,1
562,69279,619,69898,0.946453,1
563,74724,684,75408,0.942400,1
564,73389,705,74094,0.943391,1
565,71197,626,71823,0.945023,1
568,83481,685,84166,0.935927,3
569,69513,608,70121,0.946278,1
571,68136,632,68768,0.947307,2
572,76581,794,77375,0.941022,1
573,74301,715,75016,0.942714,1
574,71197,610,71807,0.945023,1
575,69815,612,70427,0.946053,1
576,70893,608,71501,0.945249,1
579,69311,636,69947,0.946429,3
580,70069,712,70781,0.945864,1
581,69645,605,70250,0.946180,1
582,71186,675,71861,0.945031,1
583,70835,606,71441,0.945292,1
585,80885,936,81821,0.937840,2
586,78367,681,79048,0.939700,1
