count_index,s2r_ns,r2a_ns,total_ns,werner,inter_success_gap
50,121995,963,122958,0.908122,0
52,115219,1011,116230,0.912937,2
53,73258,774,74032,0.943489,1
54,64461,647,65108,0.950058,1
55,68137,656,68793,0.947306,1
56,78313,582,78895,0.939740,1
57,66151,604,66755,0.948792,1
58,71043,589,71632,0.945137,1
59,65958,731,66689,0.948936,1
60,80954,716,81670,0.937789,1
61,124412,609,125021,0.906413,1
62,98197,946,99143,0.925176,1
64,98303,892,99195,0.925099,2
66,95540,956,96496,0.927106,2
67,92896,1021,93917,0.929031,1
68,110052,829,110881,0.916630,1
69,108777,864,109641,0.917544,1
70,105331,748,106079,0.920021,1
71,96838,921,97759,0.926162,1
72,91353,908,92261,0.930156,1
74,72714,921,73635,0.943893,2
75,77878,641,78519,0.940062,1
76,69630,599,70229,0.946191,1
77,63350,581,63931,0.950892,1
78,62522,618,63140,0.951514,1
79,79402,1154,80556,0.938935,1
80,84760,883,85643,0.934986,1
82,62218,618,62836,0.951742,2
83,62967,641,63608,0.951180,1
84,97571,702,98273,0.925630,1
85,97491,928,98419,0.925688,1
86,71517,1085,72602,0.944784,1
88,61058,493,61551,0.952615,2
89,81015,663,81678,0.937744,1
91,74066,713,74779,0.942888,2
92,67951,729,68680,0.947445,1
93,130167,909,131076,0.902359,1
94,84368,661,85029,0.935274,1
95,63268,626,63894,0.950953,1
96,64270,607,64877,0.950201,1
97,61276,606,61882,0.952451,1
98,61162,593,61755,0.952537,1
99,143015,1480,144495,0.893393,1
100,165658,2225,167883,0.877869,1
102,202595,2015,204610,0.853287,2
104,247427,2376,249803,0.824646,2
105,204018,1656,205674,0.852358,1
106,250114,1247,251361,0.822970,1
107,138292,755,139047,0.896675,1
108,94981,844,95825,0.927512,1
109,68073,660,68733,0.947354,1
110,64160,641,64801,0.950284,1
111,64260,543,64803,0.950209,1
112,64742,624,65366,0.949847,1
113,65074,528,65602,0.949598,1
114,80768,671,81439,0.937926,1
115,91261,760,92021,0.930224,1
118,105984,863,106847,0.919551,3
120,90698,654,91352,0.930635,2
121,106182,1031,107213,0.919409,1
122,102318,959,103277,0.922194,1
124,84328,856,85184,0.935304,2
125,78661,673,79334,0.939483,1
126,107959,907,108866,0.918132,1
129,110558,834,111392,0.916268,3
130,81309,695,82004,0.937527,1
132,152147,1250,153397,0.887090,2
133,151546,1251,152797,0.887503,1
134,156529,1406,157935,0.884085,1
135,192725,1830,194555,0.859767,1
136,156206,1295,157501,0.884306,1
137,120438,930,121368,0.909226,1
138,99645,1007,100652,0.924127,1
139,98885,981,99866,0.924677,1
140,67802,790,68592,0.947556,1
141,62616,624,63240,0.951443,1
142,62245,617,62862,0.951722,1
143,62633,622,63255,0.951431,1
144,61763,627,62390,0.952085,1
145,88057,805,88862,0.932567,1
147,64638,624,65262,0.949925,2
148,64426,652,65078,0.950084,1
150,130479,929,131408,0.902140,2
151,93739,876,94615,0.928416,1
152,65828,684,66512,0.949034,1
153,63671,637,64308,0.950651,1
156,77448,652,78100,0.940380,3
158,74794,598,75392,0.942348,2
159,72992,582,73574,0.943687,1
160,78444,640,79084,0.939643,1
161,91200,542,91742,0.930268,1
162,113184,862,114046,0.914389,1
163,125516,918,126434,0.905633,1
165,98256,617,98873,0.925133,2
166,100560,725,101285,0.923465,1
167,87744,679,88423,0.932796,1
168,90499,658,91157,0.930780,1
169,75577,678,76255,0.941767,1
171,72376,669,73045,0.944145,2
172,77289,670,77959,0.940498,1
173,68011,660,68671,0.947400,1
176,144972,1012,145984,0.892037,3
177,98132,833,98965,0.925223,1
178,65532,649,66181,0.949255,1
179,61986,681,62667,0.951917,1
180,60506,667,61173,0.953030,1
181,61024,620,61644,0.952641,1
182,60825,623,61448,0.952790,1
183,60785,644,61429,0.952820,1
184,61645,627,62272,0.952173,1
185,60911,640,61551,0.952726,1
187,61458,630,62088,0.952314,2
188,61796,624,62420,0.952060,1
189,63673,643,64316,0.950649,1
190,62066,650,62716,0.951857,1
191,61319,640,61959,0.952419,1
193,71981,893,72874,0.944439,2
195,100974,935,101909,0.923165,2
196,99393,1131,100524,0.924309,1
