count_index,s2r_ns,r2a_ns,total_ns,werner,inter_success_gap
50,82531,590,83121,0.936626,0
51,70086,616,70702,0.945851,1
52,85319,702,86021,0.934575,1
53,70558,654,71212,0.945499,1
54,81596,620,82216,0.937315,1
55,82595,594,83189,0.936579,1
57,78071,563,78634,0.939919,2
58,81418,556,81974,0.937447,1
59,106117,1322,107439,0.919456,1
60,77422,770,78192,0.940399,1
61,113811,724,114535,0.913941,1
63,129216,744,129960,0.903027,2
64,77596,598,78194,0.940271,1
65,90767,741,91508,0.930584,1
66,84339,757,85096,0.935296,1
67,113435,488,113923,0.914210,1
69,81159,964,82123,0.937638,2
70,86401,793,87194,0.933781,1
71,102603,664,103267,0.921988,1
72,90225,615,90840,0.930980,1
75,129136,1038,130174,0.903084,3
76,94144,557,94701,0.928121,1
77,110156,722,110878,0.916556,1
78,98332,625,98957,0.925078,1
79,100180,782,100962,0.923740,1
80,87714,747,88461,0.932818,1
81,106011,894,106905,0.919532,1
82,86855,711,87566,0.933448,1
83,108051,594,108645,0.918065,1
84,92344,787,93131,0.929433,1
85,81080,557,81637,0.937696,1
86,90770,582,91352,0.930582,1
87,85003,1014,86017,0.934808,1
88,75027,537,75564,0.942175,1
89,84779,937,85716,0.934972,1
90,70155,550,70705,0.945799,1
91,95344,759,96103,0.927248,1
92,125342,1643,126985,0.905756,1
93,97812,809,98621,0.925455,1
94,120198,700,120898,0.909396,1
95,129921,759,130680,0.902532,1
97,87792,704,88496,0.932761,2
99,118329,674,119003,0.910723,2
101,156393,919,157312,0.884178,2
102,124143,811,124954,0.906603,1
103,86019,998,87017,0.934061,1
106,81767,880,82647,0.937189,3
107,100086,999,101085,0.923808,1
109,91379,692,92071,0.930137,2
110,72232,613,72845,0.944252,1
111,90637,507,91144,0.930679,1
112,88916,509,89425,0.931938,1
115,76554,958,77512,0.941042,3
117,75507,674,76181,0.941819,2
118,95855,745,96600,0.926877,1
119,92407,858,93265,0.929387,1
120,90591,904,91495,0.930713,1
121,66950,667,67617,0.948194,1
122,69543,506,70049,0.946256,1
123,99647,591,100238,0.924126,1
125,76700,507,77207,0.940934,2
126,81039,539,81578,0.937726,1
128,81713,558,82271,0.937229,2
130,79015,571,79586,0.939221,2
131,89876,555,90431,0.931236,1
132,105885,894,106779,0.919622,1
133,105075,768,105843,0.920206,1
134,142131,1062,143193,0.894006,1
135,210614,1071,211685,0.848069,1
136,142738,984,143722,0.893585,1
138,124230,968,125198,0.906541,2
139,109313,778,110091,0.917160,1
140,89608,975,90583,0.931432,1
141,93718,765,94483,0.928432,1
142,119628,983,120611,0.909800,1
143,129960,873,130833,0.902504,1
144,110947,913,111860,0.915989,1
145,104356,827,105183,0.920724,1
146,92704,927,93631,0.929171,1
147,80812,670,81482,0.937894,1
148,102345,744,103089,0.922174,1
149,78362,570,78932,0.939704,1
150,76827,515,77342,0.940840,1
151,79662,758,80420,0.938743,1
152,106237,747,106984,0.919369,1
153,84861,765,85626,0.934912,1
155,79626,536,80162,0.938769,2
156,93794,678,94472,0.928376,1
158,125571,858,126429,0.905595,2
159,107820,609,108429,0.918231,1
160,78754,630,79384,0.939414,1
161,118141,979,119120,0.910857,1
164,97417,810,98227,0.925742,3
165,192644,1077,193721,0.859820,1
168,133491,797,134288,0.900028,3
169,94813,538,95351,0.927634,1
170,66844,568,67412,0.948273,1
171,87127,590,87717,0.933249,1
172,98918,752,99670,0.924654,1
173,93028,967,93995,0.928934,1
174,77852,624,78476,0.940081,1
175,111447,915,112362,0.915631,1
177,85903,586,86489,0.934147,2
178,89053,739,89792,0.931838,1
179,77154,607,77761,0.940598,1
182,70764,647,71411,0.945345,3
183,92559,1044,93603,0.929276,1
184,72940,708,73648,0.943725,1
185,80908,882,81790,0.937823,1
186,82830,758,83588,0.936406,1
187,66100,553,66653,0.948830,1
188,88938,1012,89950,0.931922,1
191,86403,682,87085,0.933780,3
192,105675,987,106662,0.919774,1
