count_index,emit_ts_ns,rtt_ns,e2r_ns,werner
50,1784541804645336697,167545,66056,0.948863
51,1784541804645508988,162466,76011,0.941445
52,1784541804645675965,138416,70278,0.945708
53,1784541804645818409,168596,68740,0.946856
54,1784541804645991728,130376,62306,0.951676
55,1784541804646126160,141454,49555,0.961322
56,1784541804646272392,170005,70899,0.945245
57,1784541804646446668,159010,85078,0.934753
58,1784541804646610217,267880,71611,0.944714
59,1784541804646881942,120167,61366,0.952383
60,1784541804647004772,110673,50658,0.960483
61,1784541804647117901,104799,47875,0.962602
62,1784541804647225202,134489,53032,0.958680
63,1784541804647363758,158902,65063,0.949607
64,1784541804647529401,290533,179141,0.868790
65,1784541804647826484,169988,64648,0.949918
66,1784541804648001412,166883,77548,0.940306
67,1784541804648174589,228694,112058,0.915194
68,1784541804648409397,165488,91141,0.930311
69,1784541804648579710,172186,71692,0.944654
70,1784541804648756837,154975,84410,0.935243
71,1784541804648915880,131875,51433,0.959894
72,1784541804649053616,166643,77597,0.940270
73,1784541804649224119,159593,78854,0.939340
74,1784541804649387329,272500,93064,0.928908
75,1784541804649663427,127993,64825,0.949785
76,1784541804649794087,222237,43947,0.965604
77,1784541804650019162,100550,57731,0.955123
78,1784541804650122512,109578,40147,0.968519
79,1784541804650236723,169445,71346,0.944912
80,1784541804650409476,184471,125186,0.905866
81,1784541804650598052,115946,56329,0.956182
82,1784541804650717019,169819,82197,0.936872
83,1784541804650892660,201665,107527,0.918442
84,1784541804651098908,174905,71570,0.944745
85,1784541804651278964,138791,69428,0.946342
86,1784541804651421983,235854,94568,0.927813
87,1784541804651661281,150650,76225,0.941286
88,1784541804651815015,128613,76858,0.940817
89,1784541804651948668,158066,86332,0.933832
90,1784541804652110570,113507,54700,0.957415
91,1784541804652228813,124635,60269,0.953209
92,1784541804652356901,268115,100998,0.923148
93,1784541804652628134,123781,64582,0.949967
94,1784541804652754460,129793,61272,0.952454
95,1784541804652887073,112000,52993,0.958709
96,1784541804653001622,130356,60380,0.953125
97,1784541804653135946,122341,63413,0.950845
98,1784541804653261193,239448,172589,0.873187
99,1784541804653503336,227383,92733,0.929149
100,1784541804653735592,163575,86047,0.934041
101,1784541804653903267,156843,86037,0.934048
102,1784541804654064899,155154,64167,0.950279
103,1784541804654232798,228978,71600,0.944723
104,1784541804654466032,206700,109201,0.917240
105,1784541804654678147,130377,69253,0.946472
106,1784541804654812917,167563,94413,0.927926
107,1784541804654984547,256492,102843,0.921815
108,1784541804655248538,258029,124573,0.906299
109,1784541804655512839,273010,145506,0.891668
110,1784541804655791453,189410,84378,0.935267
111,1784541804655986262,146141,74640,0.942462
112,1784541804656135767,114505,50530,0.960580
113,1784541804656252937,151100,53575,0.958268
114,1784541804656432394,146913,84827,0.934937
115,1784541804656586246,208775,110691,0.916172
116,1784541804656802969,182003,103855,0.921085
117,1784541804656991445,206784,88306,0.932385
118,1784541804657204730,182999,85343,0.934558
119,1784541804657393754,166811,67049,0.948120
120,1784541804657574838,208230,95095,0.927429
121,1784541804657789036,206912,115099,0.913022
122,1784541804657999876,124906,71999,0.944425
123,1784541804658128163,166040,84053,0.935506
124,1784541804658297154,154830,50348,0.960719
125,1784541804658455488,196125,104757,0.920435
126,1784541804658655913,159173,46377,0.963746
127,1784541804658825638,225378,112505,0.914874
128,1784541804659056685,156953,78511,0.939594
129,1784541804659217275,156524,72536,0.944026
130,1784541804659377133,154034,60395,0.953114
131,1784541804659535087,145982,67605,0.947704
132,1784541804659684304,176079,87465,0.933001
133,1784541804659863142,134385,70451,0.945579
134,1784541804660002889,148925,68797,0.946813
135,1784541804660155832,155666,78269,0.939773
136,1784541804660314950,185669,119697,0.909751
137,1784541804660503979,101665,53349,0.958439
138,1784541804660610748,169524,91564,0.930002
139,1784541804660785007,208110,60370,0.953133
140,1784541804660996516,132190,70764,0.945345
141,1784541804661133200,131147,62614,0.951445
142,1784541804661268498,163441,56947,0.955715
143,1784541804661438997,142390,79531,0.938840
144,1784541804661586644,237939,109846,0.916778
145,1784541804661831900,190711,83613,0.935830
146,1784541804662028599,246903,126807,0.904723
147,1784541804662281006,176765,78760,0.939409
148,1784541804662462780,134314,75288,0.941981
149,1784541804662601335,139791,75745,0.941642
150,1784541804662744362,136019,67265,0.947958
151,1784541804662885559,162176,87414,0.933038
152,1784541804663052866,183248,111132,0.915856
153,1784541804663239407,134504,71924,0.944481
154,1784541804663376563,237821,64994,0.949658
155,1784541804663617380,141058,67776,0.947576
156,1784541804663761336,94611,52816,0.958844
157,1784541804663858644,223913,158259,0.882903
158,1784541804664085340,145658,79654,0.938749
159,1784541804664238349,197461,112065,0.915189
160,1784541804664440173,192956,74228,0.942768
161,1784541804664636339,190027,87512,0.932966
162,1784541804664830931,173519,91233,0.930244
163,1784541804665008980,136048,68552,0.946996
164,1784541804665148004,170784,50381,0.960694
165,1784541804665330866,200391,116522,0.912008
166,1784541804665551220,167477,78741,0.939423
167,1784541804665723847,151971,70250,0.945729
168,1784541804665879965,129521,70733,0.945369
169,1784541804666012343,218666,78714,0.939443
170,1784541804666234859,192705,77466,0.940367
171,1784541804666432895,167333,91268,0.930218
172,1784541804666604980,176894,63490,0.950787
173,1784541804666785597,172137,75553,0.941784
174,1784541804666961298,139119,65621,0.949189
175,1784541804667103420,166432,101621,0.922697
176,1784541804667272731,116724,47876,0.962602
177,1784541804667393252,133751,69302,0.946436
178,1784541804667532133,161666,66498,0.948532
179,1784541804667701603,190056,88609,0.932163
180,1784541804667896903,181586,97790,0.925471
181,1784541804668082991,146304,69245,0.946478
182,1784541804668233248,213398,81725,0.937220
183,1784541804668451751,207371,99722,0.924071
184,1784541804668664577,187206,98456,0.924988
185,1784541804668859337,152476,97642,0.925579
186,1784541804669017504,180598,60394,0.953115
187,1784541804669205579,183355,102265,0.922232
188,1784541804669396487,168561,116520,0.912010
189,1784541804669570866,122458,63013,0.951145
190,1784541804669698903,121619,67099,0.948082
191,1784541804669825598,134565,80973,0.937775
192,1784541804669964592,124465,55953,0.956467
193,1784541804670092734,126526,50510,0.960596
194,1784541804670222701,239287,88004,0.932606
195,1784541804670466084,175508,76161,0.941334
196,1784541804670646556,163251,74204,0.942786
197,1784541804670814266,170309,69717,0.946126
198,1784541804670988213,126916,62248,0.951720
199,1784541804671120186,235579,50360,0.960710
200,1784541804671359249,126549,65276,0.949447
201,1784541804671488603,109464,44635,0.965077
202,1784541804671602696,117005,54184,0.957806
203,1784541804671723535,123375,59858,0.953519
204,1784541804671852063,133619,69986,0.945925
205,1784541804671989541,167688,67417,0.947844
206,1784541804672160720,147819,65960,0.948935
207,1784541804672313373,121398,55815,0.956571
208,1784541804672438653,149474,80760,0.937932
209,1784541804672592274,133661,63082,0.951093
210,1784541804672730079,220995,70299,0.945692
211,1784541804672954658,119064,67232,0.947983
212,1784541804673078539,135925,68029,0.947387
213,1784541804673218701,102705,52195,0.959315
214,1784541804673325837,171152,91003,0.930412
215,1784541804673501182,159426,76985,0.940723
216,1784541804673665572,138351,72006,0.944420
217,1784541804673807758,149231,51427,0.959898
218,1784541804673960843,166666,65342,0.949398
219,1784541804674130913,121654,62020,0.951891
220,1784541804674255192,167626,53619,0.958235
221,1784541804674426951,135862,82754,0.936462
222,1784541804674567594,183978,98380,0.925044
223,1784541804674757487,163830,72900,0.943755
224,1784541804674926516,159944,75245,0.942013
225,1784541804675090730,176078,59258,0.953971
226,1784541804675271353,183587,79668,0.938738
227,1784541804675463436,143229,83625,0.935821
228,1784541804675613133,237257,160994,0.881038
229,1784541804675854734,306904,133913,0.899733
230,1784541804676169747,184733,114985,0.913104
231,1784541804676360605,138815,70621,0.945452
232,1784541804676504298,175637,73025,0.943662
233,1784541804676685527,205006,71427,0.944851
234,1784541804676895576,168386,87253,0.933156
235,1784541804677067553,179447,71864,0.944526
236,1784541804677249813,153257,86518,0.933695
237,1784541804677406333,148744,61926,0.951962
238,1784541804677559755,192438,79323,0.938993
239,1784541804677757914,170030,87272,0.933142
240,1784541804677932446,189444,78422,0.939659
241,1784541804678127301,161043,86424,0.933764
242,1784541804678293270,230379,135592,0.898559
243,1784541804678528893,147679,70597,0.945470
244,1784541804678680954,175289,88721,0.932081
245,1784541804678861135,134369,79390,0.938944
246,1784541804679000971,145033,74092,0.942869
247,1784541804679150683,136967,66975,0.948175
248,1784541804679291921,139320,67329,0.947910
249,1784541804679434974,167696,84047,0.935510
250,1784541804679606641,142110,64188,0.950263
251,1784541804679753926,139745,62062,0.951860
252,1784541804679897416,284362,203946,0.852405
253,1784541804680185453,175774,74864,0.942296
254,1784541804680365859,325765,221338,0.841157
255,1784541804680695819,110805,55131,0.957089
256,1784541804680809782,115155,53672,0.958194
257,1784541804680927749,140784,86321,0.933840
258,1784541804681071596,276290,97736,0.925511
259,1784541804681351182,155859,65481,0.949293
260,1784541804681510325,143420,55622,0.956717
261,1784541804681657485,139496,65050,0.949616
262,1784541804681800261,105932,55610,0.956726
263,1784541804681909174,111921,52189,0.959320
264,1784541804682023540,120282,50329,0.960733
265,1784541804682146883,141743,63425,0.950836
266,1784541804682293299,309387,104004,0.920977
267,1784541804682607843,260414,177743,0.869726
268,1784541804682880958,214108,83537,0.935886
269,1784541804683099085,220136,108804,0.917525
270,1784541804683326893,211677,116517,0.912012
271,1784541804683545372,200627,108713,0.917590
272,1784541804683750749,153496,79338,0.938982
273,1784541804683908120,145539,67879,0.947499
274,1784541804684058303,176878,92036,0.929658
275,1784541804684239462,250056,181584,0.867159
276,1784541804684492525,187860,81082,0.937694
277,1784541804684684535,135174,76374,0.941176
278,1784541804684825313,131597,79906,0.938562
279,1784541804684961496,189772,66645,0.948422
280,1784541804685156045,209484,86912,0.933406
281,1784541804685370622,180813,86625,0.933617
282,1784541804685555589,152003,71525,0.944778
283,1784541804685713394,157846,84794,0.934961
284,1784541804685875407,127791,65379,0.949370
285,1784541804686006338,162939,73871,0.943033
286,1784541804686172622,239611,95237,0.927326
287,1784541804686416048,149205,76937,0.940759
288,1784541804686570742,158978,88131,0.932513
289,1784541804686734047,149088,71312,0.944937
290,1784541804686887469,125670,52329,0.959213
291,1784541804687017389,133174,67291,0.947938
292,1784541804687154568,190752,88355,0.932349
293,1784541804687350360,142782,71936,0.944472
294,1784541804687497207,325603,202357,0.853443
295,1784541804687827480,191173,106328,0.919304
296,1784541804688023135,148851,68970,0.946684
297,1784541804688176512,146648,76086,0.941389
298,1784541804688328019,155126,81648,0.937277
299,1784541804688486823,297526,108434,0.917790
300,1784541804688789661,203752,106259,0.919353
301,1784541804688997789,264624,54773,0.957360
302,1784541804689267125,133553,77725,0.940175
303,1784541804689406964,268965,116081,0.912322
304,1784541804689681684,213727,86551,0.933671
305,1784541804689900465,187320,105027,0.920240
306,1784541804690092794,144206,75511,0.941816
307,1784541804690241872,200279,127206,0.904442
308,1784541804690446990,174142,65836,0.949028
309,1784541804690626082,180091,101355,0.922890
310,1784541804690809698,133796,89887,0.931228
311,1784541804690954223,221466,128278,0.903687
312,1784541804691180917,225206,125228,0.905837
313,1784541804691410928,176607,74692,0.942423
314,1784541804691592534,205701,108009,0.918096
315,1784541804691803239,257796,97175,0.925918
316,1784541804692065139,166260,74648,0.942456
317,1784541804692234926,160467,66657,0.948413
318,1784541804692398975,171167,69337,0.946410
319,1784541804692574747,208859,81187,0.937617
320,1784541804692788484,200242,85428,0.934495
321,1784541804692993066,154262,81546,0.937352
322,1784541804693150514,134621,56062,0.956384
323,1784541804693290095,136949,64409,0.950097
324,1784541804693431092,172034,78168,0.939847
325,1784541804693607113,140952,72455,0.944086
326,1784541804693751213,126550,51531,0.959819
327,1784541804693881597,164429,68298,0.947186
328,1784541804694050911,167776,81177,0.937624
329,1784541804694223087,210193,73235,0.943506
330,1784541804694441197,200033,125368,0.905738
331,1784541804694646577,122325,60135,0.953310
332,1784541804694771659,284100,115767,0.912546
333,1784541804695060536,193898,122283,0.907918
334,1784541804695258440,197825,89913,0.931209
335,1784541804695460536,124588,73310,0.943450
336,1784541804695595988,152819,79706,0.938710
337,1784541804695752818,154960,64697,0.949881
338,1784541804695911717,221299,101336,0.922903
339,1784541804696138096,163740,74501,0.942565
340,1784541804696306162,168656,65201,0.949503
341,1784541804696479892,162985,82770,0.936450
342,1784541804696648898,210499,91437,0.930095
343,1784541804696864732,148250,76164,0.941331
344,1784541804697017282,231520,122878,0.907497
345,1784541804697252802,292142,96782,0.926203
346,1784541804697549847,316333,215328,0.845022
347,1784541804697870738,145737,69018,0.946648
348,1784541804698020640,141532,81507,0.937381
349,1784541804698166429,204808,73771,0.943108
350,1784541804698376473,184010,94304,0.928005
351,1784541804698564792,133065,75074,0.942140
352,1784541804698703149,167396,107807,0.918241
353,1784541804698882831,163648,85239,0.934634
354,1784541804699051028,159873,84259,0.935355
355,1784541804699216018,121313,72715,0.943893
356,1784541804699341073,169756,66540,0.948500
357,1784541804699513759,140482,62936,0.951203
358,1784541804699659196,144009,72592,0.943984
359,1784541804699809285,160759,83432,0.935963
360,1784541804699974127,129029,74476,0.942584
361,1784541804700108221,133977,66446,0.948571
362,1784541804700246252,122428,51020,0.960208
363,1784541804700373551,151334,78878,0.939322
364,1784541804700528611,161347,83355,0.936020
365,1784541804700694171,167841,63229,0.950983
366,1784541804700866757,150018,74690,0.942425
367,1784541804701020413,160150,77920,0.940031
368,1784541804701184974,140071,72435,0.944101
369,1784541804701328801,149787,75378,0.941914
370,1784541804701481978,149317,80855,0.937862
371,1784541804701634335,134835,58542,0.954511
372,1784541804701773564,140249,63687,0.950639
373,1784541804701917326,131302,51383,0.959932
374,1784541804702053469,129039,65554,0.949239
375,1784541804702186268,192776,81128,0.937661
376,1784541804702382264,124072,72636,0.943951
377,1784541804702510383,135826,74341,0.942684
378,1784541804702649755,136033,81518,0.937373
379,1784541804702788466,123617,54090,0.957877
380,1784541804702914694,311893,188766,0.862384
381,1784541804703232734,263532,108089,0.918038
382,1784541804703505242,179211,94609,0.927783
383,1784541804703693745,296530,126332,0.905058
384,1784541804703997847,253415,122102,0.908046
385,1784541804704257541,211131,110038,0.916640
386,1784541804704474693,293982,115408,0.912802
387,1784541804704773904,215103,102363,0.922161
388,1784541804704994375,177067,68649,0.946923
389,1784541804705176370,143794,72284,0.944213
390,1784541804705323615,107136,55445,0.956851
391,1784541804705433624,158726,72662,0.943932
392,1784541804705595878,183072,76764,0.940887
393,1784541804705784067,155187,80668,0.938000
394,1784541804705943883,139663,70342,0.945660
395,1784541804706150099,208912,82689,0.936510
396,1784541804706364657,157027,78598,0.939529
397,1784541804706526319,209719,128425,0.903584
398,1784541804706740136,175440,94813,0.927634
399,1784541804706919562,118880,69807,0.946059
400,1784541804707041412,190162,50317,0.960742
401,1784541804707236119,128703,70329,0.945670
402,1784541804707367743,126627,76542,0.941051
