count_index,ts_swap,werner,success_bit
0,1789567921711848502,0.000000,0
1,1789567921712273376,0.931000,1
2,1789567921712686121,0.931000,1
3,1789567921713093056,0.931000,1
4,1789567921713500420,0.931000,1
5,1789567921713906475,0.931000,1
6,1789567921714312379,0.931000,1
7,1789567921714717834,0.931000,1
8,1789567921715123539,0.931000,1
9,1789567921715529243,0.931000,1
10,1789567921715934828,0.931000,1
11,1789567921716340803,0.931000,1
12,1789567921716746477,0.931000,1
13,1789567921717152502,0.931000,1
14,1789567921717558766,0.931000,1
15,1789567921717964661,0.931000,1
16,1789567921718370876,0.931000,1
17,1789567921718776770,0.931000,1
18,1789567921719182975,0.931000,1
19,1789567921719588680,0.931000,1
20,1789567921719996724,0.931000,1
21,1789567921720402409,0.000000,0
22,1789567921720808333,0.931000,1
23,1789567921721224408,0.000000,0
24,1789567921721630703,0.931000,1
25,1789567921722037647,0.931000,1
26,1789567921722443382,0.000000,0
27,1789567921722849096,0.931000,1
28,1789567921723255111,0.931000,1
29,1789567921723660776,0.931000,1
30,1789567921724067230,0.931000,1
31,1789567921724472765,0.931000,1
32,1789567921724878430,0.000000,0
33,1789567921725286874,0.931000,1
34,1789567921725692779,0.931000,1
35,1789567921726098933,0.931000,1
36,1789567921726504588,0.931000,1
37,1789567921726910143,0.931000,1
38,1789567921727316147,0.931000,1
39,1789567921727724302,0.931000,1
40,1789567921728130347,0.931000,1
41,1789567921728536681,0.931000,1
42,1789567921728942446,0.931000,1
43,1789567921729352200,0.931000,1
44,1789567921729758095,0.931000,1
45,1789567921730168780,0.931000,1
46,1789567921730575074,0.931000,1
47,1789567921730987099,0.931000,1
48,1789567921731392733,0.931000,1
49,1789567921731798358,0.000000,0
50,1789567921732204453,0.931000,1
51,1789567921732610087,0.931000,1
52,1789567921733016092,0.931000,1
53,1789567921733424157,0.931000,1
54,1789567921733830061,0.931000,1
55,1789567921734236076,0.931000,1
56,1789567921734641690,0.931000,1
57,1789567921735047755,0.931000,1
58,1789567921735453420,0.931000,1
59,1789567921735858954,0.931000,1
60,1789567921736264989,0.931000,1
61,1789567921736670624,0.931000,1
62,1789567921737076568,0.931000,1
63,1789567921737484493,0.931000,1
64,1789567921737890117,0.931000,1
65,1789567921738296452,0.931000,1
66,1789567921738702077,0.931000,1
67,1789567921739107861,0.931000,1
68,1789567921739513456,0.931000,1
69,1789567921739919161,0.931000,1
70,1789567921740325405,0.931000,1
71,1789567921740731200,0.931000,1
72,1789567921741137194,0.931000,1
73,1789567921741545329,0.931000,1
74,1789567921741951074,0.931000,1
75,1789567921742357068,0.000000,0
76,1789567921742763043,0.931000,1
77,1789567921743169258,0.931000,1
78,1789567921743574932,0.931000,1
79,1789567921743985037,0.931000,1
80,1789567921744390641,0.931000,1
81,1789567921744803856,0.931000,1
82,1789567921745219180,0.931000,1
83,1789567921745625335,0.931000,1
84,1789567921746031550,0.931000,1
85,1789567921746437274,0.931000,1
86,1789567921746842839,0.931000,1
87,1789567921747248694,0.931000,1
88,1789567921747654318,0.931000,1
89,1789567921748060123,0.931000,1
90,1789567921748465698,0.931000,1
91,1789567921748871352,0.000000,0
92,1789567921749279327,0.931000,1
93,1789567921749686101,0.931000,1
94,1789567921750092326,0.931000,1
95,1789567921750500371,0.931000,1
96,1789567921750906335,0.931000,1
97,1789567921751312350,0.931000,1
98,1789567921751717874,0.931000,1
99,1789567921752123739,0.931000,1
100,1789567921752529334,0.931000,1
101,1789567921752935128,0.931000,1
102,1789567921753343423,0.931000,1
103,1789567921753749278,0.931000,1
104,1789567921754155222,0.931000,1
105,1789567921754560877,0.931000,1
106,1789567921754966751,0.931000,1
107,1789567921755372876,0.000000,0
108,1789567921755778621,0.931000,1
109,1789567921756185185,0.931000,1
110,1789567921756590900,0.931000,1
111,1789567921756996865,0.931000,1
112,1789567921757403139,0.931000,1
113,1789567921757808834,0.931000,1
114,1789567921758214969,0.931000,1
115,1789567921758620553,0.931000,1
116,1789567921759026428,0.000000,0
117,1789567921759432042,0.931000,1
118,1789567921759837637,0.931000,1
119,1789567921760243522,0.931000,1
120,1789567921760649226,0.931000,1
121,1789567921761055111,0.931000,1
122,1789567921761461416,0.931000,1
123,1789567921761867060,0.931000,1
124,1789567921762272995,0.931000,1
125,1789567921762678589,0.931000,1
126,1789567921763084474,0.931000,1
127,1789567921763490159,0.931000,1
128,1789567921763895833,0.931000,1
129,1789567921764301838,0.931000,1
130,1789567921764707623,0.931000,1
131,1789567921765113437,0.931000,1
132,1789567921765522082,0.931000,1
133,1789567921765927966,0.931000,1
134,1789567921766334001,0.931000,1
135,1789567921766739606,0.931000,1
136,1789567921767145480,0.000000,0
137,1789567921767551265,0.931000,1
138,1789567921767956840,0.000000,0
139,1789567921768362714,0.931000,1
140,1789567921768768279,0.931000,1
141,1789567921769174113,0.931000,1
142,1789567921769580658,0.931000,1
143,1789567921769986693,0.931000,1
144,1789567921770392357,0.931000,1
145,1789567921770800582,0.931000,1
146,1789567921771210957,0.931000,1
147,1789567921771619311,0.931000,1
148,1789567921772025526,0.931000,1
149,1789567921772431420,0.931000,1
150,1789567921772838365,0.931000,1
151,1789567921773245180,0.931000,1
152,1789567921773650884,0.931000,1
153,1789567921774056849,0.931000,1
154,1789567921774462434,0.931000,1
155,1789567921774868098,0.931000,1
156,1789567921775274093,0.931000,1
157,1789567921775679717,0.000000,0
158,1789567921776085792,0.931000,1
159,1789567921776491537,0.931000,1
160,1789567921776897161,0.931000,1
161,1789567921777304006,0.000000,0
162,1789567921777709731,0.931000,1
163,1789567921778115585,0.931000,1
164,1789567921778521230,0.931000,1
165,1789567921778926844,0.931000,1
166,1789567921779332619,0.931000,1
167,1789567921779738294,0.931000,1
168,1789567921780144148,0.931000,1
169,1789567921780549793,0.931000,1
170,1789567921780955348,0.931000,1
171,1789567921781361542,0.931000,1
172,1789567921781767137,0.931000,1
173,1789567921782173811,0.931000,1
174,1789567921782580526,0.931000,1
175,1789567921782986381,0.000000,0
176,1789567921783391995,0.931000,1
177,1789567921783797610,0.931000,1
178,1789567921784203475,0.931000,1
179,1789567921784609009,0.000000,0
180,1789567921785014894,0.931000,1
181,1789567921785421079,0.931000,1
182,1789567921785826733,0.931000,1
183,1789567921786232698,0.931000,1
184,1789567921786638352,0.931000,1
185,1789567921787044117,0.931000,1
186,1789567921787449742,0.931000,1
187,1789567921787855366,0.931000,1
188,1789567921788261181,0.931000,1
189,1789567921788666916,0.931000,1
190,1789567921789072930,0.931000,1
191,1789567921789479015,0.931000,1
192,1789567921789884619,0.931000,1
193,1789567921790290464,0.931000,1
194,1789567921790696109,0.931000,1
195,1789567921791101943,0.931000,1
196,1789567921791507578,0.931000,1
197,1789567921791915323,0.931000,1
198,1789567921792321827,0.931000,1
199,1789567921792727672,0.931000,1
200,1789567921793133456,0.931000,1
201,1789567921793539751,0.931000,1
202,1789567921793945416,0.931000,1
203,1789567921794351260,0.931000,1
204,1789567921794756855,0.931000,1
205,1789567921795162670,0.931000,1
206,1789567921795568294,0.931000,1
207,1789567921795974059,0.931000,1
208,1789567921796380183,0.000000,0
209,1789567921796785868,0.931000,1
210,1789567921797191973,0.931000,1
211,1789567921797598067,0.000000,0
212,1789567921798003982,0.931000,1
213,1789567921798409607,0.931000,1
214,1789567921798815221,0.931000,1
215,1789567921799221116,0.931000,1
216,1789567921799626691,0.931000,1
217,1789567921800032515,0.931000,1
218,1789567921800438140,0.931000,1
219,1789567921800843834,0.931000,1
220,1789567921801250069,0.931000,1
221,1789567921801655724,0.931000,1
222,1789567921802061568,0.000000,0
223,1789567921802467533,0.931000,1
224,1789567921802873198,0.931000,1
225,1789567921803279012,0.000000,0
226,1789567921803684707,0.931000,1
227,1789567921804090541,0.000000,0
228,1789567921804496276,0.931000,1
