count_index,ts_swap,swap_to_recv_ns,werner,success_bit
0,1789567945755775849,550644,0.000000,0
1,1789567945756221373,270193,0.000000,0
2,1789567945756633047,286447,0.931000,1
3,1789567945757041572,269939,0.931000,1
4,1789567945757450906,265583,0.931000,1
5,1789567945757859241,265796,0.931000,1
6,1789567945758267526,266318,0.931000,1
7,1789567945758675390,269072,0.931000,1
8,1789567945759083605,268115,0.931000,1
9,1789567945759491639,263198,0.000000,0
10,1789567945759899564,263771,0.931000,1
11,1789567945760307579,271184,0.931000,1
12,1789567945760715133,266427,0.931000,1
13,1789567945761122788,268650,0.931000,1
14,1789567945761531512,267114,0.931000,1
15,1789567945761939327,266246,0.931000,1
16,1789567945762347092,270149,0.000000,0
17,1789567945762754806,266193,0.000000,0
18,1789567945763162581,265616,0.931000,1
19,1789567945763570125,265429,0.000000,0
20,1789567945763977470,265082,0.931000,1
21,1789567945764386045,265665,0.931000,1
22,1789567945764800719,269449,0.931000,1
23,1789567945765209114,269031,0.000000,0
24,1789567945765617228,264205,0.931000,1
25,1789567945766025293,267108,0.931000,1
26,1789567945766433768,264681,0.931000,1
27,1789567945766841462,266784,0.931000,1
28,1789567945767249317,264657,0.931000,1
29,1789567945767657481,263761,0.931000,1
30,1789567945768065476,265143,0.931000,1
31,1789567945768473531,265376,0.000000,0
32,1789567945768881245,269870,0.931000,1
33,1789567945769291130,265412,0.931000,1
34,1789567945769699014,274116,0.931000,1
35,1789567945770106939,265609,0.931000,1
36,1789567945770514714,274442,0.931000,1
37,1789567945770922858,267195,0.931000,1
38,1789567945771330773,266678,0.931000,1
39,1789567945771738417,266952,0.931000,1
40,1789567945772146032,268244,0.931000,1
41,1789567945772554397,265807,0.931000,1
42,1789567945772963081,265671,0.931000,1
43,1789567945773372416,263784,0.931000,1
44,1789567945773780130,262987,0.931000,1
45,1789567945774194305,268120,0.931000,1
46,1789567945774602369,265804,0.931000,1
47,1789567945775010344,267097,0.931000,1
48,1789567945775418159,270719,0.000000,0
49,1789567945775826273,267503,0.000000,0
50,1789567945776234358,268316,0.931000,1
51,1789567945776642202,267050,0.931000,1
52,1789567945777049837,268432,0.931000,1
53,1789567945777459302,267675,0.000000,0
54,1789567945777867296,269339,0.000000,0
55,1789567945778275201,268052,0.931000,1
56,1789567945778683185,265675,0.931000,1
57,1789567945779090950,268818,0.931000,1
58,1789567945779498915,267361,0.931000,1
59,1789567945779907149,266364,0.931000,1
60,1789567945780315244,264987,0.000000,0
61,1789567945780722998,265391,0.931000,1
62,1789567945781130803,265684,0.931000,1
63,1789567945781539628,264336,0.931000,1
64,1789567945781947562,268690,0.931000,1
65,1789567945782355977,263263,0.931000,1
66,1789567945782763781,267467,0.931000,1
67,1789567945783171676,278500,0.931000,1
68,1789567945783579791,265442,0.931000,1
69,1789567945783987415,266206,0.931000,1
70,1789567945784395270,268258,0.931000,1
71,1789567945784803054,273992,0.931000,1
72,1789567945785211619,266275,0.931000,1
73,1789567945785619434,266057,0.931000,1
74,1789567945786027288,266811,0.931000,1
75,1789567945786435493,266614,0.931000,1
76,1789567945786843427,267397,0.931000,1
77,1789567945787251692,266890,0.000000,0
78,1789567945787659417,265543,0.931000,1
79,1789567945788067571,268137,0.931000,1
80,1789567945788476146,267299,0.931000,1
81,1789567945788883930,264313,0.931000,1
82,1789567945789292605,267836,0.931000,1
83,1789567945789700480,268469,0.931000,1
84,1789567945790108354,265982,0.931000,1
85,1789567945790516099,264625,0.931000,1
86,1789567945790923763,267629,0.931000,1
87,1789567945791331898,264971,0.931000,1
88,1789567945791739583,266194,0.000000,0
89,1789567945792147557,266288,0.931000,1
90,1789567945792555102,263521,0.931000,1
91,1789567945792962626,264344,0.931000,1
92,1789567945793370861,263767,0.000000,0
93,1789567945793779136,264000,0.931000,1
94,1789567945794187030,266984,0.931000,1
95,1789567945794596945,269326,0.000000,0
96,1789567945795004869,269850,0.931000,1
97,1789567945795413164,265893,0.931000,1
98,1789567945795821659,267276,0.931000,1
99,1789567945796229793,265689,0.931000,1
100,1789567945796638138,270182,0.931000,1
101,1789567945797046142,266536,0.931000,1
102,1789567945797454967,267669,0.931000,1
103,1789567945797864362,267651,0.931000,1
104,1789567945798272546,265095,0.000000,0
105,1789567945798680331,265028,0.000000,0
106,1789567945799088115,269652,0.931000,1
107,1789567945799496360,264304,0.931000,1
108,1789567945799903905,264447,0.931000,1
109,1789567945800312149,265171,0.931000,1
110,1789567945800719774,266623,0.931000,1
111,1789567945801127448,266537,0.931000,1
112,1789567945801535753,266460,0.931000,1
113,1789567945801943708,264662,0.931000,1
114,1789567945802351882,262816,0.931000,1
115,1789567945802759547,266709,0.931000,1
116,1789567945803167641,265142,0.931000,1
117,1789567945803575386,265235,0.931000,1
118,1789567945803983121,270008,0.931000,1
119,1789567945804390995,263751,0.931000,1
120,1789567945804800690,269814,0.931000,1
121,1789567945805210234,266208,0.931000,1
122,1789567945805618549,265231,0.931000,1
123,1789567945806026134,270794,0.931000,1
124,1789567945806433858,266577,0.931000,1
125,1789567945806842603,265990,0.931000,1
126,1789567945807250337,265954,0.931000,1
127,1789567945807658482,266436,0.931000,1
128,1789567945808066517,268119,0.931000,1
129,1789567945808474361,263273,0.931000,1
130,1789567945808881996,266596,0.931000,1
131,1789567945809290790,267129,0.931000,1
