count_index,ts_swap,swap_to_recv_ns,werner,success_bit
0,1789567934063209172,531383,0.931000,1
1,1789567934063622316,311303,0.931000,1
2,1789567934064043351,278677,0.000000,0
3,1789567934064450096,278991,0.931000,1
4,1789567934064856050,265985,0.931000,1
5,1789567934065263825,260709,0.931000,1
6,1789567934065669769,261374,0.931000,1
7,1789567934066075894,262878,0.931000,1
8,1789567934066481749,258471,0.931000,1
9,1789567934066888113,260016,0.931000,1
10,1789567934067294208,257290,0.931000,1
11,1789567934067699863,259524,0.931000,1
12,1789567934068106937,261869,0.931000,1
13,1789567934068512522,260062,0.931000,1
14,1789567934068918206,261997,0.931000,1
15,1789567934069325111,263941,0.931000,1
16,1789567934069731026,260475,0.931000,1
17,1789567934070137130,260140,0.931000,1
18,1789567934070542965,269684,0.931000,1
19,1789567934070948640,263367,0.931000,1
20,1789567934071354574,261152,0.931000,1
21,1789567934071760119,262536,0.931000,1
22,1789567934072166023,264081,0.931000,1
23,1789567934072571658,261405,0.931000,1
24,1789567934072977403,261768,0.000000,0
25,1789567934073384297,262563,0.931000,1
26,1789567934073793272,260917,0.931000,1
27,1789567934074200007,259711,0.931000,1
28,1789567934074605661,259946,0.931000,1
29,1789567934075011366,263059,0.931000,1
30,1789567934075417460,260374,0.931000,1
31,1789567934075823115,264718,0.931000,1
32,1789567934076229150,260532,0.931000,1
33,1789567934076634984,264947,0.000000,0
34,1789567934077040709,261800,0.931000,1
35,1789567934077447424,257644,0.931000,1
36,1789567934077853058,259189,0.931000,1
37,1789567934078258973,258143,0.931000,1
38,1789567934078664707,262148,0.931000,1
39,1789567934079070782,262372,0.931000,1
40,1789567934079476407,259895,0.931000,1
41,1789567934079882291,260640,0.931000,1
42,1789567934080288216,260344,0.931000,1
43,1789567934080693991,260698,0.931000,1
44,1789567934081099915,262613,0.931000,1
45,1789567934081509690,260276,0.931000,1
46,1789567934081915924,261781,0.931000,1
47,1789567934082321939,261865,0.931000,1
48,1789567934082727534,260539,0.931000,1
49,1789567934083133418,259764,0.931000,1
50,1789567934083539073,263328,0.931000,1
51,1789567934083944808,270141,0.931000,1
52,1789567934084350692,260406,0.931000,1
53,1789567934084756547,261970,0.931000,1
54,1789567934085162491,260885,0.931000,1
55,1789567934085568606,258598,0.931000,1
56,1789567934085974291,259632,0.931000,1
57,1789567934086380185,257787,0.931000,1
58,1789567934086785890,261271,0.000000,0
59,1789567934087191745,261115,0.931000,1
60,1789567934087597539,260810,0.931000,1
61,1789567934088003124,263083,0.931000,1
62,1789567934088409238,260538,0.931000,1
63,1789567934088814903,261642,0.931000,1
64,1789567934089221328,261586,0.931000,1
65,1789567934089627582,260741,0.931000,1
66,1789567934090033237,260284,0.931000,1
67,1789567934090439152,261378,0.931000,1
68,1789567934090844726,262243,0.931000,1
69,1789567934091250501,261317,0.931000,1
70,1789567934091656166,259641,0.931000,1
71,1789567934092062190,259645,0.931000,1
72,1789567934092467935,259709,0.931000,1
73,1789567934092873809,262534,0.931000,1
