count_index,ts_swap,swap_to_recv_ns,werner,success_bit
0,1789567934063209172,382978,0.931000,1
1,1789567934063622316,116373,0.931000,1
2,1789567934064043351,81854,0.000000,0
3,1789567934064450096,83165,0.931000,1
4,1789567934064856050,68387,0.931000,1
5,1789567934065263825,65889,0.931000,1
6,1789567934065669769,65241,0.931000,1
7,1789567934066075894,64392,0.931000,1
8,1789567934066481749,63802,0.931000,1
9,1789567934066888113,63044,0.931000,1
10,1789567934067294208,63485,0.931000,1
11,1789567934067699863,63606,0.931000,1
12,1789567934068106937,64678,0.931000,1
13,1789567934068512522,64370,0.931000,1
14,1789567934068918206,66161,0.931000,1
15,1789567934069325111,64482,0.931000,1
16,1789567934069731026,64623,0.931000,1
17,1789567934070137130,64425,0.931000,1
18,1789567934070542965,63786,0.931000,1
19,1789567934070948640,66187,0.931000,1
20,1789567934071354574,63040,0.931000,1
21,1789567934071760119,63500,0.931000,1
22,1789567934072166023,66342,0.931000,1
23,1789567934072571658,64673,0.931000,1
24,1789567934072977403,64284,0.000000,0
25,1789567934073384297,66926,0.931000,1
26,1789567934073793272,66826,0.931000,1
27,1789567934074200007,63728,0.931000,1
28,1789567934074605661,70490,0.931000,1
29,1789567934075011366,64521,0.931000,1
30,1789567934075417460,63963,0.931000,1
31,1789567934075823115,64304,0.931000,1
32,1789567934076229150,63505,0.931000,1
33,1789567934076634984,70486,0.000000,0
34,1789567934077040709,64907,0.931000,1
35,1789567934077447424,62149,0.931000,1
36,1789567934077853058,63761,0.931000,1
37,1789567934078258973,62932,0.931000,1
38,1789567934078664707,65044,0.931000,1
39,1789567934079070782,64574,0.931000,1
40,1789567934079476407,64125,0.931000,1
41,1789567934079882291,65027,0.931000,1
42,1789567934080288216,64359,0.931000,1
43,1789567934080693991,64450,0.931000,1
44,1789567934081099915,66652,0.931000,1
45,1789567934081509690,63583,0.931000,1
46,1789567934081915924,64075,0.931000,1
47,1789567934082321939,62746,0.931000,1
48,1789567934082727534,62826,0.931000,1
49,1789567934083133418,66669,0.931000,1
50,1789567934083539073,68930,0.931000,1
51,1789567934083944808,64561,0.931000,1
52,1789567934084350692,64053,0.931000,1
53,1789567934084756547,66184,0.931000,1
54,1789567934085162491,65515,0.931000,1
55,1789567934085568606,64256,0.931000,1
56,1789567934085974291,64087,0.931000,1
57,1789567934086380185,63220,0.931000,1
58,1789567934086785890,62921,0.000000,0
59,1789567934087191745,64072,0.931000,1
60,1789567934087597539,63463,0.931000,1
61,1789567934088003124,67964,0.931000,1
62,1789567934088409238,64496,0.931000,1
63,1789567934088814903,65357,0.931000,1
64,1789567934089221328,64859,0.931000,1
65,1789567934089627582,67991,0.931000,1
66,1789567934090033237,63902,0.931000,1
67,1789567934090439152,63472,0.931000,1
68,1789567934090844726,64214,0.931000,1
69,1789567934091250501,63395,0.931000,1
70,1789567934091656166,63566,0.931000,1
71,1789567934092062190,64468,0.931000,1
72,1789567934092467935,64590,0.931000,1
73,1789567934092873809,65841,0.931000,1
74,1789567934093280124,64372,0.931000,1
75,1789567934093685689,65033,0.931000,1
76,1789567934094091643,63465,0.931000,1
77,1789567934094497568,63666,0.931000,1
78,1789567934094903293,65927,0.931000,1
79,1789567934095309087,62139,0.931000,1
80,1789567934095714652,62970,0.931000,1
81,1789567934096120586,67462,0.931000,1
82,1789567934096526501,64173,0.931000,1
83,1789567934096932266,66304,0.931000,1
84,1789567934097338660,69476,0.931000,1
85,1789567934097744355,63757,0.931000,1
86,1789567934098150260,63929,0.931000,1
87,1789567934098556084,64421,0.000000,0
88,1789567934098961759,65111,0.931000,1
89,1789567934099367793,68593,0.931000,1
90,1789567934099773478,64574,0.931000,1
91,1789567934100179383,70265,0.931000,1
92,1789567934100585017,65597,0.931000,1
93,1789567934100991132,65358,0.931000,1
94,1789567934101397697,69339,0.931000,1
95,1789567934101805021,64121,0.931000,1
96,1789567934102211066,64862,0.931000,1
97,1789567934102616810,65784,0.931000,1
98,1789567934103022565,65325,0.931000,1
99,1789567934103428640,63606,0.931000,1
100,1789567934103834364,64567,0.931000,1
101,1789567934104240259,66209,0.931000,1
102,1789567934104649474,63990,0.000000,0
103,1789567934105055668,65812,0.931000,1
104,1789567934105461913,64313,0.931000,1
105,1789567934105867557,68515,0.931000,1
106,1789567934106273542,64235,0.931000,1
107,1789567934106679427,64306,0.931000,1
108,1789567934107085311,64378,0.931000,1
109,1789567934107491086,64270,0.931000,1
110,1789567934107896721,65321,0.931000,1
111,1789567934108302575,64803,0.931000,1
112,1789567934108708540,62764,0.931000,1
113,1789567934109114495,68024,0.931000,1
114,1789567934109521019,64486,0.931000,1
115,1789567934109926594,64297,0.000000,0
116,1789567934110332518,64450,0.931000,1
117,1789567934110738163,63961,0.931000,1
118,1789567934111144018,63982,0.931000,1
119,1789567934111549602,64593,0.931000,1
120,1789567934111955197,63974,0.931000,1
121,1789567934112361142,63345,0.931000,1
122,1789567934112766896,64247,0.931000,1
123,1789567934113172871,64499,0.931000,1
124,1789567934113579095,64101,0.931000,1
125,1789567934113984670,63952,0.931000,1
126,1789567934114390605,66263,0.931000,1
127,1789567934114796279,70014,0.931000,1
128,1789567934115202304,64205,0.931000,1
129,1789567934115608189,65436,0.931000,1
130,1789567934116013813,64008,0.000000,0
131,1789567934116419728,63630,0.931000,1
132,1789567934116825492,64992,0.000000,0
133,1789567934117231697,65893,0.931000,1
134,1789567934117637412,70463,0.000000,0
135,1789567934118043006,65825,0.931000,1
136,1789567934118449221,64036,0.931000,1
137,1789567934118854846,67167,0.931000,1
138,1789567934119260880,63100,0.931000,1
139,1789567934119666565,64761,0.000000,0
140,1789567934120072360,63911,0.931000,1
141,1789567934120478024,63543,0.931000,1
142,1789567934120883819,65014,0.931000,1
143,1789567934121290113,62666,0.931000,1
144,1789567934121695828,64477,0.931000,1
145,1789567934122101693,65638,0.931000,1
146,1789567934122509597,63760,0.931000,1
147,1789567934122915482,66011,0.931000,1
148,1789567934123321547,65592,0.931000,1
149,1789567934123729291,65484,0.931000,1
150,1789567934124135396,64155,0.931000,1
151,1789567934124541000,63747,0.931000,1
152,1789567934124946735,66257,0.931000,1
153,1789567934125355560,63799,0.931000,1
154,1789567934125761444,64541,0.931000,1
155,1789567934126167879,64412,0.931000,1
156,1789567934126573543,64094,0.931000,1
157,1789567934126979798,65055,0.931000,1
158,1789567934127385863,66806,0.000000,0
159,1789567934127791597,65197,0.000000,0
160,1789567934128197552,63789,0.931000,1
161,1789567934128603147,66370,0.931000,1
162,1789567934129008911,66222,0.000000,0
163,1789567934129416856,64203,0.931000,1
164,1789567934129822680,63725,0.931000,1
165,1789567934130228655,63916,0.931000,1
166,1789567934130634250,66307,0.931000,1
167,1789567934131039904,68068,0.931000,1
168,1789567934131446169,63520,0.931000,1
169,1789567934131851674,63821,0.000000,0
170,1789567934132257748,64783,0.931000,1
171,1789567934132663413,63814,0.000000,0
172,1789567934133069398,65135,0.931000,1
173,1789567934133477242,63957,0.931000,1
174,1789567934133883007,63847,0.931000,1
175,1789567934134288911,64910,0.931000,1
176,1789567934134694576,64201,0.931000,1
177,1789567934135100601,65232,0.931000,1
178,1789567934135506275,64704,0.931000,1
179,1789567934135911770,64095,0.931000,1
180,1789567934136317535,62715,0.931000,1
181,1789567934136723009,63267,0.931000,1
182,1789567934137128854,64808,0.931000,1
183,1789567934137536668,64381,0.931000,1
184,1789567934137942353,64252,0.000000,0
185,1789567934138348328,63543,0.931000,1
186,1789567934138753922,64184,0.931000,1
187,1789567934139159707,64345,0.931000,1
188,1789567934139565232,64846,0.931000,1
189,1789567934139970806,69268,0.931000,1
190,1789567934140376951,62770,0.931000,1
191,1789567934140782585,69182,0.931000,1
192,1789567934141188420,65532,0.931000,1
193,1789567934141594605,64223,0.931000,1
194,1789567934142000389,65425,0.931000,1
195,1789567934142406324,63726,0.931000,1
196,1789567934142811859,64837,0.931000,1
197,1789567934143220333,64090,0.931000,1
198,1789567934143626208,63641,0.931000,1
199,1789567934144031812,66222,0.931000,1
200,1789567934144437847,63413,0.931000,1
201,1789567934144843472,65764,0.931000,1
202,1789567934145250036,64276,0.931000,1
203,1789567934145656111,65327,0.931000,1
204,1789567934146062356,67678,0.931000,1
205,1789567934146468270,65401,0.931000,1
206,1789567934146875335,67222,0.931000,1
207,1789567934147282479,64473,0.931000,1
208,1789567934147688474,63274,0.931000,1
209,1789567934148094489,64865,0.931000,1
210,1789567934148500423,63287,0.931000,1
211,1789567934148906008,64328,0.931000,1
212,1789567934149312263,63250,0.931000,1
213,1789567934149717867,63082,0.931000,1
214,1789567934150123682,63932,0.931000,1
215,1789567934150529176,64814,0.931000,1
216,1789567934150934661,70015,0.931000,1
217,1789567934151340896,66306,0.931000,1
218,1789567934151746510,63298,0.931000,1
219,1789567934152152295,64150,0.931000,1
220,1789567934152557850,63830,0.931000,1
221,1789567934152963354,65012,0.931000,1
222,1789567934153369629,63643,0.931000,1
223,1789567934153775514,64794,0.000000,0
224,1789567934154181638,67056,0.931000,1
225,1789567934154587213,66907,0.931000,1
226,1789567934154992727,63898,0.931000,1
227,1789567934155398612,64380,0.931000,1
228,1789567934155804177,64061,0.000000,0
229,1789567934156210111,64043,0.931000,1
230,1789567934156615636,63684,0.931000,1
231,1789567934157021151,65395,0.931000,1
232,1789567934157427545,64166,0.931000,1
233,1789567934157833180,64807,0.931000,1
234,1789567934158238994,64030,0.931000,1
235,1789567934158644509,67821,0.931000,1
236,1789567934159054584,63562,0.931000,1
237,1789567934159460178,64234,0.931000,1
238,1789567934159865753,64515,0.931000,1
239,1789567934160271558,63005,0.931000,1
240,1789567934160677112,63387,0.931000,1
241,1789567934161083077,64798,0.931000,1
242,1789567934161489281,63731,0.931000,1
243,1789567934161894796,65872,0.931000,1
244,1789567934162300771,67943,0.931000,1
245,1789567934162706295,64355,0.931000,1
246,1789567934163112270,64586,0.931000,1
247,1789567934163517865,68856,0.931000,1
248,1789567934163923619,64628,0.931000,1
249,1789567934164330984,63470,0.931000,1
250,1789567934164736848,64092,0.931000,1
251,1789567934165142593,64753,0.931000,1
252,1789567934165548778,64504,0.931000,1
253,1789567934165954292,64876,0.931000,1
254,1789567934166360147,63216,0.931000,1
255,1789567934166765672,64237,0.931000,1
256,1789567934167171496,64100,0.931000,1
257,1789567934167577231,69581,0.931000,1
258,1789567934167982916,64672,0.931000,1
259,1789567934168388690,62874,0.931000,1
260,1789567934168800965,65684,0.000000,0
261,1789567934169207279,64346,0.931000,1
262,1789567934169613004,64557,0.931000,1
263,1789567934170018519,64618,0.931000,1
264,1789567934170424353,64861,0.931000,1
265,1789567934170829958,64372,0.000000,0
266,1789567934171235763,64442,0.931000,1
267,1789567934171641327,65034,0.931000,1
268,1789567934172050342,63885,0.931000,1
269,1789567934172456126,62917,0.931000,1
270,1789567934172861761,65608,0.931000,1
271,1789567934173268156,64980,0.931000,1
272,1789567934173673910,67171,0.931000,1
273,1789567934174079775,63952,0.931000,1
274,1789567934174485259,64214,0.931000,1
275,1789567934174890874,63695,0.931000,1
276,1789567934175296598,63707,0.931000,1
277,1789567934175702153,65008,0.931000,1
278,1789567934176108348,63999,0.931000,1
279,1789567934176514062,63061,0.931000,1
280,1789567934176919677,66392,0.931000,1
281,1789567934177326961,63984,0.931000,1
282,1789567934177732826,68225,0.000000,0
283,1789567934178144121,64406,0.931000,1
284,1789567934178550475,64798,0.931000,1
285,1789567934178956260,64669,0.931000,1
286,1789567934179362514,63652,0.931000,1
287,1789567934179768169,67812,0.931000,1
288,1789567934180174014,63883,0.931000,1
289,1789567934180579898,65305,0.931000,1
290,1789567934180985733,67986,0.931000,1
291,1789567934181392888,62407,0.931000,1
292,1789567934181798712,63679,0.000000,0
293,1789567934182204647,63400,0.931000,1
294,1789567934182610262,63791,0.931000,1
295,1789567934183015796,63953,0.931000,1
296,1789567934183421641,63614,0.931000,1
297,1789567934183827475,66576,0.931000,1
298,1789567934184233660,63237,0.931000,1
299,1789567934184640585,70337,0.931000,1
300,1789567934185053469,69159,0.000000,0
301,1789567934185459914,63391,0.931000,1
