count_index,ts_swap,werner,success_bit
0,1789567959631552643,0.931000,1
1,1789567959631969147,0.931000,1
2,1789567959632392352,0.931000,1
3,1789567959632810516,0.931000,1
4,1789567959633220301,0.931000,1
5,1789567959633628936,0.931000,1
6,1789567959634037110,0.931000,1
7,1789567959634444685,0.931000,1
8,1789567959634852159,0.931000,1
9,1789567959635259834,0.931000,1
10,1789567959635667439,0.931000,1
11,1789567959636074943,0.931000,1
12,1789567959636483038,0.931000,1
13,1789567959636891002,0.931000,1
14,1789567959637299677,0.931000,1
15,1789567959637707582,0.931000,1
16,1789567959638115376,0.931000,1
17,1789567959638523691,0.931000,1
18,1789567959638931495,0.931000,1
19,1789567959639339370,0.931000,1
20,1789567959639747785,0.931000,1
21,1789567959640155549,0.931000,1
22,1789567959640563554,0.931000,1
23,1789567959640971188,0.931000,1
24,1789567959641380013,0.931000,1
25,1789567959641809967,0.931000,1
26,1789567959642218742,0.931000,1
27,1789567959642627536,0.931000,1
28,1789567959643035351,0.931000,1
29,1789567959643443455,0.931000,1
30,1789567959643851480,0.931000,1
31,1789567959644259324,0.931000,1
32,1789567959644667649,0.931000,1
33,1789567959645075924,0.931000,1
34,1789567959645485238,0.931000,1
35,1789567959645893203,0.931000,1
36,1789567959646301437,0.931000,1
37,1789567959646709242,0.931000,1
38,1789567959647117117,0.931000,1
39,1789567959647525091,0.931000,1
40,1789567959647933126,0.931000,1
41,1789567959648341130,0.931000,1
42,1789567959648749115,0.931000,1
43,1789567959649161220,0.931000,1
44,1789567959649570804,0.931000,1
45,1789567959649978889,0.931000,1
46,1789567959650386863,0.931000,1
47,1789567959650794528,0.931000,1
48,1789567959651202662,0.931000,1
49,1789567959651610697,0.931000,1
50,1789567959652018482,0.931000,1
51,1789567959652426446,0.931000,1
52,1789567959652834351,0.931000,1
53,1789567959653243445,0.931000,1
54,1789567959653651790,0.931000,1
55,1789567959654059515,0.931000,1
56,1789567959654467739,0.931000,1
57,1789567959654875494,0.931000,1
58,1789567959655283758,0.931000,1
59,1789567959655691343,0.931000,1
60,1789567959656099118,0.931000,1
61,1789567959656507182,0.931000,1
62,1789567959656914977,0.931000,1
63,1789567959657323052,0.931000,1
64,1789567959657731856,0.931000,1
65,1789567959658140101,0.931000,1
66,1789567959658548225,0.931000,1
67,1789567959658955900,0.931000,1
68,1789567959659364014,0.931000,1
69,1789567959659771609,0.931000,1
70,1789567959660179554,0.931000,1
71,1789567959660587748,0.931000,1
72,1789567959660995583,0.931000,1
73,1789567959661403988,0.931000,1
74,1789567959661812032,0.931000,1
75,1789567959662219887,0.931000,1
76,1789567959662627761,0.931000,1
77,1789567959663035776,0.931000,1
78,1789567959663443961,0.931000,1
79,1789567959663851735,0.931000,1
80,1789567959664260190,0.931000,1
81,1789567959664667864,0.931000,1
82,1789567959665075859,0.931000,1
83,1789567959665484574,0.931000,1
84,1789567959665892708,0.931000,1
85,1789567959666300683,0.931000,1
86,1789567959666708517,0.931000,1
87,1789567959667116202,0.931000,1
88,1789567959667524487,0.931000,1
89,1789567959667932521,0.931000,1
90,1789567959668340706,0.931000,1
91,1789567959668748280,0.931000,1
92,1789567959669156055,0.931000,1
93,1789567959669567499,0.931000,1
94,1789567959669975814,0.931000,1
95,1789567959670383728,0.931000,1
96,1789567959670792153,0.931000,1
97,1789567959671200008,0.931000,1
98,1789567959671608512,0.931000,1
99,1789567959672016847,0.931000,1
100,1789567959672425311,0.931000,1
101,1789567959672833046,0.931000,1
102,1789567959673241630,0.931000,1
103,1789567959673649675,0.931000,1
104,1789567959674057500,0.931000,1
105,1789567959674465454,0.931000,1
106,1789567959674873379,0.931000,1
107,1789567959675281893,0.931000,1
108,1789567959675689718,0.931000,1
109,1789567959676097553,0.931000,1
110,1789567959676505627,0.931000,1
111,1789567959676913432,0.931000,1
112,1789567959677322676,0.931000,1
113,1789567959677730881,0.931000,1
114,1789567959678138686,0.931000,1
115,1789567959678546840,0.931000,1
116,1789567959678954755,0.931000,1
117,1789567959679362609,0.931000,1
118,1789567959679770434,0.931000,1
119,1789567959680178149,0.931000,1
120,1789567959680586183,0.931000,1
121,1789567959680994028,0.931000,1
122,1789567959681402682,0.931000,1
123,1789567959681811027,0.931000,1
124,1789567959682219112,0.931000,1
125,1789567959682626726,0.931000,1
126,1789567959683034671,0.931000,1
127,1789567959683442525,0.931000,1
128,1789567959683850410,0.931000,1
129,1789567959684258575,0.931000,1
130,1789567959684666269,0.931000,1
131,1789567959685074094,0.931000,1
132,1789567959685483108,0.931000,1
133,1789567959685891223,0.931000,1
134,1789567959686299678,0.931000,1
135,1789567959686707492,0.931000,1
136,1789567959687115317,0.931000,1
137,1789567959687523321,0.931000,1
138,1789567959687931286,0.931000,1
139,1789567959688339111,0.931000,1
140,1789567959688746945,0.931000,1
141,1789567959689154640,0.931000,1
142,1789567959689563584,0.931000,1
143,1789567959689971399,0.931000,1
144,1789567959690381394,0.931000,1
145,1789567959690792828,0.931000,1
146,1789567959691200983,0.931000,1
147,1789567959691608657,0.931000,1
148,1789567959692017222,0.931000,1
149,1789567959692425237,0.931000,1
150,1789567959692833101,0.931000,1
151,1789567959693241716,0.931000,1
152,1789567959693649760,0.931000,1
153,1789567959694057515,0.931000,1
154,1789567959694465869,0.931000,1
155,1789567959694873734,0.931000,1
156,1789567959695281978,0.931000,1
157,1789567959695689693,0.931000,1
158,1789567959696097788,0.931000,1
159,1789567959696505732,0.931000,1
160,1789567959696913917,0.931000,1
161,1789567959697322771,0.931000,1
162,1789567959697730926,0.931000,1
163,1789567959698138640,0.931000,1
164,1789567959698547065,0.931000,1
165,1789567959698954940,0.931000,1
166,1789567959699363064,0.931000,1
167,1789567959699770709,0.931000,1
168,1789567959700178723,0.931000,1
169,1789567959700586648,0.931000,1
170,1789567959700994573,0.931000,1
171,1789567959701403197,0.931000,1
172,1789567959701811022,0.931000,1
173,1789567959702218986,0.931000,1
174,1789567959702626821,0.931000,1
175,1789567959703034586,0.931000,1
176,1789567959703442820,0.931000,1
177,1789567959703850915,0.931000,1
178,1789567959704258979,0.931000,1
179,1789567959704666614,0.931000,1
180,1789567959705074369,0.931000,1
181,1789567959705483203,0.931000,1
182,1789567959705891338,0.931000,1
183,1789567959706299212,0.931000,1
184,1789567959706707047,0.931000,1
185,1789567959707114972,0.931000,1
186,1789567959707522986,0.931000,1
187,1789567959707930631,0.931000,1
188,1789567959708338945,0.931000,1
189,1789567959708746830,0.931000,1
190,1789567959709154455,0.931000,1
191,1789567959709563289,0.931000,1
192,1789567959709971374,0.931000,1
193,1789567959710379278,0.931000,1
194,1789567959710787013,0.931000,1
195,1789567959711202048,0.931000,1
196,1789567959711610322,0.931000,1
197,1789567959712018137,0.931000,1
198,1789567959712426391,0.931000,1
199,1789567959712834016,0.931000,1
200,1789567959713242571,0.931000,1
201,1789567959713650425,0.931000,1
202,1789567959714058260,0.931000,1
203,1789567959714466184,0.931000,1
204,1789567959714874009,0.931000,1
205,1789567959715281874,0.931000,1
206,1789567959715689828,0.931000,1
207,1789567959716097403,0.931000,1
208,1789567959716505467,0.931000,1
209,1789567959716913172,0.931000,1
210,1789567959717321677,0.931000,1
211,1789567959717729641,0.931000,1
212,1789567959718137496,0.931000,1
213,1789567959718545580,0.931000,1
214,1789567959718953335,0.931000,1
215,1789567959719361580,0.931000,1
216,1789567959719770004,0.931000,1
217,1789567959720177689,0.931000,1
218,1789567959720585703,0.931000,1
219,1789567959720993278,0.931000,1
220,1789567959721401933,0.931000,1
221,1789567959721809807,0.931000,1
222,1789567959722218042,0.931000,1
223,1789567959722625856,0.931000,1
224,1789567959723033641,0.931000,1
225,1789567959723441745,0.931000,1
226,1789567959723849590,0.931000,1
227,1789567959724257374,0.931000,1
228,1789567959724665119,0.931000,1
229,1789567959725072744,0.931000,1
230,1789567959725481348,0.931000,1
231,1789567959725889213,0.931000,1
232,1789567959726297167,0.931000,1
233,1789567959726704832,0.931000,1
234,1789567959727112947,0.931000,1
235,1789567959727520971,0.931000,1
236,1789567959727928716,0.931000,1
237,1789567959728336580,0.931000,1
238,1789567959728744655,0.931000,1
239,1789567959729152860,0.931000,1
240,1789567959729561744,0.931000,1
241,1789567959729969609,0.931000,1
242,1789567959730377813,0.931000,1
243,1789567959730785558,0.931000,1
244,1789567959731197663,0.931000,1
245,1789567959731605337,0.931000,1
246,1789567959732013322,0.931000,1
247,1789567959732423476,0.931000,1
248,1789567959732831741,0.931000,1
249,1789567959733240376,0.931000,1
250,1789567959733648540,0.931000,1
251,1789567959734056255,0.931000,1
252,1789567959734464419,0.931000,1
253,1789567959734872434,0.931000,1
254,1789567959735280499,0.931000,1
255,1789567959735688053,0.931000,1
256,1789567959736095878,0.931000,1
257,1789567959736503912,0.931000,1
258,1789567959736911707,0.931000,1
259,1789567959737320542,0.931000,1
260,1789567959737728476,0.931000,1
261,1789567959738136611,0.931000,1
